Year,WBIC,level_obs,level_precip,level_process
1915,1013800,NA,-8.807811739989353,NA
1915,1015100,NA,-3.191128796655632,NA
1915,1015200,NA,9.66739229469043,NA
1915,1015500,NA,-0.4234777835492522,NA
1915,1018300,NA,-24.590601770944346,NA
1915,1018500,NA,-10.987554818970548,NA
1915,1019500,NA,-0.5554502955668517,NA
1915,1019600,NA,-10.592578883731406,NA
1915,1020300,NA,-15.170608789609558,NA
1915,1020600,NA,0.08852995355074623,NA
1915,1022900,NA,-8.03154518417883,NA
1915,1023300,NA,-10.366292505859013,NA
1915,1176400,NA,-11.71193201773131,NA
1915,1176700,NA,0.5763698747980766,NA
1915,1178000,NA,-0.9331399746141456,NA
1915,1178900,NA,-3.4145736662796007,NA
1915,1179000,NA,-1.78579708121846,NA
1915,1407000,NA,15.701484393876425,NA
1915,1481600,NA,4.743691257478984,NA
1915,1487800,NA,9.919710496831561,NA
1915,1538600,NA,-2.3166439036267046,NA
1915,1558400,NA,7.674072936165082,NA
1915,1589100,NA,0.9201175432426961,NA
1915,1629500,NA,-12.784055330069519,NA
1915,1630100,NA,-13.659323982219876,NA
1915,1670030,NA,12.175682715460496,NA
1915,1832800,NA,0.6938133026643654,NA
1915,1832900,NA,-1.721805041097744,NA
1915,1833300,NA,-13.88273678843529,NA
1915,1834400,NA,3.2194904123971884,NA
1915,1834500,NA,-19.913646711409925,NA
1915,1835600,NA,-5.841473271201534,NA
1915,1835700,NA,-15.55654058501289,NA
1915,1838500,NA,4.180111430881598,NA
1915,1842400,NA,-13.199594447456159,NA
1915,1842500,NA,-11.353669492151894,NA
1915,1844500,NA,-15.346008356488872,NA
1915,1848400,NA,-14.63022090736888,NA
1915,1849100,NA,2.9093105972843945,NA
1915,1849700,NA,-8.729852544050878,NA
1915,1851200,NA,-13.076264175650014,NA
1915,1851900,NA,-18.587380551080333,NA
1915,1853200,NA,-12.594938869274511,NA
1915,1855100,NA,6.763765402025757,NA
1915,1856500,NA,-2.1768394314242485,NA
1915,1856700,NA,-20.7456371565329,NA
1915,1858200,NA,-7.925918176199316,NA
1915,1858900,NA,-14.138668835707442,NA
1915,1859400,NA,-0.6121434561728283,NA
1915,1859900,NA,-13.722447634421053,NA
1915,1861400,NA,-6.936196849623239,NA
1915,1862100,NA,-10.435658755217975,NA
1915,1862200,NA,-17.01168681267149,NA
1915,1863000,NA,1.2581660693170726,NA
1915,1863200,NA,-11.67286753702973,NA
1915,1864000,NA,-10.169486292178432,NA
1915,1865200,NA,-11.223783217135827,NA
1915,1867300,NA,-15.206041249248004,NA
1915,1870200,NA,-0.9582985299202832,NA
1915,1870500,NA,-13.403031311225075,NA
1915,1872500,NA,-1.1982862874117601,NA
1915,1872700,NA,-12.45390996998687,NA
1915,1873600,NA,-3.618522808805032,NA
1915,1873900,NA,-18.76922452892642,NA
1915,1875100,NA,-9.736030012683948,NA
1915,1875900,NA,1.467448748445712,NA
1915,1877900,NA,-13.7004042738028,NA
1915,1879300,NA,1.9649518682138758,NA
1915,1881100,NA,-7.969023859131383,NA
1915,1881900,NA,-13.956186262509291,NA
1915,1882100,NA,-18.53897281823301,NA
1915,1882900,NA,-20.496377539867066,NA
1915,1883700,NA,-9.672986163198958,NA
1915,1884100,NA,-22.510229669217953,NA
1915,1884200,NA,-13.324580925260161,NA
1915,1887500,NA,1.692391667225281,NA
1915,2043700,NA,6.26631158648003,NA
1915,2046500,NA,-4.015353164118507,NA
1915,2046600,NA,-26.19120250061623,NA
1915,2047300,NA,-2.5543526803747034,NA
1915,2079400,NA,-1.0472291622401277,NA
1915,2090900,NA,-0.37322177450220373,NA
1915,2092500,NA,3.2540801015017613,NA
1915,2169200,NA,1.2437968247117797,NA
1915,2201400,NA,11.333523197997245,NA
1915,2264200,NA,-2.1924447322363574,NA
1915,2282200,NA,-5.622041960857413,NA
1915,2296500,NA,-0.9891590184456511,NA
1915,2297800,NA,-3.3015907667957567,NA
1915,2313100,NA,-10.260085170628932,NA
1915,2317900,NA,-7.13092919243644,NA
1915,2340100,NA,-10.159633425889648,NA
1915,2393700,NA,-17.829141974168227,NA
1915,2394100,NA,-19.856377540483443,NA
1915,2433800,NA,-17.88816542819944,NA
1915,2448700,NA,-22.847760086435226,NA
1915,2449400,NA,-17.696316181891447,NA
1915,2449800,NA,-20.675245912818987,NA
1915,2450500,NA,-20.86431755357582,NA
1915,2450900,NA,-11.579620732146457,NA
1915,2451200,NA,-12.11930200211863,NA
1915,2451700,NA,-27.224430951301084,NA
1915,2451900,NA,-30.391560839068944,NA
1915,2452300,NA,-22.236353819605696,NA
1915,2452400,NA,-36.29270569475012,NA
1915,2452600,NA,-34.37163250230653,NA
1915,2453500,NA,-19.273106697228553,NA
1915,2454000,NA,-23.485557945134968,NA
1915,2454500,NA,-16.33720035443109,NA
1915,2456100,NA,-18.84989144771529,NA
1915,2457600,NA,-19.173342222458796,NA
1915,2458300,NA,-12.143688188835064,NA
1915,2459100,NA,-9.685105584098663,NA
1915,2459200,NA,-16.82994987199689,NA
1915,2459700,NA,-18.769118052923176,NA
1915,2459800,NA,-15.271952184845306,NA
1915,2460700,NA,-19.76850228688583,NA
1915,2461400,NA,-27.17631834540541,NA
1915,2462200,NA,-15.727568550792373,NA
1915,2462400,NA,-24.827679803325157,NA
1915,2463100,NA,-13.673609529182889,NA
1915,2463300,NA,-25.03487876425969,NA
1915,2463500,NA,-24.967160696938286,NA
1915,2464500,NA,-15.171778812784446,NA
1915,2465600,NA,-7.616364465670264,NA
1915,2466300,NA,-11.217710929297121,NA
1915,2466400,NA,-15.740638726243429,NA
1915,2466500,NA,-12.821992286329879,NA
1915,2467200,NA,-17.610357829620856,NA
1915,2468700,NA,-23.08925301252617,NA
1915,2468800,NA,-8.64558637175956,NA
1915,2469800,NA,-10.585205897674248,NA
1915,2470000,NA,-25.092459838506343,NA
1915,2470600,NA,-19.804998749718756,NA
1915,2470900,NA,-27.772605493159386,NA
1915,2471100,NA,-17.469069149490018,NA
1915,2471600,NA,-23.662155623177107,NA
1915,2472000,NA,-40.938650345846504,NA
1915,2473500,NA,-9.246931403994738,NA
1915,2474400,NA,-14.469169270855762,NA
1915,2474800,NA,-20.68531124874526,NA
1915,2476000,NA,-17.27279755297664,NA
1915,2478200,NA,-13.357073680033853,NA
1915,2478600,NA,-2.907835784698375,NA
1915,2480600,NA,-19.325467027487342,NA
1915,2481600,NA,-25.588488817139467,NA
1915,2483100,NA,-14.711369822565375,NA
1915,2483600,NA,-26.345770795769976,NA
1915,2484200,NA,-29.64403163264024,NA
1915,2485400,NA,-17.36663382933311,NA
1915,2485900,NA,-18.230546807751427,NA
1915,2486100,NA,-16.559381351392258,NA
1915,2486300,NA,-22.649568598847374,NA
1915,2486600,NA,-19.00058099902678,NA
1915,2488100,NA,-19.398543922116342,NA
1915,2488600,NA,-19.53360572930173,NA
1915,2489200,NA,-29.536444153527004,NA
1915,2489900,NA,-9.7879305497027609,NA
1915,2490400,NA,-7.496304049484299,NA
1915,2491000,NA,-13.31638663642412,NA
1915,2492100,NA,-19.98726002929597,NA
1915,2492600,NA,-20.34005754576353,NA
1915,2492900,NA,-27.821774745530117,NA
1915,2493100,NA,-15.876261457622398,NA
1915,2494500,NA,-20.9473000966519,NA
1915,2494900,NA,-13.11336367149749,NA
1915,2495000,NA,-13.15021330253386,NA
1915,2495600,NA,-27.654533159723734,NA
1915,2496800,NA,-10.173371926863233,NA
1915,2497000,NA,-18.56346356151968,NA
1915,2497100,NA,-33.41773489647963,NA
1915,2498600,NA,-23.659707118493955,NA
1915,2498800,NA,-14.897760328782079,NA
1915,2498900,NA,-3.4615752707453074,NA
1915,2500100,NA,-16.23997080714715,NA
1915,2500500,NA,-8.008007011635899,NA
1915,2501300,NA,-17.40207019196257,NA
1915,2503500,NA,-24.017414302070602,NA
1915,2597700,NA,-5.522307233617142,NA
1915,2598300,NA,-22.267923294837605,NA
1915,2598500,NA,-11.453014288216187,NA
1915,2598600,NA,-16.043450121516113,NA
1915,2599000,NA,-23.17941502726798,NA
1915,2599400,NA,-11.907916725143942,NA
1915,2600600,NA,-11.255910877623618,NA
1915,2601000,NA,-18.3669031875058,NA
1915,2624000,NA,-5.421730169315062,NA
1915,2630100,NA,-2.7105836001200068,NA
1915,2630200,NA,-2.482392764475966,NA
1915,2642000,NA,-13.370216378221311,NA
1915,2655900,NA,-9.639349324516543,NA
1915,2673800,NA,-17.544040391981177,NA
1915,2674000,NA,-16.72340351888233,NA
1915,2674200,NA,-18.4755327931182,NA
1915,2675000,NA,-24.585182783445322,NA
1915,2677200,NA,-16.238997139842812,NA
1915,2694000,NA,-25.161101513231557,NA
1915,2705700,NA,-20.107158390863148,NA
1915,2710800,NA,-21.60116417718806,NA
1915,2730800,NA,-6.996092778785825,NA
1915,2731800,NA,-16.909711781580846,NA
1915,2734000,NA,-30.571286804681556,NA
1915,2734700,NA,-20.393165382749498,NA
1915,2753900,NA,-25.095372114414907,NA
1915,2755600,NA,-25.396626127151865,NA
1915,2757900,NA,-17.152784668408913,NA
1915,2760100,NA,-13.147650974922358,NA
1915,2762200,NA,-18.63855039628256,NA
1915,2762700,NA,-21.566017680381943,NA
1915,2763300,NA,-13.664913251983812,NA
1915,2766200,NA,-16.869958027702875,NA
1915,2767100,NA,-20.547104238692654,NA
1915,2767300,NA,-40.931663817584734,NA
1915,2771200,NA,-40.25913669156455,NA
1915,2866000,NA,-34.037628969408125,NA
1915,2954700,NA,-15.68027059421693,NA
1916,8900,NA,24.424019009909472,NA
1916,41900,NA,25.29602396097204,NA
1916,42800,NA,24.18144951401606,NA
1916,43900,NA,24.906488922673734,NA
1916,45100,NA,42.34752136297959,NA
1916,45200,NA,12.337640892128045,NA
1916,63700,NA,39.0035778045289,NA
1916,64000,NA,23.652941612964423,NA
1916,82900,NA,18.830290349462512,NA
1916,93100,NA,6.038170587794388,NA
1916,94300,NA,17.935730450650855,NA
1916,101300,NA,51.22637317671418,NA
1916,102100,NA,32.45057892747694,NA
1916,102600,NA,26.57869034948625,NA
1916,102900,NA,51.38068466568539,NA
1916,103400,NA,34.81831985321879,NA
1916,103600,NA,23.749746949608195,NA
1916,103900,NA,30.19671823684138,NA
1916,104200,NA,15.81084912044798,NA
1916,104600,NA,39.852307702201685,NA
1916,105200,NA,42.2327782430263,NA
1916,106500,NA,49.935972135811596,NA
1916,106600,NA,36.494213986058874,NA
1916,107600,NA,33.998386007551964,NA
1916,107900,NA,35.75045577680053,NA
1916,108200,NA,14.957381638423064,NA
1916,117400,NA,29.881015372391268,NA
1916,117500,NA,22.738136976754337,NA
1916,117600,NA,44.659635555684595,NA
1916,181400,NA,20.86784735000643,NA
1916,181700,NA,23.88735168589636,NA
1916,181800,NA,16.210629564054337,NA
1916,181900,NA,45.708264807541084,NA
1916,182100,NA,37.57450221996796,NA
1916,182200,NA,23.288761653299858,NA
1916,182300,NA,42.435159817966714,NA
1916,184200,NA,27.470899563575315,NA
1916,184300,NA,14.962466162516852,NA
1916,184500,NA,32.83664797285131,NA
1916,185300,NA,25.054789345810995,NA
1916,186400,NA,46.22355303210261,NA
1916,189100,NA,36.16121772385769,NA
1916,189600,NA,39.228030837853666,NA
1916,189800,NA,30.332010427053135,NA
1916,190100,NA,34.62299253150177,NA
1916,190200,NA,42.42044779965256,NA
1916,190500,NA,29.67309600157347,NA
1916,191100,NA,49.790316775695906,NA
1916,191400,NA,26.864997073784618,NA
1916,192500,NA,11.195859313599227,NA
1916,193800,NA,23.809184479769073,NA
1916,195000,NA,34.149411178241415,NA
1916,195900,NA,52.403072883285006,NA
1916,196100,NA,36.911212875501775,NA
1916,197300,NA,39.91308428783575,NA
1916,197600,NA,15.803430050348108,NA
1916,197900,NA,16.02677464620582,NA
1916,198100,NA,21.308729949294943,NA
1916,198800,NA,25.798179078868674,NA
1916,199300,NA,27.02225073594101,NA
1916,199700,NA,35.16034103800919,NA
1916,200300,NA,46.19466625063252,NA
1916,240800,NA,5.813401726464307,NA
1916,240900,NA,19.702350536596427,NA
1916,310500,NA,18.739192381527484,NA
1916,388700,NA,38.82695342512262,NA
1916,417400,NA,25.005283236984727,NA
1916,417900,NA,22.38510837084052,NA
1916,418000,NA,19.17833946342238,NA
1916,418300,NA,14.870593731251045,NA
1916,418700,NA,19.177292517818202,NA
1916,421600,NA,13.037093265037882,NA
1916,421800,NA,13.158304354143626,NA
1916,425600,NA,18.753348352873886,NA
1916,427300,NA,26.958772775159904,NA
1916,427900,NA,14.828340758561907,NA
1916,439500,NA,20.799672033156856,NA
1916,439800,NA,12.888075898966198,NA
1916,498800,NA,18.35659700262109,NA
1916,501200,NA,26.26551705877815,NA
1916,501700,NA,13.987272573635744,NA
1916,502000,NA,30.620675072075493,NA
1916,502300,NA,16.21503413854879,NA
1916,503300,NA,29.15548921652883,NA
1916,504300,NA,37.01988601560308,NA
1916,519700,NA,19.725053514631306,NA
1916,585100,NA,22.090804061378467,NA
1916,585400,NA,1.5589405041916238,NA
1916,589400,NA,15.099285760022331,NA
1916,589800,NA,20.590100493395706,NA
1916,692600,NA,8.61400471994335,NA
1916,717400,NA,1.9265155338247575,NA
1916,740400,NA,16.46046651827567,NA
1916,740700,NA,14.852732571942182,NA
1916,741200,NA,18.750306329216794,NA
1916,741500,NA,18.92258499675794,NA
1916,741600,NA,5.653450621367457,NA
1916,741700,NA,6.826085999805761,NA
1916,741800,NA,20.968293413861044,NA
1916,774200,NA,18.063920822027058,NA
1916,774400,NA,42.805111766478205,NA
1916,778300,NA,15.9848190822394,NA
1916,779200,NA,34.81723123271238,NA
1916,779300,NA,9.727080132498791,NA
1916,779800,NA,17.924503799985228,NA
1916,783750,NA,23.72625718540539,NA
1916,813100,NA,21.901190042239485,NA
1916,872600,NA,15.871507679096982,NA
1916,967900,NA,14.46978738958963,NA
1916,968800,NA,11.111273573543603,NA
1916,969600,NA,29.9782535121798,NA
1916,971600,NA,17.608900903227838,NA
1916,972000,NA,18.63863692514499,NA
1916,972500,NA,21.252512387162675,NA
1916,976800,NA,16.809107885503767,NA
1916,977500,NA,26.629876720627507,NA
1916,979000,NA,23.443667531236866,NA
1916,979100,NA,13.895410169014927,NA
1916,981500,NA,19.796622965988977,NA
1916,982500,NA,29.897507710170203,NA
1916,983300,NA,17.765020766452743,NA
1916,984400,NA,19.79677915135584,NA
1916,984800,NA,15.179069062868853,NA
1916,985000,NA,60.278920771828666,NA
1916,989200,NA,22.734448974457084,NA
1916,990700,NA,23.403016703170795,NA
1916,991000,NA,9.077339551428052,NA
1916,991700,NA,8.231860224723738,NA
1916,991900,NA,25.492796355482852,NA
1916,993800,NA,26.188890885015276,NA
1916,994400,NA,21.360594281443614,NA
1916,994700,NA,18.697096931335555,NA
1916,994900,NA,40.72048163386361,NA
1916,995200,NA,15.58635202300958,NA
1916,998100,NA,31.854370973164247,NA
1916,999200,NA,19.103387263870736,NA
1916,1000900,NA,22.729525565927595,NA
1916,1001000,NA,29.45505330973621,NA
1916,1002600,NA,17.81251643234504,NA
1916,1003700,NA,13.849513848800777,NA
1916,1004600,NA,20.79139948450694,NA
1916,1005400,NA,20.517905626393922,NA
1916,1005600,NA,23.94267758560766,NA
1916,1005800,NA,13.553065373750492,NA
1916,1007200,NA,20.236658943765455,NA
1916,1007500,NA,20.28500017882329,NA
1916,1009400,NA,13.256727388672147,NA
1916,1009800,NA,16.709276148666536,NA
1916,1010100,NA,25.667432951812764,NA
1916,1012000,NA,66.80491398898015,NA
1916,1012100,NA,20.363445175955157,NA
1916,1012500,NA,47.53871780191777,NA
1916,1013800,NA,16.730554475889807,NA
1916,1015100,NA,19.523799666628292,NA
1916,1015200,NA,25.97649136869269,NA
1916,1015500,NA,21.905427586287338,NA
1916,1018300,NA,5.69770156679677,NA
1916,1018500,NA,15.81703973165549,NA
1916,1019500,NA,21.05583385842728,NA
1916,1019600,NA,6.288889958070799,NA
1916,1020300,NA,13.630248248927336,NA
1916,1020600,NA,21.82143041661055,NA
1916,1022900,NA,13.034965552955638,NA
1916,1023300,NA,16.824192932626897,NA
1916,1176400,NA,13.654733323787934,NA
1916,1176700,NA,15.705641269651505,NA
1916,1178000,NA,22.818962083456285,NA
1916,1178900,NA,22.883258932232323,NA
1916,1179000,NA,20.402328615071866,NA
1916,1407000,NA,29.110760987064406,NA
1916,1481600,NA,12.854321022217357,NA
1916,1487800,NA,32.933114949110355,NA
1916,1538600,NA,21.828298461645154,NA
1916,1558400,NA,29.098244446592386,NA
1916,1589100,NA,25.13363574976253,NA
1916,1629500,NA,9.333912030953385,NA
1916,1630100,NA,7.595105313863409,NA
1916,1670030,NA,16.96867548873174,NA
1916,1832800,NA,11.860445969554354,NA
1916,1832900,NA,6.206403056460746,NA
1916,1833300,NA,-0.7054034563540061,NA
1916,1834400,NA,11.513835560407937,NA
1916,1834500,NA,0.5538356254998862,NA
1916,1835600,NA,8.51513109851361,NA
1916,1835700,NA,0.03876700672241962,NA
1916,1838500,NA,12.820661785850877,NA
1916,1842400,NA,23.61340969542364,NA
1916,1842500,NA,10.431241655511583,NA
1916,1844500,NA,0.6336324843258712,NA
1916,1848400,NA,0.2004647593501515,NA
1916,1849100,NA,15.634782449868057,NA
1916,1849700,NA,2.6678488211792053,NA
1916,1851200,NA,2.275420126903669,NA
1916,1851900,NA,-5.234141199590976,NA
1916,1853200,NA,1.9608171786996862,NA
1916,1855100,NA,17.19672647808936,NA
1916,1856500,NA,20.595412615172012,NA
1916,1856700,NA,-7.4172570726552225,NA
1916,1858200,NA,6.98295894116659,NA
1916,1858900,NA,0.5837817660018789,NA
1916,1859400,NA,12.729047994505393,NA
1916,1859900,NA,-0.6972589150448412,NA
1916,1861400,NA,5.28708670476701,NA
1916,1862100,NA,6.076265229129749,NA
1916,1862200,NA,-6.211083194897377,NA
1916,1863000,NA,11.364500638953158,NA
1916,1863200,NA,1.1467206485235517,NA
1916,1864000,NA,1.5832155778777703,NA
1916,1865200,NA,1.9333102516070266,NA
1916,1867300,NA,-1.4349195430778687,NA
1916,1870200,NA,14.27496772605273,NA
1916,1870500,NA,-2.037108368586794,NA
1916,1872500,NA,17.84986363361859,NA
1916,1872700,NA,3.607281494102378,NA
1916,1873600,NA,9.865415155972153,NA
1916,1873900,NA,-4.511668902344792,NA
1916,1875100,NA,14.194895367607705,NA
1916,1875900,NA,8.520475591587333,NA
1916,1877900,NA,2.684138363307748,NA
1916,1879300,NA,14.695591528644973,NA
1916,1881100,NA,4.553378311954782,NA
1916,1881900,NA,8.126127090514299,NA
1916,1882100,NA,-2.817713082666276,NA
1916,1882900,NA,-6.601197550323183,NA
1916,1883700,NA,0.8620954914654178,NA
1916,1884100,NA,-7.249791952779324,NA
1916,1884200,NA,6.74782089511363,NA
1916,1887500,NA,13.171539021260338,NA
1916,2043700,NA,17.50189456851704,NA
1916,2046500,NA,6.681290318027866,NA
1916,2046600,NA,-10.125042123181107,NA
1916,2047300,NA,17.95202581078191,NA
1916,2079400,NA,6.659191868418287,NA
1916,2090900,NA,9.318710116830184,NA
1916,2092500,NA,17.487591221409584,NA
1916,2169200,NA,11.234709116608947,NA
1916,2201400,NA,25.416644314719488,NA
1916,2264200,NA,19.510312299003353,NA
1916,2282200,NA,6.351582846978961,NA
1916,2296500,NA,15.272096392413319,NA
1916,2297800,NA,16.68891393820503,NA
1916,2313100,NA,6.822258856296279,NA
1916,2317900,NA,8.925698944489868,NA
1916,2340100,NA,15.343079156682906,NA
1916,2393700,NA,-6.024871892068146,NA
1916,2394100,NA,-5.028178414940755,NA
1916,2433800,NA,-2.46318407138909,NA
1916,2448700,NA,-5.608176390329713,NA
1916,2449400,NA,1.9738639149036021,NA
1916,2449800,NA,-5.380579444027529,NA
1916,2450500,NA,-5.495141028995132,NA
1916,2450900,NA,-1.143734999294491,NA
1916,2451200,NA,0.37655886159301255,NA
1916,2451700,NA,-11.045740756372323,NA
1916,2451900,NA,-11.359426072466459,NA
1916,2452300,NA,-7.579345101656088,NA
1916,2452400,NA,-14.569555369018303,NA
1916,2452600,NA,-13.926785350463662,NA
1916,2453500,NA,-4.864095572479551,NA
1916,2454000,NA,-10.97596781630132,NA
1916,2454500,NA,-4.123139313192594,NA
1916,2456100,NA,-4.8923515828253015,NA
1916,2457600,NA,0.3658098108613119,NA
1916,2458300,NA,-0.7618370495822626,NA
1916,2459100,NA,-0.20440863742822585,NA
1916,2459200,NA,-3.110135621927373,NA
1916,2459700,NA,-7.1260610710885,NA
1916,2459800,NA,-4.1696259802325315,NA
1916,2460700,NA,-5.752292577904323,NA
1916,2461400,NA,-7.146873099003407,NA
1916,2462200,NA,-7.825352583020121,NA
1916,2462400,NA,-9.976206500498149,NA
1916,2463100,NA,-0.9972085953981491,NA
1916,2463300,NA,-11.208753274446423,NA
1916,2463500,NA,-7.065344884962408,NA
1916,2464500,NA,-3.8352109069899494,NA
1916,2465600,NA,6.068648933278386,NA
1916,2466300,NA,1.6966997007784164,NA
1916,2466400,NA,-4.139499178803926,NA
1916,2466500,NA,-3.0404144896529157,NA
1916,2467200,NA,-3.8821858394252753,NA
1916,2468700,NA,-7.588784856529368,NA
1916,2468800,NA,-3.9460113533485632,NA
1916,2469800,NA,2.6704381045092043,NA
1916,2470000,NA,-7.952992925585643,NA
1916,2470600,NA,-5.100697592943271,NA
1916,2470900,NA,-11.159530397178747,NA
1916,2471100,NA,-4.5831642287172825,NA
1916,2471600,NA,-6.458814305026431,NA
1916,2472000,NA,-20.033598432189162,NA
