FID,TNMID,GNIS_ID,AreaAcres,AreaSqKm,States,HUC8,Name,Ha,Pct_In_NWI,Ha_In_NWI,LAT,Lon,ZoneID
236,{36D96ECC-9FEC-44CF-ABDE-73A8EEC9D2E1},0.000000000000000,711599.000000000000000,2879.800927790000100,MN,07020011,Le Sueur,287980.093040000010000,100.000000000000000,287980.092963000000000,43.929865848600002,-93.763095073299993,HU8_366
237,{3A8D7747-E886-4C64-8D13-CE745E0C3878},0.000000000000000,1175109.000000000000000,4755.602896550000000,MN,07020012,Lower Minnesota,475560.289969999980000,100.000000000000000,475560.289714000010000,44.617597138800001,-93.863126197100001,HU8_348
238,{D6AA14C6-954C-40BF-8627-024013553668},0.000000000000000,673447.000000000000000,2725.402042419999800,MN,07030003,Kettle,272540.204235000010000,100.000000000000000,272540.204267999970000,46.347735193900000,-92.869269531499995,HU8_139
239,{865A504C-E44C-4D49-91D8-F1F77A7DC8AE},0.000000000000000,644037.000000000000000,2606.381446580000100,MN,07030004,Snake,260638.144199000000000,100.000000000000000,260638.144663000010000,45.999072555600002,-93.252804207400004,HU8_349
240,{9B79E8F9-C0CC-41EE-BFB5-190C00EDC1BF},0.000000000000000,941260.000000000000000,3809.227037430000100,MN,07040002,Cannon,380922.703426999970000,100.000000000000000,380922.703614000000000,44.289832887400003,-93.204952747700005,HU8_358
241,{C6CB8FB3-1994-4EB8-AD98-9B3D09DC4A07},0.000000000000000,910044.000000000000000,3682.899256069999900,MN,07040004,Zumbro,368289.925899000020000,100.000000000000000,368289.925689000000000,44.154571616900000,-92.621729362699995,HU8_373
242,{7598E13E-2260-492E-9B43-ECFD7EBC0B11},0.000000000000000,1065041.000000000000000,4310.163066099999900,"MN,IA",07040008,Root,431016.306594999970000,100.000000000000000,431016.306621000000000,43.746700351299999,-92.044053528600003,HU8_374
243,{135666F5-A5C7-4977-A1FA-4C4FF5476D7B},0.000000000000000,798391.000000000000000,3231.045861239999800,MN,07100001,Des Moines Headwaters,323104.585857999980000,100.000000000000000,323104.586186999980000,43.892914191700001,-95.542579740899995,HU8_359
244,{9B79BBA3-C825-47E2-860B-F3EB7F894677},0.000000000000000,550417.000000000000000,2227.505198899999900,MN,09020102,Mustinka,222750.524282000000000,100.000000000000000,222750.516012999990000,45.776127447199997,-96.246689075299997,HU8_360
245,{7BF7FD4E-3180-45AE-88A9-6EFBEC3AC8B4},0.000000000000000,1221565.000000000000000,4943.606522699999900,MN,09020103,Otter Tail,494360.643509000020000,100.000000000000000,494360.650522999990000,46.573523954400002,-95.817622215499995,HU8_325
246,{A88052CE-6433-48C7-9F93-2854A3012944},0.000000000000000,723525.000000000000000,2928.065101650000100,MN,09020106,Buffalo,292806.507606000000000,100.000000000000000,292806.510046000010000,46.817844760699998,-96.300756327000002,HU8_459
247,{23DAA573-9225-4679-91D2-16C254B23AF8},0.000000000000000,1046517.000000000000000,4235.196365750000000,MN,09020108,Eastern Wild Rice,423519.636990999980000,100.000000000000000,423519.636799999980000,47.242646062100000,-96.020488523099999,HU8_326
248,{E5E14707-9A7B-434E-977B-2B2F50434EC3},0.000000000000000,1242119.000000000000000,5026.786201439999800,MN,09020302,Red Lakes,502678.654029000030000,100.000000000000000,502678.623752999990000,47.997993453399999,-94.754989424900003,HU8_327
249,{212D765C-8D54-46FA-83CF-058828D64462},0.000000000000000,856976.000000000000000,3468.135374640000000,MN,09020303,Red Lake,346813.546516000000000,99.999998323200003,346813.534458999990000,47.933152189099999,-96.146019674900003,HU8_460
250,{BC466E42-9D7A-4CA4-9B58-7F34F027C1BD},0.000000000000000,670871.000000000000000,2714.979763060000100,MN,09020304,Thief,271497.974234000020000,100.000000000000000,271497.975306999990000,48.325236287899997,-95.716676139699999,HU8_461
251,{EE01B0CE-9EDB-4B57-9DC2-7193BDAE7CC3},0.000000000000000,869269.000000000000000,3517.884601610000100,MN,09020305,Clearwater,351788.463816999980000,100.000000000000000,351788.461062000020000,47.742029244800001,-95.677377385599996,HU8_328
252,{A5B0EAAB-36DF-47F1-9DD6-931D61C88A0B},0.000000000000000,406274.000000000000000,1644.169278090000000,MN,09020306,Grand Marais-Red,164416.924004000000000,93.132137515599993,153124.999477000000000,48.071857099299997,-96.832907462099996,HU8_462
253,{9030FA2F-4851-4C33-B605-F9FC21341D11},0.000000000000000,498117.000000000000000,2015.852395980000000,MN,09020309,Snake,201585.242743000010000,100.000000000000000,201585.239971000000000,48.298644535199998,-96.601510670400003,HU8_463
254,{EE264947-97D3-46A6-95FC-ECFA5EAB0D15},0.000000000000000,704468.000000000000000,2850.942537869999800,"MN,CN",09020312,Two Rivers,284140.595953000010000,100.000000000000000,284140.584700000010000,48.763874422800001,-96.447616971700000,HU8_464
255,{8CC52D01-C02B-4369-B11D-E116019F51FC},0.000000000000000,4038640.000000000000000,16344.153747599999000,"MN,CN",09030001,Rainy Headwaters,765380.979001999950000,99.975678410399993,765194.756593000030000,47.994669641000002,-91.751449602500003,HU8_130
256,{6126406D-5F5F-483C-9D4D-226F8DBB6A38},0.000000000000000,661787.000000000000000,2678.215512729999800,MN,09030002,Vermilion,267821.551064000000000,100.000000000000000,267821.551293000000000,47.965808509299997,-92.493708554400001,HU8_131
257,{69B8128B-671D-4083-846B-02E05B6E1ED9},0.000000000000000,1199213.000000000000000,4853.147825699999900,MN,09030005,Little Fork,485314.782370999980000,100.000000000000000,485314.784326999970000,47.943840310500001,-93.087473454500000,HU8_132
258,{68323B8E-9BBD-476A-9E70-3D86A3E5BCD7},0.000000000000000,1316024.000000000000000,5325.877133279999700,MN,09030006,Big Fork,532587.714598000050000,100.000000000000000,532587.712457000050000,47.910189220800000,-93.837349379900004,HU8_329
259,{6B52D295-4B2F-453D-98B8-A165D5A40E88},0.000000000000000,604072.000000000000000,2444.646566720000000,MN,09030007,Rapid,244464.629110999990000,100.000000000000000,244464.654067000000000,48.443719988500000,-94.698348302599996,HU8_465
260,{D7329A6F-43E1-4D4B-B3BA-8C0801CD5638},0.000000000000000,1326808.000000000000000,5369.518583060000300,"CN,MN",09020314,Roseau,278121.711029000000000,99.990726599699997,278095.703770000020000,48.791028643099999,-95.757921553100005,HU8_466
261,{B2D66074-8366-4E58-A354-7D4AEAE3E8A1},0.000000000000000,4743203.000000000000000,19195.481131600001000,"CN,MN",09030003,Rainy Lake,120114.799887000000000,99.987822268499997,120099.743986999990000,48.474095314300001,-93.153615994099994,HU8_473
262,{9DFCDA80-520C-4054-AB60-DD012C031800},0.000000000000000,982239.000000000000000,3975.066068470000100,"CN,MN",09030008,Lower Rainy,213695.640210000010000,99.998055661999999,213691.481512000000000,48.546103920100002,-94.293851503400006,HU8_467
263,{EAC02DF7-104F-4D79-B051-149A99AF07C8},0.000000000000000,3668649.000000000000000,14846.820860800000000,"CN,MN",09030009,Lake of the Woods,296876.749572000000000,99.977302622699995,296809.028569000020000,48.946212373000002,-95.048818781799994,HU8_468
264,{8A8B93CE-D63A-4976-9619-72DA37AA42B3},0.000000000000000,418970.000000000000000,1695.546487699999900,MN,09020104,Upper Red,169554.649765999990000,76.194344486399999,129191.053224000000000,46.604337670800000,-96.633526287500004,HU8_469
265,{6DC2D3B9-ABA9-4287-861B-47CE92AAF54A},0.000000000000000,753547.000000000000000,3049.563103269999800,"MN,ND",09020301,Sandhill-Wilson,304956.294019999970000,52.455599534000001,159966.657161000010000,47.630072611400003,-96.726368022200006,HU8_470
266,{C0BEC8E3-82A7-4794-998D-F21E28EEF6B1},0.000000000000000,1569918.000000000000000,6353.370412199999900,"CN,ND,MN",09020311,Middle Red,326437.204609000010000,69.540153863200004,227004.887178000000000,48.650244673499998,-96.965781143499996,HU8_471
267,{DD0CE5F3-C034-42E1-A2F6-250A9FC2565B},0.000000000000000,1362814.000000000000000,5515.232327040000200,"MN,SD,ND",07020001,Upper Minnesota,551523.234254000010000,36.745285087299997,202658.784321000010000,45.354952535999999,-96.669787889999995,HU8_361
268,{4003C597-639F-42D1-9CF7-2D4DEAAD2F77},0.000000000000000,711741.000000000000000,2880.376082450000000,"MN,WI",07040001,Rush-Vermillion,288037.607949999980000,99.999999999899998,288037.608237000010000,44.644967574600003,-92.621606180000001,HU8_330
269,{089A7074-F89E-4F45-A418-AA1CA5B4CE78},0.000000000000000,891109.000000000000000,3606.267161410000000,"MN,WI",07040003,Buffalo-Whitewater,360626.715170999990000,100.000000000000000,360626.715868000000000,44.265961927299998,-91.772193702500005,HU8_375
270,{00AAACE1-0BBB-4C59-9902-9DB9A33E1E8A},0.000000000000000,444829.000000000000000,1800.196990930000100,"MN,WI",07040006,La Crosse-Pine,180019.698903000010000,99.999999999899998,180019.699171999990000,43.909563992400003,-91.011853441200003,HU8_376
271,{2CF36BC6-601D-40AF-8420-72AEB9FC3760},0.000000000000000,396664.000000000000000,1605.276709790000000,MO,07110003,South Fabius,160527.670986000010000,100.000000000000000,160527.670988000000000,40.068407037999997,-92.020492748500004,HU8_431
272,{38204AD2-25D9-49A2-9A0F-E34E9FD6F553},0.000000000000000,571924.000000000000000,2314.544788690000100,MO,07110005,North Fork Salt,231454.478842000010000,100.000000000000000,231454.478845000010000,39.863650501800002,-92.223141989200002,HU8_432
273,{CECACDB4-E018-4E81-AC15-7F468227C4DA},0.000000000000000,776784.000000000000000,3143.600245829999900,MO,07110006,South Fork Salt,314360.024615000000000,100.000000000000000,314360.024651999990000,39.401773198699999,-92.123560450799999,HU8_433
274,{E1D8346E-AF50-4B8B-B2FC-46FE8CBCF591},0.000000000000000,508165.000000000000000,2056.517435840000000,MO,07110007,Salt,205651.743571000000000,100.000000000000000,205651.743569999990000,39.475556894100002,-91.501345891900002,HU8_434
275,{3F75A675-A7EA-4CED-B441-45EF036B9DC4},0.000000000000000,807557.000000000000000,3268.137448129999900,MO,07110008,Cuivre,326813.744768999980000,100.000000000000000,326813.744804000020000,39.065697566200001,-91.220889751399994,HU8_435
276,{47EBD2C2-187B-437C-9466-F3C0A2207E53},0.000000000000000,1375947.000000000000000,5568.381764880000400,MO,07140102,Meramec,556838.176505999990000,100.000000000000000,556838.176484999950000,37.981708628100002,-91.175879590600005,HU8_451
277,{69940EC1-84FD-49F2-9983-711DD248C68F},0.000000000000000,539943.000000000000000,2185.121281490000000,MO,07140103,Bourbeuse,218512.128142000000000,100.000000000000000,218512.128130000000000,38.236960671500000,-91.394574265499998,HU8_452
278,{2725245A-1AD5-4335-93A8-C2647A6A71C4},0.000000000000000,620913.000000000000000,2512.800705659999900,MO,07140104,Big,251280.070562999990000,100.000000000000000,251280.070566000010000,37.996754847299997,-90.691904000400001,HU8_453
279,{F4E7187B-9331-4A1B-898B-D547AB7A86B7},0.000000000000000,763085.000000000000000,3088.162937990000000,MO,07140107,Whitewater,308816.293895000010000,100.000000000000000,308816.293920999970000,37.356300338399997,-90.005600967899994,HU8_454
280,{EDCBC368-6BAC-4507-B2E2-AD96C7C3B69A},0.000000000000000,440532.000000000000000,1782.807163640000000,MO,08020201,New Madrid-St. Johns,178280.716856000010000,100.000000000000000,178280.716661000010000,36.838959826299998,-89.397214482199999,HU8_455
281,{6732D026-5E3F-41C5-944A-8C0D150ACAB6},0.000000000000000,830720.000000000000000,3361.876625580000100,MO,08020202,Upper St. Francis,336187.662544000020000,100.000000000000000,336187.662531999990000,37.407966019000000,-90.483514928500000,HU8_456
282,{D82EA3D8-7D1F-483E-BF8B-8235C09FD67B},0.000000000000000,652554.000000000000000,2640.847959509999800,MO,10280202,Lower Chariton,264084.795940999990000,100.000000000000000,264084.795923000030000,39.875075660699999,-92.804161185500007,HU8_436
283,{23838973-7CA7-47E9-A56B-A5EABA355104},0.000000000000000,447151.000000000000000,1809.595188600000000,MO,10280203,Little Chariton,180959.518826000010000,100.000000000000000,180959.518826000010000,39.574914417899997,-92.618931786600001,HU8_437
284,{E3225E2C-86C7-4F0C-84F2-6E78FE7B7A14},0.000000000000000,770264.000000000000000,3117.215965609999800,MO,10290105,Harry S. Truman Reservoir,311721.596567999980000,100.000000000000000,311721.596544999980000,38.003577417700001,-93.857397535600001,HU8_491
285,{5795CFC6-58E1-4C85-9AE1-A9405B121325},0.000000000000000,1261207.000000000000000,5104.034357890000100,MO,10290106,Sac,510403.435804000010000,100.000000000000000,510403.435799000030000,37.509741460599997,-93.697006867400006,HU8_492
286,{13493229-8C5A-4BAD-A391-6A055406A9BE},0.000000000000000,541309.000000000000000,2190.646647500000200,MO,10290107,Pomme De Terre,219064.664756000010000,100.000000000000000,219064.664771000010000,37.716822921700000,-93.270104864499999,HU8_493
287,{6BE8AD73-2D52-49C3-B7E3-D2A7B2239CB3},0.000000000000000,1310180.000000000000000,5302.227192890000000,"MO,KS",10290108,South Grand,530222.719301000000000,98.563831007900006,522607.825019999990000,38.501967243700001,-94.057907051599997,HU8_494
288,{0A491E31-F7F5-4385-ABF6-6A06E208B4D0},0.000000000000000,887452.000000000000000,3591.469423860000000,MO,10290109,Lake of the Ozarks,359146.942356000010000,100.000000000000000,359146.942362000000000,38.136554144900003,-92.872076273999994,HU8_495
289,{854118E2-C529-4C11-B07E-7F8FEF8B8569},0.000000000000000,658782.000000000000000,2666.053894860000100,MO,10290110,Niangua,266605.389484999990000,100.000000000000000,266605.389474000030000,37.765200340900002,-92.947561347600001,HU8_496
290,{95663F2B-0806-46BD-8CF0-82A5B6E540FF},0.000000000000000,689756.000000000000000,2791.402514240000100,MO,10290111,Lower Osage,279140.251447000020000,100.000000000000000,279140.251425000020000,38.242394339000001,-92.237374256699994,HU8_497
291,{299A1C9B-9F00-4F64-A3B5-8DD6502C2023},0.000000000000000,1144095.000000000000000,4630.089695820000100,MO,10290201,Upper Gasconade,463008.969570000020000,100.000000000000000,463008.969579000030000,37.484134016500001,-92.429945499499993,HU8_498
292,{FAD8013F-4F9E-4376-86F5-F6E88089E139},0.000000000000000,483299.000000000000000,1955.882884359999900,MO,10290202,Big Piney,195588.288445000010000,100.000000000000000,195588.288441000010000,37.445293869200000,-92.008542945599999,HU8_499
293,{AAF15CC2-D761-4848-BC4F-B5BDE68E0787},0.000000000000000,661190.000000000000000,2675.800690309999900,MO,10290203,Lower Gasconade,267580.069076000010000,100.000000000000000,267580.069091000010000,38.166353128600001,-91.784218203400002,HU8_457
294,{7277FAC7-0837-432F-A1B0-20015CBED2A9},0.000000000000000,2176489.000000000000000,8808.131569240000300,MO,10300102,Lower Missouri-Moreau,880813.156874999990000,100.000000000000000,880813.156825999960000,38.827192834400002,-92.370378817100004,HU8_438
295,{213D2163-A813-4188-8259-D2EE7AA3BCB8},0.000000000000000,711496.000000000000000,2879.383278020000000,MO,10300103,Lamine,287938.327807000020000,100.000000000000000,287938.327798000010000,38.679193333100002,-93.165505709100003,HU8_500
296,{E62A007E-442F-41EB-9FB2-4B1995C4FF4F},0.000000000000000,988378.000000000000000,3999.912594030000000,MO,10300104,Blackwater,399991.259412000010000,100.000000000000000,399991.259431999990000,38.936846095999996,-93.550134116199999,HU8_501
297,{BDC51BC2-0977-4AB8-9E37-41ABC3C26CDF},0.000000000000000,1017938.000000000000000,4119.536686849999600,MO,10300200,Lower Missouri,411953.668827000020000,100.000000000000000,411953.668738999990000,38.709529377899997,-91.143637992699993,HU8_439
298,{B6A0FB12-5792-4107-90D4-6CA3F2B4BE43},0.000000000000000,932227.000000000000000,3772.670402669999900,MO,11010002,James,377267.040279000010000,100.000000000000000,377267.040257000020000,36.969350465500000,-93.356412098600003,HU8_502
299,{FF6BB6A4-46F7-4B23-B042-8E6CB468EAEB},0.000000000000000,1675976.000000000000000,6782.583299580000100,"AR,MO",11010008,Current,678258.330021000000000,95.969837582300002,650923.417692000050000,37.035154094100001,-91.243318599399998,HU8_458
300,{C7F356A4-E3A1-4480-AED6-EA7973CDDBBE},0.000000000000000,586111.000000000000000,2371.958765370000000,"IA,MO",07110002,North Fabius,237195.876531999990000,100.000000000000000,237195.876526999990000,40.358134716899997,-92.165621685000005,HU8_440
301,{8DA1A254-3909-4A8F-8659-399066C5B692},0.000000000000000,639538.000000000000000,2588.173081829999800,"IA,MO",10240010,Nodaway,258817.308175000010000,100.000000000000000,258817.308171999990000,40.552661059899997,-94.915882866800004,HU8_483
302,{B5FAFD1D-D903-4A7D-9824-FBED7732ABC6},0.000000000000000,1065128.000000000000000,4310.514298799999800,"IA,MO",10240012,Platte,431051.429882000030000,100.000000000000000,431051.429857000010000,40.030364264100001,-94.578017967199997,HU8_484
303,{6E08400A-286A-4FF7-B0A0-B73808B86B36},0.000000000000000,2128562.000000000000000,8614.174347210000600,"IA,MO",10280101,Upper Grand,861417.434721000030000,100.000000000000000,861417.434717000000000,40.149426877099998,-94.145399268099993,HU8_485
304,{C0A1BCBF-91DC-4361-A207-2F41DBA3780B},0.000000000000000,1510882.000000000000000,6114.454461970000000,"IA,MO",10280103,Lower Grand,611445.446162999960000,100.000000000000000,611445.446173000030000,39.993170547500000,-93.230071450500006,HU8_488
305,{826447E1-861E-4BC6-8E06-83FDC93BE10C},0.000000000000000,865410.000000000000000,3502.267968789999900,"IA,MO",10280201,Upper Chariton,350226.796855000020000,100.000000000000000,350226.796878999970000,40.682967273499997,-93.026004458200006,HU8_425
306,{B7FD8009-3029-4603-9D12-964E80BE7DEA},0.000000000000000,667077.000000000000000,2699.624967339999800,"KS,MO",10240011,Independence-Sugar,269962.496726999990000,50.371645824900000,135984.552707000000000,39.538002762600001,-94.949434895899998,HU8_486
307,{81EBC2B1-BF8C-48D2-A058-781D818647FE},0.000000000000000,1008758.000000000000000,4082.388197820000200,"KS,MO",10290102,Lower Marais Des Cygnes,408238.819780000020000,28.623749086099998,116853.255436000010000,38.367098192400000,-94.733456272900000,HU8_487
308,{1AA73644-254A-4839-A3AB-95B0FEFE372E},0.000000000000000,371743.000000000000000,1504.421590210000000,KS,10290103,Little Osage,150442.159018000010000,37.300096811700001,56115.070975600000000,38.016236932799998,-94.737374201700007,HU8_503
309,{25E213D9-35CD-4C14-AC1E-30FDAC329294},0.000000000000000,730344.000000000000000,2955.663529460000100,"KS,MO",10290104,Marmaton,295566.352955000010000,46.874291793399998,138544.634717999990000,37.755052058099999,-94.657633277499997,HU8_504
310,{DD263892-DA04-4263-899B-848023E2EE0D},0.000000000000000,656330.000000000000000,2656.130369940000000,"AR,MO",11070208,Elk,265613.037062000020000,73.389811337899999,194932.906762000000000,36.613745121900003,-94.289206478300002,HU8_510
311,{A54E2391-79B5-47D2-9F05-4795337E3886},0.000000000000000,701332.000000000000000,2838.251089970000100,"MN,ND",09020107,Elm-Marsh,283825.213676000010000,32.978451353799997,93601.138110800006000,47.282545473399999,-96.967016317900004,HU8_472
312,{851962FC-3665-4EF9-BAE7-6A9DFAA40CAD},0.000000000000000,536296.000000000000000,2170.360356419999800,"IA,NE",10240001,Keg-Weeping Water,217036.035344000000000,51.302558466900003,111345.038961000000000,40.940182091799997,-95.850336418599994,HU8_478
313,{2D0C2515-89C4-4B1E-88AB-5CD7BE9E070F},0.000000000000000,654637.000000000000000,2649.280496679999900,NH,01070001,Pemigewasset,264928.049691999970000,100.000000000000000,264928.049657000000000,43.818059396199999,-71.717049342400003,HU8_28
314,{2EB56299-0454-43CC-8495-9226431A71AB},0.000000000000000,311057.000000000000000,1258.831686850000100,NH,01070002,Winnipesaukee River,125883.168718000000000,100.000000000000000,125883.168711000010000,43.587604489800000,-71.366611532600004,HU8_29
315,{07EAFE74-8368-4A50-8061-847F34C8E5C2},0.000000000000000,489281.000000000000000,1980.092605480000000,NH,01070003,Contoocook,198009.260547000010000,100.000000000000000,198009.260566000010000,43.165941111000002,-71.914096392199994,HU8_38
316,{31B1C5F0-AB1D-477F-8CEE-48D9B388A7BD},0.000000000000000,877157.000000000000000,3549.804708390000100,"CN,ME,NH",01040001,Upper Androscoggin,354930.517075999990000,99.977392666599997,354850.276684999990000,44.902775639100000,-70.981059566900001,HU8_19
317,{7D412C4B-DCFD-4F25-A576-F5CAAF6CD23B},0.000000000000000,1088638.000000000000000,4405.658885060000100,"ME,NH",01060002,Saco,440565.888534999980000,100.000000000000000,440565.888508000000000,43.900752688899999,-71.004955816500001,HU8_21
318,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},0.000000000000000,1077777.000000000000000,4361.702537999999500,"ME,NH,MA",01060003,Piscataqua-Salmon Falls,436124.992437999990000,99.999999235800004,436125.017605000000000,43.229596620700001,-70.849984337300000,HU8_30
319,{599F86BC-CB5B-4ADA-80F7-38D92D47CAE7},0.000000000000000,591199.000000000000000,2392.551174459999900,NH,01080103,Waits,239255.117430000010000,100.000000000000000,239255.117440000000000,44.238671644999997,-71.865076628799997,HU8_22
320,{E6124D08-F32B-4F12-A0EE-6BFF083F562C},0.000000000000000,330956.000000000000000,1339.361158210000000,NH,01080104,Upper Connecticut-Mascoma,133936.115824000010000,99.999999999899998,133936.115816000000000,43.916773401299999,-72.229216411500005,HU8_39
321,{77FCB602-7414-4DF9-A579-15A006627399},0.000000000000000,845793.000000000000000,3422.878138829999900,NH,01080106,Black-Ottauquechee,342287.813885000010000,99.999999999899998,342287.813861000000000,43.473603256799997,-72.391916729000002,HU8_40
322,{218AC2D6-615C-436C-AEC9-5BBD037F651B},0.000000000000000,543265.000000000000000,2198.562340840000200,"NH,VT",01080107,West,219856.234021999990000,99.999999999799996,219856.234059999990000,43.073006109500000,-72.628403151100002,HU8_51
323,{B6CAD55C-92BD-4A21-960B-03EA30D37722},0.000000000000000,914545.000000000000000,3701.114077060000000,"CN,NH,VT",01080101,Upper Connecticut,340514.861960000010000,99.963253712500006,340389.729212999980000,44.782111159599999,-71.476101166600003,HU8_23
324,{7A003D74-F050-4EEC-8802-8EECFBCC10ED},0.000000000000000,725668.000000000000000,2936.738902439999900,NJ,02030103,Hackensack-Passaic,293673.890134999990000,100.000000000000000,293673.890338000030000,40.964706327300000,-74.271164744199993,HU8_82
325,{570DD126-59F9-4962-A195-377DB533FD3C},0.000000000000000,355416.000000000000000,1438.350355220000000,NJ,02030104,Sandy Hook-Staten Island,143835.039431999990000,99.999999988100001,143835.124183999990000,40.519404305000002,-74.160846397100002,HU8_86
326,{F8C2024F-B0F1-4536-97D4-63A669FA7780},0.000000000000000,707448.000000000000000,2863.001785940000000,NJ,02030105,Raritan,286300.178575000030000,100.000000000000000,286300.178751000030000,40.521399951699998,-74.624289965200006,HU8_87
327,{541A8CF7-8F47-4D1B-ADA6-C2AC342F4F38},0.000000000000000,764569.000000000000000,3094.168040460000200,NJ,02040206,Cohansey-Maurice,309416.803996999980000,99.058383917499995,306503.285582999990000,39.400934590699997,-75.155094690599995,HU8_93
328,{4F01D3DD-C497-4BE2-A450-928B56423C65},0.000000000000000,1102225.000000000000000,4460.644409419999600,NJ,02040301,Mullica-Toms,445243.239532999990000,99.999985364699995,445243.123826000020000,39.851863687399998,-74.330608670800004,HU8_88
329,{3E6EFCBB-6871-40B7-AE9B-D3FEC4461E5D},0.000000000000000,552191.000000000000000,2234.685061430000100,NJ,02040302,Great Egg Harbor,222737.806984000000000,99.999998932699995,222737.797551000000000,39.349071433100001,-74.730026827100005,HU8_94
330,{6C4F29D3-7976-487F-96A2-7BE2963BF104},0.000000000000000,760514.000000000000000,3077.758772210000200,"NJ,NY",02020007,Rondout,307775.877238999990000,100.000000000000000,307775.877195000010000,41.554350618199997,-74.380702383400006,HU8_68
331,{F7EA6E6E-389E-4D7E-89C7-F81CA320FAF0},0.000000000000000,869976.000000000000000,3520.745987759999900,"NJ,PA",02040105,Middle Delaware-Musconetcong,352074.598768999970000,100.000000000000000,352074.598550000000000,40.695467918500000,-74.987531805100005,HU8_69
332,{3C3229CC-12DE-4A5A-B46B-0FFE4D1263A4},0.000000000000000,347988.000000000000000,1408.287999469999900,"NJ,PA",02040201,Crosswicks-Neshaminy,140828.800244999990000,100.000000001999990,140828.800595999990000,40.170662308300003,-74.846958311700007,HU8_89
333,{2925C2E0-1BD0-408F-9B5A-8DB9786CD752},0.000000000000000,736808.000000000000000,2981.822502770000000,NJ,02040202,Lower Delaware,298182.250049999970000,99.217585728100005,295849.229360000000000,39.911783325999998,-75.055874889099996,HU8_95
334,{A83FA751-1997-42CA-BC31-934231BB82E0},0.000000000000000,1064837.000000000000000,4309.337210300000200,NY,02020001,Upper Hudson,430933.721087999990000,100.000000000000000,430933.721051000000000,43.778541139399998,-74.009263594700002,HU8_70
335,{719A0B0A-5BD5-40CA-8ACE-DA84AB779043},0.000000000000000,674905.000000000000000,2731.301851450000000,NY,02020002,Sacandaga,273130.185097999990000,100.000000000000000,273130.185141000020000,43.340931514499999,-74.238096797699995,HU8_71
336,{3A282F3C-8EBA-4FD3-9D8E-52D1A154747D},0.000000000000000,1632637.000000000000000,6607.191546140000400,NY,02020004,Mohawk,660719.154584000000000,100.000000000000000,660719.154608999960000,43.108926527300000,-74.774371868200006,HU8_72
337,{CE5AD12E-0612-4F43-B935-DD83705FBDFF},0.000000000000000,593846.000000000000000,2403.261194650000100,NY,02020005,Schoharie,240326.119435000000000,100.000000000000000,240326.119452000010000,42.520077813900002,-74.357142041800003,HU8_73
338,{815F731C-EFB8-4262-BF6B-2E28FF819073},0.000000000000000,1554638.000000000000000,6291.533555150000200,"NY,MA",02020006,Middle Hudson,629153.355570000010000,99.999999999899998,629153.355488999980000,42.339746757100002,-73.858884199200006,HU8_61
339,{3E0D90FD-6779-4C75-A447-3DE6E572D35B},0.000000000000000,604953.000000000000000,2448.210626590000200,NY,02020008,Hudson-Wappinger,244821.062645000000000,100.000000000000000,244821.062627000010000,41.622387882200002,-73.926237025700004,HU8_62
340,{E3151758-3728-4202-872F-8D96ADC31F77},0.000000000000000,120491.000000000000000,487.618619620000000,"NY,CT",02030102,Bronx,48761.861959200003000,99.999999999799996,48761.861676100001000,40.904806746200002,-73.806647164400005,HU8_63
341,{941F62D8-5242-452D-A84F-2E4FC51752D7},0.000000000000000,185451.000000000000000,750.510624030000030,NY,02030201,Northern Long Island,75051.062792900004000,100.000000000000000,75051.062372200002000,40.896404200200003,-73.295904937700001,HU8_90
342,{68EBB32B-1AE9-4A30-BE70-86527EFA500E},0.000000000000000,1310102.000000000000000,5301.908750470000100,NY,02030202,Southern Long Island,529897.035874000050000,99.999799351799993,529896.125175000050000,40.842278079000003,-72.860362591200001,HU8_91
343,{D64307D9-2D5A-4F7E-A7D7-DCF221EFDDDA},0.000000000000000,537842.000000000000000,2176.617765890000100,NY,02040102,East Branch Delaware,217661.776599000000000,100.000000000000000,217661.776622000000000,42.066005118900001,-74.816140985900006,HU8_74
344,{578672FB-862F-44D7-8910-C8A817E8E9FF},0.000000000000000,1028628.000000000000000,4162.801140579999800,NY,02050102,Chenango,416280.114135999990000,100.000000000000000,416280.114086000020000,42.578194943600003,-75.806758103799993,HU8_75
345,{401618F7-BA1B-4E6F-907A-29ED252CB503},0.000000000000000,358164.000000000000000,1449.470935000000100,NY,04120102,Cattaraugus,144947.093591000010000,100.000000000000000,144947.093549000010000,42.470864044099997,-78.679810282000005,HU8_244
346,{1A96E2D3-96CE-46DE-A8C5-978F172FCF3B},0.000000000000000,457141.000000000000000,1850.025755960000000,NY,04120103,Buffalo-Eighteenmile,185002.575646999990000,100.000000000000000,185002.575640000000000,42.720252491200000,-78.679846888100002,HU8_245
347,{08805F0B-3651-48B1-A894-32F65439D576},0.000000000000000,871661.000000000000000,3527.562361769999800,"NY,CN",04120104,Niagara,208300.884843999990000,99.983216890500003,208265.934203000010000,42.983686277700002,-78.565584918699997,HU8_246
348,{33FB7F19-8C48-4B7F-9285-00E15E5268B1},0.000000000000000,685807.000000000000000,2775.424683849999800,"NY,CN",04130001,Oak Orchard-Twelvemile,265633.025716000000000,100.000000000000000,265633.025663000010000,43.236382246799998,-78.310917508800003,HU8_247
