mu.a,mu.b
-1.3784376313475986,0.9270726257354305
-1.4968995792479245,0.942291432829286
-1.402319442477776,0.9627505616378884
-1.4981823876661078,0.9704954258609173
-1.2724524459711624,0.8812293008997099
-1.2562399359215342,0.8588478878547366
-1.318168795832088,0.9130312063562858
-1.3849320581537041,0.897031557742802
-1.3988497745493271,0.9561268957113126
-1.3565675143768399,0.9437265739621876
-1.3513331196950242,0.8995111393576509
-1.4481702046049194,0.9540404606909192
-1.326639337203488,0.8783309413315962
-1.5224874498108598,1.0105137502911976
-1.5444816656036493,0.9553939521408101
-1.4182527161360108,0.9321695131460004
-1.3900228130206964,0.8998380630569058
-1.3565848845615995,0.8937083516131511
-1.443880351910419,0.9231188668632473
-1.4069961150085009,0.8666827064376087
-1.4397578779348672,0.9122297466955616
-1.4751981285758915,1.0102784933911495
-1.4714607014388,0.9539595898413862
-1.2595924809956132,0.938768912509211
-1.357741514810425,0.9352161196226095
-1.576897788878791,0.936984240329524
-1.4655110267828675,0.911076168429142
-1.3683630170330687,0.9006932629630681
-1.3617115527260664,0.9266632945174998
-1.502758143322401,0.9484965355593477
-1.4391889437429743,0.9685955370280245
-1.3088914968614782,0.949635212611865
-1.4499651094271915,0.8863036959030122
-1.3704777985218735,0.9393558692117379
-1.5655243162824513,0.9318891529402542
-1.410936736029886,0.9347568652908552
-1.3744628514776134,0.9407022925597802
-1.47410252124781,0.9556616439512592
-1.5617955938474386,0.9720820499336329
-1.5559857937484654,0.9550879000006007
-1.5665344251734674,0.977145002398027
-1.5114175746387826,0.8907966954438582
-1.4306477700234859,0.9989609347703265
-1.4442806679657196,0.9696217413153457
-1.5441866313653807,0.9408966966541917
-1.438844356790467,0.8698507313676189
-1.420654946905506,0.9317106229419703
-1.470725706100213,0.9362024578188619
-1.332042270936664,0.8945136510946057
-1.4407841128787495,0.8895968161364084
-1.401105059043783,0.891469433224507
-1.8525267212610301,1.0341672549394727
-1.5051145477588683,0.9591500439644486
-1.4568083588673453,0.9128156858453114
-1.5718460530791984,0.957044231149401
-1.5883152778647154,0.9962183112437406
-1.4915347259329375,0.9290832922527047
-1.528700181655044,0.9626085167168834
-1.5850496634687745,0.9903356578138461
-1.5417469693510846,0.9531697488043789
-1.310920212858546,0.8953263238400417
-1.7633545194526516,0.9916924264105533
-1.334449390901567,0.9382179354260528
-1.399034256784412,0.9765647368665018
-1.4646924654302336,0.9578024668276967
-1.4451646606053759,0.9846880454839447
-1.3571257912416348,0.9198208462788029
-1.3965243947487262,0.970302308339543
-1.3584891339472822,0.8960964714064836
-1.5124625849293023,0.9443326673973887
-1.2995001877774346,0.8575563092302786
-1.260396238713882,0.9107781450075754
-1.5935380790345017,1.0350030199709455
-1.4488012720711925,0.9662097534279329
-1.4563053218623743,0.9039296558379504
-1.4346770433511842,0.9733587171080669
-1.391328982532801,0.9152625012472183
-1.4245493624291676,0.9289124530101128
-1.5642379627206513,0.9959748303794193
-1.4731573872486616,0.9655177614258695
-1.4730487055593147,0.9690476038919771
-1.4056726907040724,0.9030520406111644
-1.4112416569987245,0.9398957597949382
-1.2981833878495537,0.9278921509055207
-1.4723456825046324,0.9106333821844473
-1.2791149031988103,0.8793907042188058
-1.4436127824842915,0.9356846697345015
-1.5348887258570778,0.9408296445450655
-1.3639080510323338,0.920674430793089
-1.4663019778179371,0.9058408780078775
-1.4800425686640635,0.9589163936536875
-1.397544352312881,0.8891660727999264
-1.5937707681904552,0.8957893164810342
-1.4637118977245507,0.8879300932580879
-1.5060012765401265,0.9815811793376897
-1.4805062306035413,0.9155129889202291
-1.4731184367140377,0.8715249598064378
-1.5909889652201605,0.930255643166427
-1.4405468156094088,0.8341843215485749
-1.4815856272924246,0.9346225034137686
-1.5106000686144403,0.9305702325128737
-1.6124356568605476,0.9875423939609521
-1.4364429569469443,0.8535558461281705
-1.383332084322203,0.8613114808327623
-1.3144903466550253,0.8284321371742819
-1.2593858692179676,0.8316320133418826
-1.3020739081421058,0.8760915664782017
-1.3675569819053337,0.8308381583777387
-1.1986233202463288,0.8243605020504647
-1.2896608317974607,0.9619590759864476
-1.44653308245938,0.9105078099419379
-1.2320049394396497,0.8796006935944166
-1.3306417806883502,0.9213518955384733
-1.4360098512332777,0.937817914596788
-1.5514684304644566,0.9587690778460943
-1.452454789813102,0.9196165722911254
-1.4877195201806537,0.9620977256450766
-1.5299900359801952,0.9411657023362644
-1.58265093724628,0.9215085206772887
-1.4260281027733008,0.8975991479759247
-1.294163896808075,0.9436518330361868
-1.607348198110585,0.9008615626952665
-1.4956690007859037,0.9024816633852683
-1.3543640973366147,0.9475379944301513
-1.4189635020632863,0.988051579923782
-1.550344395224925,0.9704463277111625
-1.3950719945309595,0.960791154826052
-1.544567473156771,0.9841037868323486
-1.4966830704491336,0.9663889882765517
-1.405493434252744,0.9625885159880828
-1.4143358986597419,0.971114713762622
-1.3763349921853554,0.9136286868348833
-1.4840255138019787,0.922836874531546
-1.2635585704770147,0.9021193421364024
-1.272130674422314,1.0294874651957948
-1.3843069993687358,0.9821697660150921
-1.6239894489063171,0.9621992784408433
-1.27680208341941,0.9637882825761557
-1.4261964863474872,0.9862553645903128
-1.4041639734092166,0.9592174298578738
-1.2385645049984844,0.9793221712378851
-1.4720002351701706,0.9690673254259965
-1.411662788070706,0.9480228406501943
-1.4308727960163756,0.9789508566685304
-1.4759536203706334,0.9937789634909143
-1.3635967405232605,0.9197009844678862
-1.2505681825076602,0.8595090623792745
-1.2472520579120778,0.94451530253543
-1.5045900018560656,0.9888408608142566
-1.3744556680900963,0.8942822315813884
-1.432242969895253,0.9016883252239696
-1.3356043061166913,0.8933795682220538
-1.4872430671208476,0.9125324053183733
-1.4481123015041113,0.9383996718781094
-1.3797770787054429,0.9395736461427763
-1.5352407750822845,1.0151005143842686
-1.3794162511633448,0.9236303917103036
-1.452133503886533,0.9408206343035569
-1.4493464160588394,0.9258353302467375
-1.3612730279550629,0.8708568364183233
-1.5324700465211047,0.9517910155764467
-1.473021734869962,0.9297024341381527
-1.4576396355016685,0.9332883819004527
-1.4243498167246438,0.982693366839568
-1.2547321351179137,0.9471483701247558
-1.3872387788042013,0.9822453638519921
-1.4309748803684088,0.9462420808711984
-1.2160663386280508,0.9251969802897821
-1.5290810318073431,0.9845886793693769
-1.398236389801431,0.9607804132715441
-1.38272568769144,0.9632308053374227
-1.3072240461082993,0.9362966677670641
-1.4320212012302282,0.9627186496928815
-1.4773497439621741,1.0357046833438042
-1.432936314478037,0.9685343706921311
-1.3973728986347687,0.9046406647522596
-1.3827040396456103,0.8794655840589197
-1.3605019855530567,0.9351353712063235
-1.6409807013685573,0.9429474450677497
-1.3656522520016305,0.9527539849000934
-1.4652615855610591,0.9333186717990166
-1.3543612721044493,0.952022793451066
-1.3014432955516595,0.9314470515841989
-1.4988871237872121,0.9513688751232621
-1.4174760247429978,0.9624535220447613
-1.6598020359017278,0.9654980105414754
-1.3905613144238829,0.9100198642718911
-1.5214595287947577,0.9278792429910326
-1.5864638469327368,0.9257002944847896
-1.572996965467244,0.9722837412985769
-1.5842152025945546,0.9378262651515406
-1.3043550941319593,0.8895443233624656
-1.4106484761173268,0.8981808113666824
-1.4379486318819594,0.8736467345507091
-1.5737780131832964,0.8969746642367058
-1.3927918904777652,0.8536012527620563
-1.4116372392173004,0.8706506131602123
-1.6481823603125723,0.9789642023305604
-1.3352323048209553,0.9198966010811773
-1.363570639914771,0.9122877592158599
-1.2549373787423381,0.843180871651377
-1.5138426586606104,0.987116851009538
-1.3190165494371286,0.8513651016893156
-1.306258462517927,0.8762120791152839
-1.29030074868219,0.875160177729411
-1.4316448733485383,0.9789697669918194
-1.176393342888642,0.8560738084331903
-1.2687305008148495,0.8804460205907925
-1.3159254861835314,0.9283731017934352
-1.2709881784501615,0.8469230190053679
-1.3986151560809623,0.9745039248170292
-1.3989412625218538,0.951458360091057
-1.3260059786576108,0.8893739850118753
-1.4957465407605468,0.9502195455862064
-1.4364803149047007,0.9506682295489014
-1.4170078298018263,0.8934291217729873
-1.381929610340794,0.9592186335871253
-1.6663992678629458,1.0407572593345331
-1.3482053688017177,0.8759231401823485
-1.2986135630606563,0.8814351287218994
-1.315495193616533,0.8726813739978749
-1.3731949802942927,0.9114191296799767
-1.5342797889925013,0.9111740205000538
-1.464172578742243,0.9289766465899185
-1.4108907059976572,0.8861141750686379
-1.4626116386657693,0.9189694398378979
-1.5263821380571654,0.9609496342091927
-1.4123414939392456,0.9492853281671764
-1.4400585302821394,0.9538873478380103
-1.5122763855102765,0.9831473791509391
-1.4894046740990718,1.0236801171897643
-1.369436430066818,0.9318959175167069
-1.505936599497012,1.0252591131328643
-1.4086946174771893,0.9582085740813685
-1.3453998101959972,0.9546144031057338
-1.455964699411049,0.997335630822059
-1.3724069264370713,0.9982614241713027
-1.4579727542479743,0.9508351166967
-1.5501454734318425,0.9709243864987364
-1.3116888840792742,0.8814449766845951
-1.4336420888298682,0.9742847916401147
-1.3074666312646834,0.919071598179845
-1.2476617374230212,0.9088308447997979
-1.5081390237736678,0.9824415118559588
-1.2792232794477472,0.9270471329483949
-1.29915807955223,0.898210386619999
-1.372478240822264,0.9190862570407738
-1.3273960882906994,0.9598665561934047
-1.4304490147908122,0.8954737679642967
-1.366338627945573,0.8608906362842568
-1.359169503404208,0.9649409711269015
-1.4559262236775727,0.9079077241564372
-1.3605663073692946,0.8726391519051994
-1.2783611499573948,0.8652896462450933
-1.373957313581877,0.9483495886891118
-1.4896376018658006,0.9554667275014247
-1.3292768234804617,0.9518275514329623
-1.4000879326041953,0.8915257317228334
-1.3929693076328387,0.9132053412442217
-1.3800557735857595,0.8724892294841808
-1.4098743631688435,0.9547769225919492
-1.2391133274896986,0.8866591071351029
-1.3192210466838468,0.9051910998250355
-1.3882974867991367,0.9196851469559775
-1.3164537226474085,0.914654605102356
-1.4229419225863482,0.9088051175227986
-1.497281695185662,0.9151700394350732
-1.20868897040078,0.8937953757604369
-1.3320736975838994,0.909188702460119
-1.3657433717167573,0.9004353043192325
-1.2710902006918596,0.8859363431049937
-1.393119053801047,0.920202104861981
-1.3950080517522507,0.9359862002016403
-1.2819337844201673,0.9019227277349807
-1.4626867186145875,0.9618845874307916
-1.4270038422851783,0.9525272593583243
-1.4197371014121651,0.9614915692857616
-1.37973165448111,0.9289766551965283
-1.3241905779448162,0.8914953878210974
-1.269993933919652,0.9262553741575646
-1.3895282847126744,0.9298568301955881
-1.2771802432144468,0.9369235163455009
-1.3839533807429902,0.9133067541395419
-1.4398437651483955,0.9584021896823475
-1.1490903918217035,0.9211787980043038
-1.378655282789219,0.9417123690357365
-1.3719840718516036,0.9029644625998711
-1.41767505023611,0.9050823119549705
-1.5012139090398382,0.9549383115021373
-1.3318958914068824,0.8832756415035692
-1.4832201821882136,0.946147009651373
-1.3601326395393858,0.9622993720820094
-1.4630203975642453,0.9637420472880521
-1.4216749638339903,0.8817510678168321
-1.5133113674214718,0.9012161044245753
-1.17295484879652,0.9251322587044017
-1.3643504786140062,0.9327541937045148
-1.5033695739477586,0.9442137779449372
-1.3346945464057987,0.8746108436776441
-1.3248262613388075,0.9501493948066313
-1.4441829020103398,0.9799980455189486
-1.4222622056369087,0.9091791200689312
-1.5323314220921718,0.9288212636692645
-1.4399105195341522,0.844913988445048
-1.4275269970979148,0.8618363753539928
-1.4842778583459266,0.8866633697901801
-1.4593205060376566,0.8725602715974591
-1.624016521657385,0.9127376392120863
-1.2853084067579497,0.8792301101591051
-1.4228243161301384,0.8886597611124742
