FID_1,wiscwaterl,SiteID,clustid1,clustid2,clustid3,SiteType,Latitude,Longitude,NEAR_DIST,Count_,Cap_GPD
93,94.00000000000,K30,3.00000000000,2.00000000000,4.00000000000,Well,46.00133300000,-89.62343300000,7705.18100247000,0,0
94,95.00000000000,K31,3.00000000000,2.00000000000,4.00000000000,Well,45.99926700000,-89.61175000000,6774.44256357000,0,0
95,96.00000000000,K32,3.00000000000,2.00000000000,4.00000000000,Well,45.99938300000,-89.61155000000,6761.27829376000,0,0
96,97.00000000000,K33,3.00000000000,2.00000000000,4.00000000000,Well,46.00145000000,-89.60885000000,6598.18325937000,0,0
97,98.00000000000,K34,3.00000000000,2.00000000000,4.00000000000,Well,46.00120000000,-89.60880000000,6588.76688446000,0,0
98,99.00000000000,K49,1.00000000000,3.00000000000,2.00000000000,Well,46.00651700000,-89.66768300000,5286.90096892000,0,0
99,100.00000000000,K5,3.00000000000,2.00000000000,4.00000000000,Well,46.00503300000,-89.61483300000,7139.31132695000,0,0
100,101.00000000000,K56,1.00000000000,3.00000000000,2.00000000000,Well,46.01208300000,-89.65915000000,5505.77729007000,0,0
101,102.00000000000,K6,3.00000000000,2.00000000000,4.00000000000,Well,46.00496700000,-89.61503300000,7152.54644583000,0,0
102,103.00000000000,K61,1.00000000000,3.00000000000,2.00000000000,Well,46.02575000000,-89.58738300000,6277.54109678000,0,0
103,104.00000000000,K7,3.00000000000,2.00000000000,4.00000000000,Well,45.99751700000,-89.61110000000,6695.54668466000,0,0
104,105.00000000000,K75,3.00000000000,2.00000000000,4.00000000000,Well,46.00471700000,-89.61450000000,7105.76585072000,0,0
105,106.00000000000,K9,3.00000000000,2.00000000000,4.00000000000,Well,46.00345000000,-89.62656700000,7987.26173503000,0,0
106,107.00000000000,KE-01/22E/13-0046,2.00000000000,1.00000000000,1.00000000000,Well,42.53715556000,-87.84321670000,5047.68803326000,0,0
107,108.00000000000,LA-30/11E/25-1310,1.00000000000,3.00000000000,2.00000000000,Well,45.04650000000,-89.11236000000,3131.12645843000,0,0
108,109.00000000000,LA-34/10E/13-0537,1.00000000000,3.00000000000,2.00000000000,Well,45.43427000000,-89.18789000000,852.86077712100,1,576000
109,110.00000000000,LF-01/03E/01-0294,2.00000000000,1.00000000000,1.00000000000,Well,42.58194830000,-90.07595830000,4351.29866013000,0,0
110,111.00000000000,LR21,1.00000000000,3.00000000000,2.00000000000,Well,46.01100000000,-89.68518300000,3932.88110023000,0,0
111,112.00000000000,ML-06/21E/32-0148,2.00000000000,1.00000000000,1.00000000000,Well,42.93681944000,-88.02896670000,232.81977001800,8,2822400
112,113.00000000000,ML-08/21E/35-0118,2.00000000000,1.00000000000,1.00000000000,Well,43.11682000000,-87.97673000000,688.04790205900,1,432000
113,114.00000000000,MN-19/23E/35-0028,1.00000000000,4.00000000000,2.00000000000,Well,44.07372000000,-87.70171000000,3057.03283921000,0,0
114,115.00000000000,MO-15/03W/05-0010,3.00000000000,2.00000000000,4.00000000000,Well,43.81108000000,-90.77041000000,7496.00616907000,0,0
115,116.00000000000,MO-15/04W/34-0002,2.00000000000,1.00000000000,1.00000000000,Well,43.72833000000,-90.83222000000,4371.26432003000,0,0
116,117.00000000000,MO-18/02W/29-0017,2.00000000000,1.00000000000,3.00000000000,Well,44.00722000000,-90.65028000000,1227.97540713000,10,5947200
117,118.00000000000,MQ-14/09E/30-0026,2.00000000000,1.00000000000,3.00000000000,Well,43.66575000000,-89.46558000000,2521.97255327000,0,0
118,119.00000000000,MQ-16/08E/12-0009,2.00000000000,1.00000000000,3.00000000000,Well,43.87927000000,-89.49315000000,629.40395451800,7,1677600
119,120.00000000000,MQ-17/08E/35-0104,2.00000000000,4.00000000000,3.00000000000,Well,43.89419000000,-89.51486000000,1497.21715629000,6,1533600
120,121.00000000000,MR-29/03E/24-0027,1.00000000000,4.00000000000,3.00000000000,Well,44.97913000000,-90.09569000000,11898.82686240000,0,0
121,122.00000000000,MR-29/07E/24-0100,1.00000000000,3.00000000000,2.00000000000,Well,44.98669000000,-89.62886000000,101.29078801300,8,22320000
122,123.00000000000,MT-37/20E/34-0007,1.00000000000,3.00000000000,2.00000000000,Well,45.63739000000,-87.98367000000,10659.48535530000,0,0
123,124.00000000000,ON-36/09E/09-0024,1.00000000000,3.00000000000,2.00000000000,Well,45.62746000000,-89.36680000000,2925.50520545000,0,0
124,125.00000000000,PK-34/18W/26-0093,3.00000000000,3.00000000000,4.00000000000,Well,45.39774000000,-92.55576000000,4101.08703359000,0,0
125,126.00000000000,PK-35/17W/08-0040,1.00000000000,3.00000000000,2.00000000000,Well,45.52877000000,-92.50456000000,435.02675484300,2,835200
126,127.00000000000,PP-24/16W/26-0039,1.00000000000,4.00000000000,3.00000000000,Well,44.51306000000,-92.29056000000,4951.80338878000,0,0
127,128.00000000000,PP-25/12W/32-0040,3.00000000000,4.00000000000,3.00000000000,Well,44.60663000000,-91.85683000000,525.05341498600,7,6112800
128,129.00000000000,PR-35/03E/04-0065,1.00000000000,3.00000000000,2.00000000000,Well,45.55302000000,-90.11487000000,12968.11382860000,0,0
129,130.00000000000,PT-21/08E/10-0036,2.00000000000,4.00000000000,3.00000000000,Well,44.30950000000,-89.52915000000,498.76521053300,20,29448000
130,131.00000000000,PT-22/10E/32-1320,1.00000000000,4.00000000000,2.00000000000,Well,44.33292000000,-89.30992000000,639.99644215200,8,10800000
131,132.00000000000,PT-23/10E/18-0276,1.00000000000,4.00000000000,2.00000000000,Well,44.47085000000,-89.33302000000,856.92249593700,13,16228800
132,133.00000000000,PT-24/10E/16-1324,1.00000000000,4.00000000000,2.00000000000,Well,44.56192000000,-89.28750000000,109.41423046900,3,4608000
133,134.00000000000,RI-10/01E/26-0023,2.00000000000,1.00000000000,1.00000000000,Well,43.31110000000,-90.34235000000,1239.42400215000,1,460800
134,135.00000000000,RO-01/12E/35-0040,2.00000000000,1.00000000000,1.00000000000,Well,42.50529277000,-89.03455430000,37.77833048360,11,25632000
135,136.00000000000,SH-26/18E/30-0225,1.00000000000,4.00000000000,2.00000000000,Well,44.70117000000,-88.36289000000,3236.64006164000,0,0
136,137.00000000000,SH-27/13E/04-0221,1.00000000000,4.00000000000,3.00000000000,Well,44.84508000000,-88.92464000000,6075.91333920000,0,0
137,138.00000000000,SH-27/16E/34-0027,1.00000000000,3.00000000000,2.00000000000,Well,44.77415000000,-88.53732000000,1462.49250175000,1,1152000
138,139.00000000000,SK-10/06E/02-0003,2.00000000000,1.00000000000,1.00000000000,Well,43.37954000000,-89.75527000000,1539.85179434000,3,1224000
139,140.00000000000,SK-13/02E/14-0230,2.00000000000,4.00000000000,3.00000000000,Well,43.60128000000,-90.22521000000,4762.45645714000,0,0
140,141.00000000000,SW-41/09W/28-0007,2.00000000000,2.00000000000,3.00000000000,Well,46.00143000000,-91.48877000000,1153.85024428000,6,2714400
141,142.00000000000,TA-31/04W/13-0001,2.00000000000,4.00000000000,3.00000000000,Well,45.16303000000,-90.81097000000,501.20277046700,2,576000
142,143.00000000000,TR-19/08W/35-0001,3.00000000000,2.00000000000,4.00000000000,Well,44.07274000000,-91.30820000000,1552.76036181000,1,1440000
143,144.00000000000,TR-21/07W/17-0071,1.00000000000,4.00000000000,2.00000000000,Well,44.29546000000,-91.25866000000,2554.01138909000,0,0
144,145.00000000000,VE-12/04W/34-0052,2.00000000000,4.00000000000,3.00000000000,Well,43.47831000000,-90.82902000000,2154.94712622000,1,576000
145,146.00000000000,VE-14/07W/26-0008,2.00000000000,1.00000000000,1.00000000000,Well,43.65775000000,-91.17374000000,1886.70855782000,1,720000
146,147.00000000000,VE-14/07W/28-0271,2.00000000000,1.00000000000,1.00000000000,Well,43.65580000000,-91.22263000000,898.90820816800,3,1692000
147,148.00000000000,VE-14/07W/28-0272,2.00000000000,1.00000000000,1.00000000000,Well,43.65580000000,-91.22263000000,898.90820816800,3,1692000
148,149.00000000000,VI-40/10E/28-0033,3.00000000000,3.00000000000,4.00000000000,Well,45.92104000000,-89.24524000000,1530.20241281000,3,2304000
149,150.00000000000,VI-41/10E/09-0003,2.00000000000,1.00000000000,3.00000000000,Well,46.05450000000,-89.25702000000,8769.22674449000,0,0
150,151.00000000000,WB-41/12W/26-0048,1.00000000000,3.00000000000,2.00000000000,Well,46.01047000000,-91.83420000000,9636.21827343000,0,0
151,152.00000000000,WD-21/06E/36-1298,2.00000000000,4.00000000000,3.00000000000,Well,44.24809000000,-89.72516000000,467.25584865400,10,14976000
152,153.00000000000,WD1,1.00000000000,3.00000000000,2.00000000000,Well,46.07038300000,-89.68345000000,4879.09704930000,0,0
153,154.00000000000,WD2,1.00000000000,3.00000000000,2.00000000000,Well,46.09861700000,-89.66913300000,8109.29266939000,0,0
154,155.00000000000,WD3,1.00000000000,3.00000000000,2.00000000000,Well,46.09631700000,-89.64575000000,8958.47473065000,0,0
155,156.00000000000,WD4,1.00000000000,3.00000000000,2.00000000000,Well,46.07038300000,-89.63226700000,7937.04199148000,0,0
156,157.00000000000,WD5,1.00000000000,3.00000000000,2.00000000000,Well,46.05590000000,-89.61658300000,8451.27997042000,0,0
157,158.00000000000,WK-05/19E/02-0031,2.00000000000,1.00000000000,1.00000000000,Well,42.92660000000,-88.22175830000,4489.16144428000,0,0
158,159.00000000000,WP-21/13E/25-0002,2.00000000000,4.00000000000,3.00000000000,Well,44.26248000000,-88.87483000000,5911.85778861000,0,0
159,160.00000000000,WP-22/12E/07-0792,1.00000000000,4.00000000000,2.00000000000,Well,44.39217000000,-89.09786000000,646.87283357500,4,2772000
160,161.00000000000,WP-22/14E/12-0013,1.00000000000,4.00000000000,2.00000000000,Well,44.39859000000,-88.74399000000,265.32533467400,4,2275200
161,162.00000000000,WP-25/14E/17-0771,1.00000000000,4.00000000000,2.00000000000,Well,44.63915000000,-88.81899000000,4636.29574527000,0,0
162,163.00000000000,WS-18/10E/01-0105,2.00000000000,4.00000000000,3.00000000000,Well,44.06271000000,-89.25464000000,499.89892044400,7,9432000
163,164.00000000000,WS-19/08E/15-0008,2.00000000000,4.00000000000,3.00000000000,Well,44.12050000000,-89.53571000000,350.79361391600,20,23796000
164,165.00000000000,WW-01/16E/10-0083,2.00000000000,1.00000000000,1.00000000000,Well,42.55335278000,-88.58466389000,1082.78302850000,6,3981600
165,166.00000000000,WW-03/15E/33-0009,2.00000000000,1.00000000000,1.00000000000,Well,42.66780556000,-88.73460000000,1048.29547513000,1,864000
166,167.00000000000,WW-04/17E/02-0908,2.00000000000,1.00000000000,3.00000000000,Well,42.83501297000,-88.45426440000,3255.10928725000,0,0
