Year,WBIC,level
1989,117600,1008.3234805171837
1990,117600,1025.2660553167043
1991,117600,1032.2821130317238
1992,117600,1042.6812317951508
1993,117600,1070.4477402145224
1994,117600,1073.9180534234076
1995,117600,1080.2196118218433
1996,117600,1076.988114393448
1997,117600,1073.1478660856974
1998,117600,1076.0984366338746
1999,117600,1090.4647452338327
2000,117600,1100.6173548169372
2001,117600,1113.2974390046356
2002,117600,1116.18329587007
2003,117600,1115.8710983075523
2004,117600,1141.2814755145523
2005,117600,1136.1805426011779
2006,117600,1126.326254795824
2007,117600,1118.696135670951
2008,117600,1135.6903407069428
2009,117600,1133.7767477503187
2010,117600,1153.3140869695728
2011,117600,1147.1911398301177
2012,117600,1125.0345478699805
2013,117600,1122.5231538634387
2014,117600,1119.9800161921094
2015,117600,1114.8686133791007
1948,2492100,1000
1949,2492100,996.4907119752576
1950,2492100,999.5991155158246
1951,2492100,1032.0433068981056
1952,2492100,1029.2703307787813
1953,2492100,1039.2015302684417
1954,2492100,1057.9765296386886
1955,2492100,1063.200762066217
1956,2492100,1051.00907267275
1957,2492100,1048.6726647082737
1958,2492100,1037.2299157168127
1959,2492100,1031.7185373228403
1960,2492100,1030.1330952325516
1961,2492100,1018.7436406238543
1962,2492100,1015.4781481119593
1963,2492100,986.9992813614693
1964,2492100,983.4949974261732
1965,2492100,1000.0246346048725
1966,2492100,997.9762861394323
1967,2492100,993.5457883667696
1968,2492100,1024.3914729186351
1969,2492100,1010.2800731762619
1970,2492100,1017.6775552915079
1971,2492100,1028.6758043484228
1972,2492100,1040.1500672350553
1973,2492100,1047.3575959726309
1974,2492100,1035.6624606522057
1975,2492100,1031.6304272943325
1976,2492100,991.96574611736
1977,2492100,1018.0397472018734
1978,2492100,1017.798739756374
1979,2492100,1015.2758471156748
1980,2492100,1003.9366016784118
1981,2492100,1011.623961058381
1982,2492100,1029.7595369738447
1983,2492100,1046.1060651929447
1984,2492100,1054.776099264363
1985,2492100,1069.9155581027585
1986,2492100,1090.8269851871992
1987,2492100,1061.7707477447111
1988,2492100,1042.4720723959485
1989,2492100,1034.2799276603228
1990,2492100,1033.7204347588456
1991,2492100,1063.6450959871408
1992,2492100,1057.8723606019585
1993,2492100,1047.9837257450745
1994,2492100,1058.461644477088
1995,2492100,1062.4316797282538
1996,2492100,1090.855068571014
1997,2492100,1072.753715246727
1998,2492100,1058.177869307863
1999,2492100,1073.9172961996273
2000,2492100,1062.0004759832648
2001,2492100,1064.2714670453195
2002,2492100,1072.8029171677313
2003,2492100,1062.1962783511883
2004,2492100,1070.9175542604546
2005,2492100,1064.5528071213407
2006,2492100,1033.3858222360618
2007,2492100,1024.4410070859417
2008,2492100,1024.617159959134
2009,2492100,1002.1190755898087
2010,2492100,1025.039552687704
2011,2492100,1022.5340247443875
2012,2492100,1011.0885295309288
2013,2492100,1023.5790641222513
2014,2492100,1056.2230681046462
2015,2492100,1066.1927781755676
1948,990700,1000
1949,990700,993.8432961648545
1950,990700,982.3332059935415
1951,990700,1000.0778584669984
1952,990700,986.0949133134992
1953,990700,978.2189284320692
1954,990700,980.6035793306794
1955,990700,972.0704192571574
1956,990700,963.5104315149727
1957,990700,949.88790155565
1958,990700,934.1640146311843
1959,990700,949.3835604752971
1960,990700,950.5407272134714
1961,990700,948.0817840282505
1962,990700,937.667435018407
1963,990700,915.5780958199716
1964,990700,909.0111005566945
1965,990700,914.7096518189576
1966,990700,911.3169886654786
1967,990700,911.9633350447998
1968,990700,940.9345771884576
1969,990700,932.1104326184584
1970,990700,930.0184861880641
1971,990700,935.3733357745991
1972,990700,951.90529025608
1973,990700,957.440615949253
1974,990700,953.8505216836043
1975,990700,949.9045668128321
1976,990700,908.3755842321934
1977,990700,924.7614550683518
1978,990700,939.6403269567636
1979,990700,940.6627570432353
1980,990700,946.2758950308282
1981,990700,951.6937602998744
1982,990700,971.9409869397348
1983,990700,982.7477489550945
1984,990700,977.0474845630267
1985,990700,995.3209845882672
1986,990700,990.8444537727804
1987,990700,967.40106046508
1988,990700,953.0085303975499
1989,990700,928.3891705468939
1990,990700,941.9219763125079
1991,990700,970.3847823653741
1992,990700,966.0507696656837
1993,990700,962.6780089630957
1994,990700,963.13326788331506
1995,990700,971.0929494563399
1996,990700,990.6148005744042
1997,990700,991.3150345956933
1998,990700,959.6984075774271
1999,990700,961.1485252707412
2000,990700,957.8116510876274
2001,990700,959.4613328427898
2002,990700,972.9397616234919
2003,990700,951.9268424819167
2004,990700,942.5431937893687
2005,990700,925.9692882784175
2006,990700,904.2727102244211
2007,990700,885.8507690872274
2008,990700,866.2655583003129
2009,990700,844.8863811431033
2010,990700,861.0079022429205
2011,990700,841.4880382638364
2012,990700,832.6611065581196
2013,990700,845.1679552559599
2014,990700,872.6325733228005
2015,990700,873.4342268334121
1948,1881900,1000
1949,1881900,996.539239008808
1950,1881900,988.6006452051563
1951,1881900,1008.5930005107048
1952,1881900,995.7551538004159
1953,1881900,990.8685010953218
1954,1881900,997.8496614364282
1955,1881900,989.4010700938086
1956,1881900,982.3157346200882
1957,1881900,970.6772484872489
1958,1881900,956.5792083096635
1959,1881900,972.5946792745572
1960,1881900,976.0005704532308
1961,1881900,975.6933783662624
1962,1881900,968.2271475229132
1963,1881900,947.2973946844893
1964,1881900,939.3256240558824
1965,1881900,945.871972328423
1966,1881900,943.1896801006662
1967,1881900,944.165858243347
1968,1881900,972.8435153853876
1969,1881900,962.5226275014775
1970,1881900,961.3492713443025
1971,1881900,969.4849732194083
1972,1881900,987.6684891185046
1973,1881900,992.5246108516765
1974,1881900,989.1893917730162
1975,1881900,982.5395069062898
1976,1881900,941.1950941268602
1977,1881900,957.9873892817127
1978,1881900,975.4915225820263
1979,1881900,976.9775293964594
1980,1881900,984.473986581712
1981,1881900,981.5062016733291
1982,1881900,1001.6720441122934
1983,1881900,1013.4140652784382
1984,1881900,1007.6722908227657
1985,1881900,1027.5563709911062
1986,1881900,1025.5019821711628
1987,1881900,1009.2906522935764
1988,1881900,996.7232920251531
1989,1881900,971.0459612271337
1990,1881900,985.7317471889386
1991,1881900,1009.8849863081426
1992,1881900,1005.0117251428487
1993,1881900,1001.3586746220125
1994,1881900,1004.6754607770907
1995,1881900,1011.5687137837633
1996,1881900,1033.7405937513383
1997,1881900,1035.5742322053354
1998,1881900,1004.4316592803281
1999,1881900,1007.6450965568777
2000,1881900,1002.9688962889355
2001,1881900,1006.3418355233994
2002,1881900,1017.7078581852797
2003,1881900,1006.8884618689028
2004,1881900,1000.5012631154204
2005,1881900,990.5499435846783
2006,1881900,975.8549301078349
2007,1881900,954.0767500964271
2008,1881900,943.0294691512628
2009,1881900,922.5464535493007
2010,1881900,941.1722738029332
2011,1881900,922.9964167844987
2012,1881900,911.228389640217
2013,1881900,922.3149208897343
2014,1881900,946.3795044939571
2015,1881900,945.2908930360916
1948,184500,1000
1949,184500,985.5583224481147
1950,184500,972.6266616626472
1951,184500,984.3469490198286
1952,184500,968.6659973071011
1953,184500,955.8721339851086
1954,184500,957.3448497282055
1955,184500,939.541194827008
1956,184500,925.2715634094434
1957,184500,913.9994229360863
1958,184500,890.4952669039479
1959,184500,903.3944002635736
1960,184500,908.058858929786
1961,184500,908.8890103170257
1962,184500,899.7492518792246
1963,184500,876.8097397711499
1964,184500,873.429395650965
1965,184500,882.936297453907
1966,184500,871.4315194050122
1967,184500,874.2864520324748
1968,184500,893.8061272855374
1969,184500,885.0298838402298
1970,184500,886.3273794830795
1971,184500,891.9360428389158
1972,184500,902.0279697374343
1973,184500,911.0267314605754
1974,184500,903.3299538892974
1975,184500,896.1311622621013
1976,184500,861.8791336259349
1977,184500,879.3423347857978
1978,184500,885.9248486090024
1979,184500,894.9220673404924
1980,184500,901.2075113156297
1981,184500,895.8778732733974
1982,184500,907.2698153066007
1983,184500,914.1035539074913
1984,184500,909.621717836282
1985,184500,922.6906645616838
1986,184500,918.789638458188
1987,184500,899.3029051231133
1988,184500,882.606854881523
1989,184500,851.2430055034041
1990,184500,865.9687070646963
1991,184500,888.2245932425509
1992,184500,889.5855782588196
1993,184500,892.8827184537427
1994,184500,893.3865157242633
1995,184500,893.7403109756466
1996,184500,902.895441905333
1997,184500,902.8526325695494
1998,184500,880.5193651864587
1999,184500,885.1436462783803
2000,184500,892.9919623856044
2001,184500,893.6864249609915
2002,184500,906.0900157735939
2003,184500,903.9452510642463
2004,184500,910.5992621268581
2005,184500,893.7763286523272
2006,184500,883.2080311015019
2007,184500,857.1224469185067
2008,184500,843.5476116792773
2009,184500,824.1286345260676
2010,184500,823.6860005188378
2011,184500,814.6895422601181
2012,184500,812.1359614386224
2013,184500,818.1361218851924
2014,184500,830.7627501591255
2015,184500,840.5247289432058
1948,2496100,1000
1949,2496100,989.7169288225984
1950,2496100,992.4040906941526
1951,2496100,1026.1230088317106
1952,2496100,1016.6658323174281
1953,2496100,1017.5779065256223
1954,2496100,1040.260064035787
1955,2496100,1040.8503980549972
1956,2496100,1027.7159918994796
1957,2496100,1021.3724599817923
1958,2496100,1009.8653970814008
1959,2496100,1016.3927895984165
1960,2496100,1017.904051214705
1961,2496100,1007.5946954929328
1962,2496100,1012.8288148255157
1963,2496100,994.0358717128432
1964,2496100,986.2485244507635
1965,2496100,1004.6897656208115
1966,2496100,994.2128388271367
1967,2496100,997.2983171357562
1968,2496100,1040.1889591314696
1969,2496100,1024.8043061240473
1970,2496100,1033.492699749282
1971,2496100,1044.014369951304
1972,2496100,1052.5880417745886
1973,2496100,1053.8236160045649
1974,2496100,1041.6629053588267
1975,2496100,1044.613682286451
1976,2496100,1002.3213837311974
1977,2496100,1028.5201352249792
1978,2496100,1030.496582310776
1979,2496100,1027.4176522660055
1980,2496100,1025.4169978828008
1981,2496100,1034.0635437899757
1982,2496100,1051.8967700067494
1983,2496100,1067.0508054227628
1984,2496100,1074.836905906505
1985,2496100,1094.6490338701985
1986,2496100,1104.1870163193164
1987,2496100,1087.2299756541097
1988,2496100,1060.6067782484142
1989,2496100,1049.9655364543082
1990,2496100,1053.434436710567
1991,2496100,1089.6732595154178
1992,2496100,1088.190570924697
1993,2496100,1090.397961455145
1994,2496100,1090.7344135330475
1995,2496100,1103.4296216657126
1996,2496100,1120.1634231432354
1997,2496100,1109.9812092226211
1998,2496100,1094.6069089160712
1999,2496100,1103.8383780182364
2000,2496100,1111.2333041959453
2001,2496100,1124.1078754391858
2002,2496100,1153.6764360787092
2003,2496100,1135.9379838384734
2004,2496100,1147.7907055840124
2005,2496100,1136.3958208417755
2006,2496100,1108.4438282649949
2007,2496100,1095.868656880848
2008,2496100,1086.314059971875
2009,2496100,1059.8817563731009
2010,2496100,1069.7477351295588
2011,2496100,1064.0642145453735
2012,2496100,1055.3068748229637
2013,2496100,1051.7863826954283
2014,2496100,1083.4501783533576
2015,2496100,1095.052771529936
1948,1018500,1000
1949,1018500,996.2490335548991
1950,1018500,988.4527236464835
1951,1018500,1008.2220756234957
1952,1018500,995.9706491857384
1953,1018500,994.9492405472965
1954,1018500,998.0785452838853
1955,1018500,990.1769644597982
1956,1018500,980.7611141079574
1957,1018500,964.7192248375862
1958,1018500,947.9532918214582
1959,1018500,962.2888558340044
1960,1018500,963.3718270221277
1961,1018500,956.3360054591573
1962,1018500,943.17282396184
1963,1018500,917.5467406135931
1964,1018500,913.511487306925
1965,1018500,919.1809545180417
1966,1018500,918.9501934116549
1967,1018500,925.6478600941675
1968,1018500,953.0879427174206
1969,1018500,946.7825876082604
1970,1018500,947.0745983183342
1971,1018500,948.0571025783144
1972,1018500,963.7000169971417
1973,1018500,966.3381217256399
1974,1018500,960.4473732989807
1975,1018500,951.9095875467689
1976,1018500,912.2778005695366
1977,1018500,927.0122709945131
1978,1018500,940.5052855894502
1979,1018500,944.5562251929518
1980,1018500,951.7498858458517
1981,1018500,952.2219190453535
1982,1018500,966.1690210548818
1983,1018500,971.9673791310688
1984,1018500,958.6406840567948
1985,1018500,972.0627775355345
1986,1018500,967.3311133896545
1987,1018500,949.3058170741186
1988,1018500,940.6152572431728
1989,1018500,912.0854276164334
1990,1018500,922.2057277141865
1991,1018500,944.0384795757101
1992,1018500,944.3006358909855
1993,1018500,938.5386317245951
1994,1018500,936.5781139852547
1995,1018500,943.6819895677927
1996,1018500,965.5555529687605
1997,1018500,966.6843167563978
1998,1018500,941.4603256118709
1999,1018500,950.1164640564159
2000,1018500,955.7745690406068
2001,1018500,960.200828352762
2002,1018500,973.9783330792986
2003,1018500,961.4775987255534
2004,1018500,965.4688781259089
2005,1018500,959.3301956007713
2006,1018500,947.6247784712252
2007,1018500,927.8091518108663
2008,1018500,917.437331036571
2009,1018500,898.9723779168709
2010,1018500,915.7530173391149
2011,1018500,907.5169811787092
2012,1018500,902.4712745598351
2013,1018500,910.5344330628523
2014,1018500,929.0922690548282
2015,1018500,929.5737254954779
1948,195000,1000
1949,195000,980.6232579319919
1950,195000,971.5426805435801
1951,195000,980.8130534778975
1952,195000,963.1644656551532
1953,195000,944.6593783971415
1954,195000,956.5257246378358
1955,195000,937.1797271851354
1956,195000,931.0356656370174
1957,195000,913.7699323518244
1958,195000,880.8759217098867
1959,195000,898.9050021921364
1960,195000,900.8760057128308
1961,195000,909.1330610856982
1962,195000,899.9470032524727
1963,195000,880.2311605787513
1964,195000,872.6889750914269
1965,195000,889.8024384842066
1966,195000,864.1384142989723
1967,195000,861.8860435812402
1968,195000,873.4819092533922
1969,195000,870.1413704442913
1970,195000,870.6309509336278
1971,195000,877.2587724994784
1972,195000,884.288209339631
1973,195000,896.405903299816
1974,195000,884.628472143106
1975,195000,879.6764955452313
1976,195000,845.7968068736092
1977,195000,849.8630774521023
1978,195000,861.1273240514415
1979,195000,866.680938985706
1980,195000,873.9819603172612
1981,195000,869.9405844056538
1982,195000,895.2107851594649
1983,195000,911.3444119825426
1984,195000,934.8384486182249
1985,195000,937.8686516161996
1986,195000,957.1447461446555
1987,195000,940.2609432168674
1988,195000,929.7972177856368
1989,195000,919.5832723290774
1990,195000,941.27791810238
1991,195000,948.7305030185709
1992,195000,964.3776285657443
1993,195000,989.465774262483
1994,195000,1001.2272213800654
1995,195000,1005.8799694220178
1996,195000,1013.0000082650873
1997,195000,1007.647806838711
1998,195000,1006.5757885199588
1999,195000,992.0977190197007
2000,195000,989.3294322312942
2001,195000,985.5040306024193
2002,195000,982.5990744674675
2003,195000,982.3901553974329
2004,195000,983.6215556217008
2005,195000,967.0374768803952
2006,195000,946.9119441126093
2007,195000,934.9628293457864
2008,195000,935.443240766684
2009,195000,928.6152200439969
2010,195000,938.0304383980483
2011,195000,945.1896462295886
2012,195000,919.0739055446546
2013,195000,904.074222051508
2014,195000,908.0702298060976
2015,195000,914.7090588587128
1948,190200,1000
1949,190200,977.7997950897609
1950,190200,967.086662997132
1951,190200,975.2902783662877
1952,190200,957.575920141721
1953,190200,939.3322919035871
1954,190200,950.3403187625937
1955,190200,930.6927743643826
1956,190200,930.7345860735674
1957,190200,912.518074868368
1958,190200,875.6893616996803
1959,190200,895.1993477635492
1960,190200,900.8774909814476
1961,190200,908.5930012723799
1962,190200,900.2156623442504
1963,190200,877.7129632681517
1964,190200,866.3599702050427
1965,190200,884.23775297772
1966,190200,858.9916383610217
1967,190200,860.4785391368538
1968,190200,867.3255614891043
1969,190200,861.1020076336065
1970,190200,859.5659879320896
1971,190200,863.2417606578034
1972,190200,872.7136916183687
1973,190200,887.3374242557184
1974,190200,879.1908793108302
1975,190200,871.0753537459669
1976,190200,840.9223016964237
1977,190200,847.7455797895002
1978,190200,862.5460728163762
1979,190200,868.5115256682928
1980,190200,877.1751392175865
1981,190200,869.0496037039713
1982,190200,887.4504201261652
1983,190200,898.6518571829174
1984,190200,920.6379746952628
1985,190200,926.9422739567274
1986,190200,943.1253825364779
1987,190200,930.3100438267242
1988,190200,911.1253701563991
1989,190200,898.1748139281364
1990,190200,914.6996951172778
1991,190200,919.2467142465898
1992,190200,929.662873936158
1993,190200,952.1381247637589
1994,190200,955.182500811872
1995,190200,961.56222698322415
1996,190200,962.4907629228632
1997,190200,957.7370279091168
1998,190200,949.5423924563308
1999,190200,943.3556941613163
2000,190200,943.1668805064236
2001,190200,944.8673543699488
2002,190200,950.0271858094108
2003,190200,949.5483312995289
2004,190200,963.2230472921897
2005,190200,957.9384025766878
2006,190200,937.8702845942609
2007,190200,922.0540131205239
2008,190200,929.139563469159
2009,190200,925.6751692438376
2010,190200,944.7298682436898
2011,190200,947.617047126013
2012,190200,921.5769066920269
2013,190200,916.8341119267127
2014,190200,914.3638613750435
2015,190200,920.8359550756717
1948,189600,1000
1949,189600,978.7457549042664
1950,189600,967.4710727295168
1951,189600,974.6844575196621
1952,189600,955.7152392954698
1953,189600,934.9652265659054
1954,189600,945.9623931815916
1955,189600,925.7473771330779
1956,189600,924.178146642671
1957,189600,906.9312157801479
1958,189600,870.6973154330503
1959,189600,888.6615683851375
1960,189600,891.6780539432909
1961,189600,897.8337979643836
1962,189600,887.1632850606036
1963,189600,865.3735738151194
1964,189600,853.4477531916159
1965,189600,868.7111517710061
1966,189600,841.7703681944948
1967,189600,840.6708282268435
1968,189600,847.8107844827434
1969,189600,841.7525011794392
1970,189600,840.5766869589937
1971,189600,843.1499029814366
1972,189600,852.7780601892358
1973,189600,865.7278763959969
1974,189600,857.8196452189377
1975,189600,848.9104484157183
1976,189600,817.0718809702838
1977,189600,823.154887370392
1978,189600,838.1280250291463
1979,189600,842.3276448094372
1980,189600,849.4644028163866
1981,189600,841.0663287090005
1982,189600,859.1486660996891
1983,189600,869.7333328382199
1984,189600,891.1626809571011
1985,189600,896.5210139108052
1986,189600,911.9696642324591
1987,189600,897.5711902273034
1988,189600,877.9214499642188
1989,189600,861.3099810103555
1990,189600,878.1345356591904
1991,189600,881.5272463778348
1992,189600,892.0340959979277
1993,189600,914.2544810392276
1994,189600,916.5303226663823
1995,189600,923.3090897988133
1996,189600,923.0514866208654
1997,189600,917.7418266461691
1998,189600,909.1522802379593
1999,189600,901.890396769382
2000,189600,902.3034122445515
2001,189600,902.7365592804783
2002,189600,908.3905684255634
2003,189600,907.6478050515223
2004,189600,918.3920735123145
2005,189600,912.952940302852
2006,189600,892.2330982235717
2007,189600,874.3630234808376
2008,189600,879.6485714893117
2009,189600,874.6996662848042
2010,189600,892.2476990895925
2011,189600,892.3625276494055
2012,189600,865.8928602979872
2013,189600,860.6243054674688
2014,189600,857.5340588470759
2015,189600,861.9633858584419
1948,2492900,1000
1949,2492900,990.2442931222051
1950,2492900,987.5314536501884
1951,2492900,1017.0727841783804
1952,2492900,1012.1481014989215
1953,2492900,1021.4771952588749
1954,2492900,1029.2571287683195
1955,2492900,1029.269650995548
1956,2492900,1010.2455219426646
1957,2492900,1000.6515628991722
1958,2492900,986.2955070742075
1959,2492900,978.3143613698767
1960,2492900,975.008147125495
1961,2492900,958.5392622099536
1962,2492900,951.8690394080709
1963,2492900,919.6896583600815
1964,2492900,913.8989042825253
1965,2492900,930.3550971854185
1966,2492900,920.7428798987652
1967,2492900,914.8346229314998
1968,2492900,945.6185254357755
1969,2492900,929.6521537737267
1970,2492900,933.6474414803432
1971,2492900,942.4794651968533
1972,2492900,949.8316116478444
1973,2492900,954.8976430159514
1974,2492900,943.2033912132702
1975,2492900,934.1697447457839
1976,2492900,894.8139101309156
1977,2492900,912.8933770955822
1978,2492900,911.5930570465662
1979,2492900,905.9783429505425
1980,2492900,891.6741408049533
1981,2492900,898.8361595443912
1982,2492900,913.3938004461162
1983,2492900,923.6583915180929
1984,2492900,928.4420212224329
1985,2492900,940.6870157029246
1986,2492900,961.4558338438276
1987,2492900,928.2678172270188
1988,2492900,909.1565414802877
1989,2492900,897.7625456223681
1990,2492900,897.4349781476892
1991,2492900,926.1709738676115
1992,2492900,922.7449806239731
1993,2492900,915.8070251551594
1994,2492900,925.872749803371
1995,2492900,929.0377301406054
1996,2492900,962.1413063226609
1997,2492900,949.3499427820713
1998,2492900,933.9218274985835
1999,2492900,952.7433186355111
2000,2492900,944.8273846314582
2001,2492900,949.2610548994305
2002,2492900,949.2986789884245
2003,2492900,935.5892134818896
2004,2492900,939.1410523867621
2005,2492900,932.6886923380305
2006,2492900,903.4791520476864
2007,2492900,891.9006209536238
2008,2492900,881.9861960808694
2009,2492900,860.3472735073735
2010,2492900,885.9733004658017
2011,2492900,891.3835096101697
2012,2492900,880.3556125814267
2013,2492900,892.3754625854654
2014,2492900,924.731102809621
2015,2492900,931.9659244891909
1948,2463300,1000
1949,2463300,997.2170225086699
1950,2463300,1000.0192014910897
1951,2463300,1032.5117772682281
1952,2463300,1029.0608246084903
1953,2463300,1039.578633391551
1954,2463300,1053.9435741630434
1955,2463300,1059.1693882483169
1956,2463300,1041.9647647541542
1957,2463300,1036.3544859658061
1958,2463300,1026.8057358084036
1959,2463300,1021.9475037295617
1960,2463300,1025.7818457066367
1961,2463300,1013.7807109232677
1962,2463300,1013.5953132611518
1963,2463300,985.3828682875314
1964,2463300,984.8682100721736
1965,2463300,999.5983436774011
1966,2463300,995.75450635637
1967,2463300,994.0695581663971
1968,2463300,1025.4210610167322
1969,2463300,1015.3609485304911
1970,2463300,1024.1553837392444
1971,2463300,1035.7511987875005
1972,2463300,1046.9926045005566
1973,2463300,1053.834615008393
1974,2463300,1046.2789742305026
1975,2463300,1044.5080519657151
1976,2463300,1005.0698337745805
1977,2463300,1029.8299940730358
1978,2463300,1029.2543182958466
1979,2463300,1026.3587269833722
1980,2463300,1016.6412689325612
1981,2463300,1024.8962447886206
1982,2463300,1045.3991574035194
1983,2463300,1055.4136159977152
1984,2463300,1067.1207011191573
1985,2463300,1083.4035201657102
1986,2463300,1103.368314239659
1987,2463300,1075.9135599014307
1988,2463300,1059.9809985360655
1989,2463300,1047.3407230979028
1990,2463300,1048.7395262422529
1991,2463300,1079.2262077470239
1992,2463300,1077.5904921246429
1993,2463300,1073.4006485964753
1994,2463300,1080.4724012342829
1995,2463300,1083.8242462756452
1996,2463300,1118.5432910659358
1997,2463300,1102.803062300669
1998,2463300,1085.4615286606374
1999,2463300,1109.6106506604306
2000,2463300,1101.1317078510522
2001,2463300,1107.2448365326084
2002,2463300,1108.7259075669485
2003,2463300,1092.6582751199562
2004,2463300,1097.6282820589674
2005,2463300,1099.6306522554944
2006,2463300,1074.4582399202031
2007,2463300,1055.8492030982743
2008,2463300,1047.161799547778
2009,2463300,1028.7209014598877
2010,2463300,1058.30867168667
2011,2463300,1059.822228090174
2012,2463300,1051.980024560845
2013,2463300,1068.6295169710609
2014,2463300,1094.68563276608
2015,2463300,1097.619635113355
1948,106500,1000
1949,106500,985.4082572405927
1950,106500,981.81352190875225
1951,106500,995.4030529128036
1952,106500,987.4916017461563
1953,106500,968.43725728459
1954,106500,980.2028564764205
1955,106500,958.7099935994061
1956,106500,959.8159559656118
1957,106500,945.0548241781842
1958,106500,902.4212446482014
1959,106500,920.9415694554618
1960,106500,930.0996828772755
1961,106500,941.2841951597229
1962,106500,925.6580010208799
1963,106500,905.7615495084501
1964,106500,887.2259681376802
1965,106500,919.2061011524211
1966,106500,896.3958418695269
1967,106500,898.3007258478993
1968,106500,907.9448332898893
1969,106500,902.9368889198555
1970,106500,901.1167044061901
1971,106500,907.9081734313395
1972,106500,926.519013945547
1973,106500,944.7372706042048
1974,106500,940.6144979973267
1975,106500,930.9125022564574
1976,106500,905.2078518724472
1977,106500,910.695966058507
1978,106500,927.6683396227826
1979,106500,927.0701806580406
1980,106500,937.5985498755604
1981,106500,938.3035209555444
1982,106500,947.6909109899506
1983,106500,954.5317717893935
1984,106500,968.5789515042801
1985,106500,984.5281053084218
1986,106500,995.1746447605227
1987,106500,991.3305926590132
1988,106500,968.042274151996
1989,106500,948.5611483636405
1990,106500,961.2877611157093
1991,106500,971.2227251478669
1992,106500,979.8858452381313
1993,106500,1006.2855715900462
1994,106500,1009.1519728211018
1995,106500,1015.5147869756759
1996,106500,1007.3856570369124
1997,106500,1001.1286561640698
1998,106500,1006.9322088902735
1999,106500,1017.052346398971
2000,106500,1028.3781376170552
2001,106500,1043.5951760693667
2002,106500,1044.00710258013
2003,106500,1036.7137888716848
2004,106500,1066.9160023993836
2005,106500,1048.4163022258936
2006,106500,1050.2795970955085
2007,106500,1044.7457213155615
2008,106500,1071.136019396889
2009,106500,1074.1021784188772
2010,106500,1090.1038155408246
2011,106500,1087.0496330689798
2012,106500,1066.4038584420973
2013,106500,1077.2887279780236
2014,106500,1078.0363391663557
2015,106500,1083.6121907224174
1948,2464500,1000
1949,2464500,995.488257696965
1950,2464500,999.6887014830033
1951,2464500,1035.8216325496999
1952,2464500,1031.0084244846053
1953,2464500,1038.407035745078
1954,2464500,1059.3520572777588
1955,2464500,1060.5415604010625
1956,2464500,1052.9226095985289
1957,2464500,1055.2743861634074
1958,2464500,1042.4361161463141
1959,2464500,1047.651732573547
1960,2464500,1045.2213843157547
1961,2464500,1038.8367268218185
1962,2464500,1041.3312059687923
1963,2464500,1021.0028276335901
1964,2464500,1015.3638997822887
1965,2464500,1035.5086348624209
1966,2464500,1023.6244855259332
1967,2464500,1021.2948239646337
1968,2464500,1057.5484874793194
1969,2464500,1041.1701871654234
1970,2464500,1055.0376227847262
1971,2464500,1067.4745447632026
1972,2464500,1077.3940183682519
1973,2464500,1081.961062889221
1974,2464500,1067.5979636657996
1975,2464500,1068.2692760319032
1976,2464500,1029.8739701511813
1977,2464500,1057.3817588930588
1978,2464500,1058.2682738101287
1979,2464500,1053.3324671537946
1980,2464500,1047.4368558551764
1981,2464500,1052.087634738033
1982,2464500,1067.0088554532617
1983,2464500,1082.5246074323038
1984,2464500,1095.6384338009204
1985,2464500,1113.1210397573168
1986,2464500,1128.722487497668
1987,2464500,1102.3100179059998
1988,2464500,1073.3457264207273
1989,2464500,1057.6926879160183
1990,2464500,1055.751600868031
1991,2464500,1079.5307889782264
1992,2464500,1069.7628040677282
1993,2464500,1062.2797432670004
1994,2464500,1069.9030664141499
1995,2464500,1079.7918241650893
1996,2464500,1097.3093024672016
1997,2464500,1081.3510559926533
1998,2464500,1066.3550752510534
1999,2464500,1071.357760110208
2000,2464500,1062.1437574943388
2001,2464500,1064.7557481728713
2002,2464500,1088.3057588887382
2003,2464500,1082.138727569936
2004,2464500,1100.0883556689087
2005,2464500,1098.9980922065236
2006,2464500,1069.3516130098997
2007,2464500,1056.2267911047254
2008,2464500,1054.4662932386605
2009,2464500,1031.398850579963
2010,2464500,1048.153152590961
2011,2464500,1042.715676881846
2012,2464500,1030.4890068784675
2013,2464500,1031.9029973419265
2014,2464500,1075.2364481904867
2015,2464500,1091.962877585684
1948,1859900,1000
1949,1859900,992.0833257195648
1950,1859900,994.77140198205
1951,1859900,1028.7130776704487
1952,1859900,1018.0503716410196
1953,1859900,1019.8448367208111
1954,1859900,1044.2152478563266
1955,1859900,1037.5737827640949
1956,1859900,1023.7893425846972
1957,1859900,1018.777359966154
1958,1859900,1002.6443836279527
1959,1859900,1010.488111619737
1960,1859900,1013.6082817480684
1961,1859900,1004.8080902870073
1962,1859900,1012.2408574606227
1963,1859900,994.6821292421034
1964,1859900,988.1821001236359
1965,1859900,1008.4050518533459
1966,1859900,1000.7786187036443
1967,1859900,1004.6650935488717
1968,1859900,1045.5186149020974
1969,1859900,1032.5687560170468
1970,1859900,1044.7655928540119
1971,1859900,1056.2248431189248
1972,1859900,1069.0945351859664
1973,1859900,1073.0001873725384
1974,1859900,1059.7962106369546
1975,1859900,1065.9857608758437
1976,1859900,1023.1494501903976
1977,1859900,1049.3396916616355
1978,1859900,1053.995080235871
1979,1859900,1051.1404979463896
1980,1859900,1051.890287342324
1981,1859900,1058.2688212053279
1982,1859900,1081.6220757222384
1983,1859900,1097.5703694643212
1984,1859900,1108.4682384080356
1985,1859900,1130.0439185334824
