Year,WBIC,level
1955,1023100,959.9013272705043
1956,1023100,949.8572090536665
1957,1023100,934.066852638419
1958,1023100,917.3092670748741
1959,1023100,932.889661050997
1960,1023100,931.8258553090017
1961,1023100,929.7462121015255
1962,1023100,920.2249323707922
1963,1023100,896.8161999621539
1964,1023100,890.6438307846545
1965,1023100,897.3512698264029
1966,1023100,892.2438815110412
1967,1023100,891.9623198414326
1968,1023100,919.4750510483411
1969,1023100,911.8356252961158
1970,1023100,911.5182979053455
1971,1023100,917.3339908715886
1972,1023100,932.6635460179198
1973,1023100,937.0979175725716
1974,1023100,930.2515256306267
1975,1023100,924.9158497872904
1976,1023100,883.6660252220045
1977,1023100,896.7561862930751
1978,1023100,912.7912567509445
1979,1023100,917.7685189282954
1980,1023100,927.8443123166418
1981,1023100,925.7208746963145
1982,1023100,943.4618360969357
1983,1023100,947.3581680964503
1984,1023100,942.0563793706757
1985,1023100,954.9143370882095
1986,1023100,955.9683784214392
1987,1023100,931.8037196171355
1988,1023100,913.047513126408
1989,1023100,880.26298816885
1990,1023100,908.592620324575
1991,1023100,934.5986085453279
1992,1023100,936.9743469801062
1993,1023100,935.4184287404792
1994,1023100,941.5111854309262
1995,1023100,946.3318479940795
1996,1023100,959.6089991463289
1997,1023100,967.3388312148215
1998,1023100,943.4198857472603
1999,1023100,945.7366513551713
2000,1023100,953.5415775164864
2001,1023100,958.5978944749755
2002,1023100,983.0040031477059
2003,1023100,964.6523173339348
2004,1023100,968.7678055348694
2005,1023100,956.5067655194052
2006,1023100,950.0080372471717
2007,1023100,937.5293639064687
2008,1023100,920.9441759977792
2009,1023100,901.4371805749345
2010,1023100,918.3552770446255
2011,1023100,909.4257949729557
2012,1023100,900.7734690110976
2013,1023100,912.0364754272935
2014,1023100,941.1772626384956
2015,1023100,941.979795922452
1948,2340100,1000
1949,2340100,993.712864855635
1950,2340100,985.5235228719012
1951,2340100,1001.2529892104916
1952,2340100,988.9994244459474
1953,2340100,983.3751777768479
1954,2340100,986.2525229478626
1955,2340100,978.4213654250659
1956,2340100,967.9026646195159
1957,2340100,953.8070953025216
1958,2340100,937.2678993531248
1959,2340100,948.4535138420274
1960,2340100,949.8482314469702
1961,2340100,944.3467780453516
1962,2340100,931.0529733869398
1963,2340100,905.0475437310346
1964,2340100,901.1037564023185
1965,2340100,907.0758073121965
1966,2340100,903.5881509760255
1967,2340100,908.0327179572255
1968,2340100,937.8764267546663
1969,2340100,929.5796932314636
1970,2340100,926.6040267664865
1971,2340100,928.125524546365
1972,2340100,947.5455550066027
1973,2340100,953.4316454514093
1974,2340100,949.9155616226933
1975,2340100,943.1897597537957
1976,2340100,904.1832595492215
1977,2340100,917.9268923275247
1978,2340100,930.0919151077665
1979,2340100,932.1855895846993
1980,2340100,937.3540870051111
1981,2340100,936.2212827021772
1982,2340100,953.9174962197214
1983,2340100,960.8861264871877
1984,2340100,951.3043407881072
1985,2340100,964.631160805611
1986,2340100,959.0976671875644
1987,2340100,940.791544461981
1988,2340100,931.1322044220886
1989,2340100,904.5001369827995
1990,2340100,913.9938627375418
1991,2340100,935.7470200070686
1992,2340100,933.6052724092117
1993,2340100,929.1469743302882
1994,2340100,930.0985918333805
1995,2340100,936.4104551452014
1996,2340100,958.0279747930695
1997,2340100,957.7648820938559
1998,2340100,928.3395012223135
1999,2340100,930.8834932699244
2000,2340100,931.9344245660371
2001,2340100,937.6731699631192
2002,2340100,954.2074707686326
2003,2340100,944.8824022467006
2004,2340100,942.2467065882512
2005,2340100,938.7686331041483
2006,2340100,927.6930650537394
2007,2340100,911.1940946089499
2008,2340100,901.8972004284503
2009,2340100,878.7739377326329
2010,2340100,903.7269364715658
2011,2340100,892.4419390502019
2012,2340100,884.3215219520486
2013,2340100,895.7797710620397
2014,2340100,917.4757869766341
2015,2340100,917.8478530052322
1948,2476000,1000
1949,2476000,991.6078256687298
1950,2476000,994.2072019999445
1951,2476000,1028.9434171633172
1952,2476000,1022.5585538756264
1953,2476000,1026.8228501619114
1954,2476000,1046.0181553576367
1955,2476000,1044.6578904825917
1956,2476000,1032.8542427430216
1957,2476000,1033.4956755083026
1958,2476000,1017.6405254464469
1959,2476000,1019.1421691343064
1960,2476000,1014.9331226822756
1961,2476000,1005.4272638613033
1962,2476000,1006.6332840320194
1963,2476000,985.6662897447868
1964,2476000,978.79238509837
1965,2476000,998.9432387871536
1966,2476000,987.8948073830719
1967,2476000,984.7523606729642
1968,2476000,1018.7007485327861
1969,2476000,1001.6552015869132
1970,2476000,1014.1865177884807
1971,2476000,1027.095143325487
1972,2476000,1037.5338798951107
1973,2476000,1041.4812202326088
1974,2476000,1025.9907311969316
1975,2476000,1025.92685773683
1976,2476000,983.1593626254536
1977,2476000,1008.8391094904972
1978,2476000,1009.583274847448
1979,2476000,1004.0084985419502
1980,2476000,996.8415409248155
1981,2476000,998.6282896330243
1982,2476000,1014.8636852848405
1983,2476000,1030.4804914748097
1984,2476000,1044.4252648746606
1985,2476000,1062.1745082444381
1986,2476000,1078.1167888713017
1987,2476000,1048.4147577375716
1988,2476000,1017.2283357543283
1989,2476000,1000.7215445512192
1990,2476000,997.433930830155
1991,2476000,1019.016032216384
1992,2476000,1009.0063995353429
1993,2476000,1000.4038821937967
1994,2476000,1010.4169006958409
1995,2476000,1020.6472914708273
1996,2476000,1038.2579918532053
1997,2476000,1021.4783091484233
1998,2476000,1002.2425554489015
1999,2476000,1005.9123692240453
2000,2476000,992.9677655791552
2001,2476000,992.2225709922945
2002,2476000,1015.7418772901523
2003,2476000,1006.3791653737235
2004,2476000,1024.0886684247685
2005,2476000,1026.4070743330392
2006,2476000,998.5023060360396
2007,2476000,977.5187357807526
2008,2476000,975.9390723592123
2009,2476000,951.655455454245
2010,2476000,970.2735790832031
2011,2476000,965.9174163585037
2012,2476000,951.0518975854693
2013,2476000,952.3592028495817
2014,2476000,993.8693807631472
2015,2476000,1005.6406694996093
1948,2043700,1000
1949,2043700,985.0509748166368
1950,2043700,976.3957455459646
1951,2043700,996.8738865653036
1952,2043700,977.1171222063819
1953,2043700,965.4277120816337
1954,2043700,984.354165461562
1955,2043700,972.2773542191021
1956,2043700,958.8866160228986
1957,2043700,945.0730079852144
1958,2043700,927.1780362416051
1959,2043700,933.802301512477
1960,2043700,932.6961021715513
1961,2043700,918.7574931122682
1962,2043700,923.5948696795368
1963,2043700,911.0352824637408
1964,2043700,897.2723823975851
1965,2043700,908.8662814668905
1966,2043700,894.4830996308441
1967,2043700,890.1163282855421
1968,2043700,923.2873868720823
1969,2043700,910.0550033345877
1970,2043700,920.7175150813164
1971,2043700,930.1876075057013
1972,2043700,946.2004355099361
1973,2043700,951.8680105546807
1974,2043700,930.0332837748587
1975,2043700,943.4058679553639
1976,2043700,900.7864207054813
1977,2043700,919.9999235475324
1978,2043700,924.3274535534803
1979,2043700,934.2089827561508
1980,2043700,942.474183017542
1981,2043700,937.3023354525819
1982,2043700,960.239752636607
1983,2043700,971.9250549652118
1984,2043700,976.2180522384065
1985,2043700,972.9820087570473
1986,2043700,992.5888776103884
1987,2043700,978.5366015894247
1988,2043700,937.8710182110318
1989,2043700,928.3064723075729
1990,2043700,948.9840265138828
1991,2043700,968.2345076449666
1992,2043700,961.3076195442975
1993,2043700,970.1884044138196
1994,2043700,962.043175563937
1995,2043700,968.6177540851647
1996,2043700,977.0477731076044
1997,2043700,972.0925405489066
1998,2043700,955.6643784629675
1999,2043700,951.0161997846072
2000,2043700,964.2126241522641
2001,2043700,982.289430701932
2002,2043700,1011.0268958963251
2003,2043700,991.6754693682271
2004,2043700,994.3726835192464
2005,2043700,980.3729975215786
2006,2043700,959.9826938031581
2007,2043700,944.3790114118616
2008,2043700,934.7156276525325
2009,2043700,910.2824395806867
2010,2043700,917.5145333216268
2011,2043700,911.9701163934185
2012,2043700,879.6376279570201
2013,2043700,882.5072397194804
2014,2043700,903.3300318681497
2015,2043700,922.4412999088084
1948,181900,1000
1949,181900,984.6372694940559
1950,181900,970.6945177556281
1951,181900,976.3259990924145
1952,181900,952.9950376434923
1953,181900,936.2471343235028
1954,181900,943.0394428801385
1955,181900,926.4032957578909
1956,181900,914.5444468455554
1957,181900,899.7463743206116
1958,181900,871.8277783352573
1959,181900,887.5238889873367
1960,181900,884.0613445092888
1961,181900,885.9309483182187
1962,181900,878.4933225147873
1963,181900,861.3500350190589
1964,181900,855.8624582039821
1965,181900,873.8820685533029
1966,181900,854.725525103093
1967,181900,857.0001229419007
1968,181900,876.1927901946245
1969,181900,877.3916829145555
1970,181900,880.9663313997612
1971,181900,892.8185862801914
1972,181900,902.6369810329151
1973,181900,912.8016553620336
1974,181900,896.2228581080434
1975,181900,893.5033592572485
1976,181900,861.7244661969603
1977,181900,868.8606530338471
1978,181900,887.3663473670334
1979,181900,892.7810110554713
1980,181900,898.5522355508748
1981,181900,888.4597768304219
1982,181900,911.7690656344242
1983,181900,919.696938219076
1984,181900,944.5847587365168
1985,181900,951.1844909407979
1986,181900,964.20569542933
1987,181900,952.5863343170054
1988,181900,928.2191646003803
1989,181900,914.6430993877448
1990,181900,926.3452966365971
1991,181900,932.5366307032826
1992,181900,945.4048906566331
1993,181900,965.0948002527603
1994,181900,963.8059487722261
1995,181900,968.7991175971877
1996,181900,971.212913005734
1997,181900,963.3778223348006
1998,181900,952.8269372841906
1999,181900,944.7757508582904
2000,181900,945.5925726312341
2001,181900,948.2962389604954
2002,181900,959.3577982052423
2003,181900,951.9727147906086
2004,181900,959.5095271866395
2005,181900,951.313461040044
2006,181900,938.7586107545029
2007,181900,921.9582453883171
2008,181900,919.6042521533411
2009,181900,915.2656744001238
2010,181900,934.7501259108474
2011,181900,953.2010271221686
2012,181900,928.5459083905097
2013,181900,922.9065410133675
2014,181900,935.8610219268039
2015,181900,944.0274527656957
1948,1884200,1000
1949,1884200,993.5291909158422
1950,1884200,986.5676213796881
1951,1884200,1001.1424119225769
1952,1884200,988.6438766034466
1953,1884200,981.477908439896
1954,1884200,984.4236787414749
1955,1884200,972.863255823843
1956,1884200,960.6962003152482
1957,1884200,945.2793708267809
1958,1884200,929.7215425771666
1959,1884200,939.460721784154
1960,1884200,941.3518258672597
1961,1884200,934.2312201526241
1962,1884200,923.9314188973166
1963,1884200,900.5811341604584
1964,1884200,896.2854551768445
1965,1884200,902.6805206900485
1966,1884200,901.759162840296
1967,1884200,906.7199509890836
1968,1884200,938.6297904667944
1969,1884200,932.585476963981
1970,1884200,928.7794868800781
1971,1884200,932.4114087900348
1972,1884200,950.4204704881829
1973,1884200,954.6112959754968
1974,1884200,952.9579853633013
1975,1884200,947.5706589583525
1976,1884200,905.5890817390084
1977,1884200,920.4552122218652
1978,1884200,931.9063577337129
1979,1884200,934.4206888306296
1980,1884200,939.1676650643259
1981,1884200,933.7459580268797
1982,1884200,950.8467485455973
1983,1884200,957.5110182862348
1984,1884200,948.1129552265618
1985,1884200,965.2910787979923
1986,1884200,959.3533180999938
1987,1884200,943.1339198291078
1988,1884200,926.0367849424945
1989,1884200,902.4297616012507
1990,1884200,916.421066145042
1991,1884200,942.8894108860753
1992,1884200,939.5811113440544
1993,1884200,935.6202056220619
1994,1884200,939.191944146902
1995,1884200,947.3892747961793
1996,1884200,973.3966570385655
1997,1884200,977.9572980689911
1998,1884200,948.0768559314615
1999,1884200,950.2639043170569
2000,1884200,944.0614067158875
2001,1884200,945.8606963815778
2002,1884200,960.6029624670416
2003,1884200,946.1240917965778
2004,1884200,937.0829340157863
2005,1884200,930.3807465739749
2006,1884200,910.5924635186045
2007,1884200,890.3214911694773
2008,1884200,873.0760826815049
2009,1884200,847.8451453437111
2010,1884200,862.6513095493618
2011,1884200,846.4762482150478
2012,1884200,836.8955169385584
2013,1884200,850.0236262419907
2014,1884200,867.5154008141692
2015,1884200,866.8205674319489
1948,199300,1000
1949,199300,979.8860253076025
1950,199300,964.1607942874653
1951,199300,965.8447881757754
1952,199300,942.5887776425163
1953,199300,923.4840931777288
1954,199300,927.6471075118428
1955,199300,909.6094164778968
1956,199300,899.4104411086855
1957,199300,882.8108170826979
1958,199300,854.0134164308956
1959,199300,866.659032749896
1960,199300,862.8805260292551
1961,199300,866.5348262769268
1962,199300,856.8976572439685
1963,199300,837.6425926862986
1964,199300,830.8016105781796
1965,199300,846.8739290228976
1966,199300,826.0853915140929
1967,199300,830.0731961077021
1968,199300,848.8121655194092
1969,199300,847.2463568185252
1970,199300,851.989647954579
1971,199300,860.1960788065802
1972,199300,867.9365388969597
1973,199300,875.5494742507224
1974,199300,861.1038273431277
1975,199300,857.7698719771369
1976,199300,822.4200516962227
1977,199300,828.5177775214396
1978,199300,845.4167336169496
1979,199300,849.8840137222039
1980,199300,855.8768153433434
1981,199300,847.0971485849616
1982,199300,866.1727166990497
1983,199300,877.9455923636542
1984,199300,900.1337855279244
1985,199300,906.0144660339089
1986,199300,916.0372787783785
1987,199300,902.9525693037951
1988,199300,870.7005691657065
1989,199300,850.1071894147129
1990,199300,861.320480977977
1991,199300,879.0403748272499
1992,199300,893.7722948094704
1993,199300,905.4033960781906
1994,199300,895.6005169485067
1995,199300,915.0227559544351
1996,199300,922.688613366823
1997,199300,910.9470357178078
1998,199300,899.6192380743287
1999,199300,884.3965263297031
2000,199300,890.9525328257874
2001,199300,891.6841664002771
2002,199300,895.040914314596
2003,199300,879.3819423405578
2004,199300,887.4000575931308
2005,199300,871.4554602425275
2006,199300,868.0672495063399
2007,199300,848.9506512818971
2008,199300,835.5051657206208
2009,199300,834.0216069723284
2010,199300,855.850981984559
2011,199300,858.8287416087604
2012,199300,832.9214182310708
2013,199300,837.7935398658061
2014,199300,849.2669407115757
2015,199300,862.3886302423479
1948,197300,1000
1949,197300,980.1544105520779
1950,197300,971.1291110966587
1951,197300,981.9755863297752
1952,197300,966.9926736908709
1953,197300,950.5411761501907
1954,197300,963.3334896662253
1955,197300,944.4700044946161
1956,197300,945.6004395113705
1957,197300,929.8296972646623
1958,197300,895.8639487662688
1959,197300,914.8307597813824
1960,197300,921.1152144749046
1961,197300,931.5135622131456
1962,197300,925.488546793502
1963,197300,904.3454015897231
1964,197300,893.9137315404544
1965,197300,911.5522462309539
1966,197300,886.0605030010993
1967,197300,886.6957251627498
1968,197300,894.7973608200041
1969,197300,889.9809616621219
1970,197300,888.1500066760617
1971,197300,891.2013350032206
1972,197300,901.1028614407775
1973,197300,917.8447581314076
1974,197300,913.6238716204784
1975,197300,908.3196555215995
1976,197300,879.4038064621135
1977,197300,884.6599247566583
1978,197300,900.6936798121993
1979,197300,906.73399704035
1980,197300,916.1931067439244
1981,197300,909.0475818942415
1982,197300,928.2195935608827
1983,197300,940.2114671845477
1984,197300,962.7118004434053
1985,197300,969.5753971250829
1986,197300,987.5193314215047
1987,197300,975.2981570590791
1988,197300,956.926577704702
1989,197300,943.5511495926127
1990,197300,960.5029332477154
1991,197300,965.3617150388804
1992,197300,976.2727062464025
1993,197300,999.6185690596329
1994,197300,1003.5564295425269
1995,197300,1010.9259260510668
1996,197300,1012.3464701942952
1997,197300,1008.0661233641681
1998,197300,1000.6555866765395
1999,197300,995.2498729398557
2000,197300,996.0114117286433
2001,197300,998.2338457566043
2002,197300,1004.3214296409435
2003,197300,1004.3827929306217
2004,197300,1017.9470627084612
2005,197300,1013.233768713673
2006,197300,993.7213434462723
2007,197300,980.7614732101196
2008,197300,989.00192540866
2009,197300,986.1416896200972
2010,197300,1006.8086567838908
2011,197300,1009.4417675448992
2012,197300,984.1370408831876
2013,197300,980.0899124689795
2014,197300,977.5064132546734
2015,197300,984.4014283448881
1948,994700,1000
1949,994700,990.1286060707085
1950,994700,976.3327813246539
1951,994700,987.7810855927469
1952,994700,970.4852210714994
1953,994700,957.2596793851735
1954,994700,956.6851292347101
1955,994700,946.1538889254115
1956,994700,937.3667311242773
1957,994700,922.8070326659904
1958,994700,904.6880120322157
1959,994700,921.483505429349
1960,994700,921.2766523610783
1961,994700,921.4985001398924
1962,994700,912.463248343551
1963,994700,888.614877110472
1964,994700,881.8455539604585
1965,994700,889.3238253782785
1966,994700,881.4796970170825
1967,994700,882.0871854759903
1968,994700,907.1835783387137
1969,994700,899.5607693260495
1970,994700,899.7180906588
1971,994700,906.2282974749178
1972,994700,923.0812128370295
1973,994700,927.5320039116414
1974,994700,919.4425393915989
1975,994700,913.4283106744143
1976,994700,874.3525991460009
1977,994700,886.9580899608063
1978,994700,904.4027078189979
1979,994700,908.4789215597403
1980,994700,915.4968600970653
1981,994700,914.0378770972513
1982,994700,935.7903267806126
1983,994700,941.7182682157436
1984,994700,937.6867156675479
1985,994700,955.5419481457458
1986,994700,960.6742568821602
1987,994700,936.6775530886907
1988,994700,918.9461322205125
1989,994700,886.9479911140004
1990,994700,910.2257576400939
1991,994700,936.0898573450723
1992,994700,933.3849730989713
1993,994700,933.0661811892805
1994,994700,939.8601280165923
1995,994700,948.1273004496542
1996,994700,963.731105508706
1997,994700,968.7218993126996
1998,994700,941.1587677438986
1999,994700,940.401206061613
2000,994700,942.3976221204279
2001,994700,945.8016593527318
2002,994700,965.2458603512583
2003,994700,958.1381904686475
2004,994700,962.012289347533
2005,994700,943.5401520026975
2006,994700,941.297138324439
2007,994700,928.1396009829884
2008,994700,914.8263407313403
2009,994700,898.0344493561562
2010,994700,905.471304209674
2011,994700,897.8246921272753
2012,994700,892.5999740455478
2013,994700,898.3357387873491
2014,994700,932.5287863382515
2015,994700,937.3800337488543
1948,1872700,1000
1949,1872700,995.611910836314
1950,1872700,990.027214904456
1951,1872700,1011.6030461749274
1952,1872700,1001.973956153911
1953,1872700,1003.242083016714
1954,1872700,1014.8991488980728
1955,1872700,1015.9549775389237
1956,1872700,1004.7529710993344
1957,1872700,995.4312869814107
1958,1872700,985.4332375629087
1959,1872700,997.6730582967064
1960,1872700,1003.6028078728302
1961,1872700,998.5767173986063
1962,1872700,992.7778480623989
1963,1872700,971.7470270754972
1964,1872700,967.2520803932148
1965,1872700,972.0162745665444
1966,1872700,971.9808345018345
1967,1872700,974.1649369548484
1968,1872700,1003.858213614934
1969,1872700,993.3027640554474
1970,1872700,985.7948226868484
1971,1872700,989.9316801379441
1972,1872700,1009.3910021568493
1973,1872700,1013.8211590827531
1974,1872700,1011.4925372926998
1975,1872700,1008.4410265556361
1976,1872700,970.230550467689
1977,1872700,986.1077499614053
1978,1872700,993.1978618359211
1979,1872700,991.3392051734522
1980,1872700,997.7101305917728
1981,1872700,988.5715885455237
1982,1872700,1005.1741716028292
1983,1872700,1010.8073458893157
1984,1872700,1000.9619706366174
1985,1872700,1019.1607069948868
1986,1872700,1010.9342364027028
1987,1872700,998.4743259626588
1988,1872700,976.4035372181089
1989,1872700,953.0251759918477
1990,1872700,964.8020131335824
1991,1872700,992.9070827597989
1992,1872700,985.9674000234354
1993,1872700,982.4337799658998
1994,1872700,988.5361722477438
1995,1872700,994.9103186529301
1996,1872700,1021.2768612551743
1997,1872700,1023.7940538951385
1998,1872700,994.5631737234339
1999,1872700,995.8837691699343
2000,1872700,986.239151157643
2001,1872700,986.0803388208652
2002,1872700,997.1919349292845
2003,1872700,982.3255961199899
2004,1872700,970.9018109344137
2005,1872700,970.227608976449
2006,1872700,943.5013906612496
2007,1872700,925.3315944449866
2008,1872700,908.1509651778964
2009,1872700,881.5967565177667
2010,1872700,897.8852641738973
2011,1872700,887.9169611473021
2012,1872700,878.5531721396826
2013,1872700,895.4695725342939
2014,1872700,922.2969693960504
2015,1872700,933.7540972758795
1948,2454500,1000
1949,2454500,996.5276501081432
1950,2454500,1002.485435072798
1951,2454500,1040.0361144352487
1952,2454500,1041.3192530924275
1953,2454500,1057.1345626311588
1954,2454500,1080.5488660421456
1955,2454500,1084.203130412802
1956,2454500,1079.7795747593298
1957,2454500,1082.1173097528851
1958,2454500,1071.3098976393712
1959,2454500,1077.3232431482354
1960,2454500,1074.602059757746
1961,2454500,1068.234091092795
1962,2454500,1072.2599399280919
1963,2454500,1053.061002035156
1964,2454500,1048.9910179596188
1965,2454500,1071.872902576514
1966,2454500,1058.0636495355063
1967,2454500,1057.6117511492314
1968,2454500,1093.3324899329689
1969,2454500,1078.925516322979
1970,2454500,1089.4268029250634
1971,2454500,1100.0235419453127
1972,2454500,1109.6440539061343
1973,2454500,1116.1763828283877
1974,2454500,1105.5462614544426
1975,2454500,1108.6074193475886
1976,2454500,1069.892624169335
1977,2454500,1096.9613624565627
1978,2454500,1101.7808394992928
1979,2454500,1098.5926983544457
1980,2454500,1090.6541184944924
1981,2454500,1096.9886820104095
1982,2454500,1111.998640708456
1983,2454500,1130.5077506159653
1984,2454500,1144.353721259325
1985,2454500,1162.5683972016395
1986,2454500,1178.9208907945142
1987,2454500,1152.5918769519794
1988,2454500,1123.775646099031
1989,2454500,1108.7573905154068
1990,2454500,1106.4727632812821
1991,2454500,1130.0812577364409
1992,2454500,1119.9736758568588
1993,2454500,1113.228382787802
1994,2454500,1122.2656164754897
1995,2454500,1132.7136756167893
1996,2454500,1151.5821161400875
1997,2454500,1137.5120400454189
1998,2454500,1122.1609835671688
1999,2454500,1125.9856243250688
2000,2454500,1116.7637947774056
2001,2454500,1118.2430200901947
2002,2454500,1144.7576651786392
2003,2454500,1139.6972394290626
2004,2454500,1159.4793435763554
2005,2454500,1160.2345299572378
2006,2454500,1134.137040284596
2007,2454500,1118.687204407288
2008,2454500,1117.5594617148015
2009,2454500,1094.562641772835
2010,2454500,1115.5240748436318
2011,2454500,1112.9021071308136
2012,2454500,1101.9110799641378
2013,2454500,1103.1822555017004
2014,2454500,1143.9828065182273
2015,2454500,1160.5474559447587
1948,589800,1000
1949,589800,988.5409955070669
1950,589800,988.6300119272203
1951,589800,1013.7195853901487
1952,589800,1001.5738687490486
1953,589800,1002.834054871759
1954,589800,1009.3839105743433
1955,589800,995.3087576278851
1956,589800,988.0029835908456
1957,589800,978.5086326552756
1958,589800,960.909007548837
1959,589800,977.2002783323219
1960,589800,986.6682614746793
1961,589800,981.852015324517
1962,589800,974.9017830203264
1963,589800,950.3079740055695
1964,589800,955.3698046746948
1965,589800,965.3326680996595
1966,589800,954.8559340233917
1967,589800,960.8452526832892
1968,589800,979.7554903030425
1969,589800,972.395469148461
1970,589800,977.6430414437468
1971,589800,987.0046362305244
1972,589800,1000.7686593228997
1973,589800,1009.5283285325244
1974,589800,1007.1256559967804
1975,589800,1002.7579869505086
1976,589800,976.0951742024904
1977,589800,992.3668510741934
1978,589800,996.1060723247703
1979,589800,1006.240259885046
1980,589800,1007.7562973068115
1981,589800,1009.771034440896
1982,589800,1026.2673892647824
1983,589800,1038.4415533183026
1984,589800,1034.7785951546632
1985,589800,1054.6804738087296
1986,589800,1040.894622984577
1987,589800,1032.0655675757748
1988,589800,1026.2859856074813
1989,589800,1007.8240267128114
1990,589800,1009.5123857123181
1991,589800,1022.4609681036
1992,589800,1023.5520354228173
1993,589800,1018.466280455552
1994,589800,1011.5138232970876
1995,589800,1019.6774958468837
1996,589800,1035.7843765482228
1997,589800,1028.99735364304
1998,589800,1001.7863836997416
1999,589800,1018.6807553377937
2000,589800,1010.5491968340416
2001,589800,1008.4324571020852
2002,589800,1018.6567536658749
2003,589800,1005.8489093569958
2004,589800,1005.2784621548869
2005,589800,1002.5767387137133
2006,589800,996.3188744151263
2007,589800,967.6314124662711
2008,589800,951.3265353397901
2009,589800,936.0640318786931
2010,589800,947.362893751641
2011,589800,932.7057554055505
2012,589800,907.0159463740424
2013,589800,906.1626063775768
2014,589800,917.6945053585167
2015,589800,932.4969519929583
1948,42800,1000
1949,42800,977.0517478426406
1950,42800,973.7284975851423
1951,42800,982.6955631137415
1952,42800,980.1943330498207
1953,42800,955.3810550908553
1954,42800,961.6181287856733
1955,42800,939.6879108190079
1956,42800,932.0746576697759
1957,42800,908.4302808819853
1958,42800,873.8216046996383
1959,42800,877.9448216624199
1960,42800,888.7744658202195
1961,42800,884.2345013976391
1962,42800,860.5610668860015
1963,42800,832.7562140568725
1964,42800,822.3059236478107
1965,42800,840.9219845440825
1966,42800,821.1649796210718
1967,42800,812.1286676900843
1968,42800,805.0913792852738
1969,42800,795.5324928539445
1970,42800,794.9806106257105
1971,42800,793.8634174349949
1972,42800,805.8888123529833
1973,42800,814.0468234290295
1974,42800,816.9460067909006
1975,42800,808.4560967950719
1976,42800,782.951331313738
1977,42800,795.2261194360133
1978,42800,803.3992573337206
1979,42800,799.2641496687448
1980,42800,801.3538543603908
1981,42800,807.6306861668131
1982,42800,826.1208879318078
1983,42800,837.0980027515325
1984,42800,859.4347869514163
1985,42800,877.4182140055981
1986,42800,901.549693045185
1987,42800,900.2113107174172
1988,42800,877.0987398201903
1989,42800,860.150488646191
1990,42800,872.8621459709427
1991,42800,882.7369726060539
1992,42800,870.4690354061177
1993,42800,877.1499339413044
1994,42800,858.0177982836299
1995,42800,847.1781528766244
1996,42800,846.8697035543097
1997,42800,841.5375009289876
1998,42800,832.9287702862804
1999,42800,839.6801962207775
2000,42800,845.2848681301814
2001,42800,848.2964305351909
2002,42800,838.3970381698499
2003,42800,837.1729166428076
2004,42800,855.3489654842241
2005,42800,833.8032075701113
2006,42800,838.2685573538699
2007,42800,817.9355548729754
2008,42800,831.3878886965998
2009,42800,830.9437651525723
2010,42800,829.3356719381986
2011,42800,827.5206678834227
2012,42800,804.041758040681
2013,42800,818.698203700107
2014,42800,828.6806115374924
2015,42800,828.5535262268381
1948,2498800,1000
1949,2498800,993.6840684614498
1950,2498800,985.6720669746591
1951,2498800,1014.4250242305558
1952,2498800,1008.2453562308673
1953,2498800,1011.3392228738664
1954,2498800,1024.51597012848
1955,2498800,1013.8426610833502
1956,2498800,1006.6029150283365
1957,2498800,1011.8164156147736
1958,2498800,991.8692064489651
1959,2498800,993.9541223126889
1960,2498800,987.2913803807967
1961,2498800,981.1448166277015
1962,2498800,989.2560034089247
1963,2498800,972.4691207961716
1964,2498800,961.0682050414277
1965,2498800,984.7999878732836
1966,2498800,966.0105287323181
1967,2498800,959.9396306163877
1968,2498800,992.9876792193741
1969,2498800,970.9592649400674
1970,2498800,987.5368017940887
1971,2498800,994.7682626673361
1972,2498800,1000.1662727024295
1973,2498800,1000.2397812962366
1974,2498800,981.4295630385758
1975,2498800,1005.7207480409196
1976,2498800,969.8654510545848
1977,2498800,995.5506393664215
1978,2498800,1003.32715262247
1979,2498800,1008.1020562605519
1980,2498800,1009.3526986340111
1981,2498800,1029.0141203486087
1982,2498800,1037.8292045512399
1983,2498800,1043.981060747581
1984,2498800,1052.623277354727
1985,2498800,1075.1643310496613
1986,2498800,1085.599099484467
1987,2498800,1058.0899868900717
1988,2498800,1029.6317073599548
1989,2498800,1014.1172861144674
1990,2498800,1020.4289604190246
1991,2498800,1050.1791566368956
1992,2498800,1041.8552912829555
1993,2498800,1052.4392708267499
1994,2498800,1055.1770527193619
1995,2498800,1071.808450529963
1996,2498800,1079.3582514479774
1997,2498800,1073.3226256067464
1998,2498800,1076.4046796753141
1999,2498800,1071.6807289830397
2000,2498800,1056.535289073766
2001,2498800,1074.8596620439566
2002,2498800,1096.4837282941614
2003,2498800,1088.345751047225
2004,2498800,1095.0785570606465
2005,2498800,1091.7083596398827
2006,2498800,1073.8186709242675
2007,2498800,1063.9955161002777
2008,2498800,1048.759416910807
2009,2498800,1018.6609643136238
2010,2498800,1041.646873964859
2011,2498800,1028.470874172072
2012,2498800,1013.0704205107539
2013,2498800,1002.7582289244662
2014,2498800,1016.3649820795443
2015,2498800,1025.3621010597512
1948,2452400,1000
1949,2452400,993.8395538252845
1950,2452400,993.9810974426754
1951,2452400,1024.9066694569335
1952,2452400,1018.7339280259561
1953,2452400,1029.7279424443634
1954,2452400,1043.1112418196376
1955,2452400,1046.2786558486303
1956,2452400,1029.1127788730919
1957,2452400,1023.3592577338151
