dat$Date,dat$WBIC,2.5%,50%,97.5%
1967-02-15,1858200,6140.175013602033,6175.272516912841,6209.28060325475
1967-02-16,1858200,6140.056137766973,6175.103347282921,6209.304565429546
1967-02-17,1858200,6139.962978164579,6175.051428972427,6209.206231180382
1967-02-18,1858200,6138.977357719152,6174.130415934115,6208.325799214406
1967-02-19,1858200,6140.216135823383,6175.624961336316,6209.755238165448
1967-02-20,1858200,6138.60515685994,6174.037489716847,6207.934184005746
1967-02-21,1858200,6137.041991605459,6172.5931039818715,6206.392673520251
1967-02-22,1858200,6135.593907501909,6171.034535991508,6204.974255922617
1967-02-23,1858200,6136.276934041303,6171.677634053334,6205.500510450055
1967-02-24,1858200,6134.668432990804,6170.092532987301,6204.015865594954
1967-02-25,1858200,6133.034025482257,6168.367041440274,6202.358157252104
1967-02-26,1858200,6131.242949940219,6166.513039835758,6200.669506968426
1967-02-27,1858200,6129.730645412286,6164.8498744439685,6199.149491893724
1967-02-28,1858200,6128.197445759638,6163.4339156893075,6197.60429753226
1967-03-01,1858200,6126.831341284009,6161.939534822338,6196.330129067019
1967-03-02,1858200,6125.435470058853,6160.422532781517,6194.749800240079
1967-03-03,1858200,6124.053407708614,6159.055381806962,6193.360338837562
1967-03-04,1858200,6122.605326486697,6157.625103888918,6191.927274480973
1967-03-05,1858200,6121.134187412884,6156.046401326818,6190.490610928129
1967-03-06,1858200,6119.699110515432,6154.552090518506,6188.923373235986
1967-03-07,1858200,6118.081170984441,6152.982076941842,6187.382815897428
1967-03-08,1858200,6116.420720334876,6151.347777902089,6185.6994513952
1967-03-09,1858200,6114.814803412564,6149.725145248088,6184.06263324787
1967-03-10,1858200,6113.339597029528,6148.12647733041,6182.553425530419
1967-03-11,1858200,6111.662734869525,6146.527622679325,6180.998333649486
1967-03-12,1858200,6109.840682635955,6144.562651187312,6179.142267343014
1967-03-13,1858200,6108.271794594497,6142.874988751404,6177.595770664919
1967-03-14,1858200,6106.6813811977345,6141.487898527871,6176.072651303037
1967-03-15,1858200,6105.285739841305,6140.0348018213335,6174.397935346542
1967-03-16,1858200,6104.82105501122,6139.605483779787,6173.956439584693
1967-03-17,1858200,6103.50011651507,6138.3328692023715,6172.828736722507
1967-03-18,1858200,6101.637627909054,6136.4333198114855,6171.00817964306
1967-03-19,1858200,6099.742515189778,6134.602304733933,6169.296721449362
1967-03-20,1858200,6102.973117256093,6137.9099283127725,6172.671884580226
1967-03-21,1858200,6105.4974735997675,6140.15218925754,6175.190237010795
1967-03-22,1858200,6103.6394545216235,6138.4433848317585,6173.295342355144
1967-03-23,1858200,6101.725603584788,6136.697446638675,6171.55581085896
1967-03-24,1858200,6099.989918305567,6134.950783717115,6169.8477083469115
1967-03-25,1858200,6098.05950446649,6133.312668814326,6168.021072859023
1967-03-26,1858200,6106.013339979421,6141.2494391025,6175.2722712523455
1967-03-27,1858200,6108.262300895634,6143.642588016555,6177.446969345476
1967-03-28,1858200,6106.250131479363,6141.697250570814,6175.519154754889
1967-03-29,1858200,6104.228882532337,6139.45804607072,6173.39959747855
1967-03-30,1858200,6103.054625441395,6138.372309076389,6172.228706039123
1967-03-31,1858200,6103.2993126541205,6138.763573457954,6172.348668239727
1967-04-01,1858200,6101.8428771044955,6137.275240501292,6170.98109782231
1967-04-02,1858200,6117.005575907133,6152.2801513753375,6187.0702978942045
1967-04-03,1858200,6114.905041083499,6150.225120928795,6185.0317701998265
1967-04-04,1858200,6112.797026297423,6148.108107166553,6182.864131450481
1967-04-05,1858200,6111.022605550492,6146.273510166075,6181.073533386661
1967-04-06,1858200,6120.573113942326,6155.929031211961,6190.5673161352215
1967-04-07,1858200,6123.15150601526,6158.415463010684,6193.226193122198
1967-04-08,1858200,6121.078231531079,6156.1093462733525,6190.98893407618
1967-04-09,1858200,6120.534392803616,6155.492080993286,6190.482243726721
1967-04-10,1858200,6119.023868122885,6153.988796940872,6189.1020890010805
1967-04-11,1858200,6117.357304073244,6152.310705235469,6187.492861221544
1967-04-12,1858200,6115.081083984336,6150.054003137417,6185.213835882134
1967-04-13,1858200,6114.338982719563,6149.336382124053,6184.479954127828
1967-04-14,1858200,6119.428772082452,6154.628714344431,6189.537719132215
1967-04-15,1858200,6122.514004532292,6157.704678914613,6192.680091901486
1967-04-16,1858200,6125.10959697717,6160.328960270432,6195.389065744732
1967-04-17,1858200,6126.041693883233,6161.227460242548,6196.254676850445
1967-04-18,1858200,6125.178347295163,6160.373167695753,6195.291033866626
1967-04-19,1858200,6123.5732891221505,6158.9240310299065,6193.726219090237
1967-04-20,1858200,6121.481692322261,6156.745033555704,6191.6551646754515
1967-04-21,1858200,6122.542964032908,6157.954792055131,6192.791476113594
1967-04-22,1858200,6121.123931656637,6156.518506174083,6191.32498837581
1967-04-23,1858200,6119.825079822276,6155.041149476527,6189.878982151056
1967-04-24,1858200,6117.673839881179,6152.931182603111,6187.874829950148
1967-04-25,1858200,6115.340832608472,6150.666361019501,6185.620950338524
1967-04-26,1858200,6113.386330543758,6148.788203127182,6183.844206723249
1967-04-27,1858200,6111.825989003715,6147.170574518163,6182.2133415755725
1967-04-28,1858200,6110.167729837747,6145.5632127707395,6180.459509926311
1967-04-29,1858200,6108.613168500381,6144.100401328164,6178.961859446156
1967-04-30,1858200,6109.5021801741095,6145.0527164800305,6180.006971100725
1967-05-01,1858200,6116.774161199072,6152.120903102597,6187.49871311213
1967-05-02,1858200,6116.142808271987,6151.322983084968,6186.601747818406
1967-05-03,1858200,6114.488073702942,6149.672011878738,6185.0123705293845
1967-05-04,1858200,6112.702430252289,6147.864263690097,6183.199871268513
1967-05-05,1858200,6110.826490244488,6146.026545715544,6181.348812417443
1967-05-06,1858200,6109.080000337659,6144.278071395276,6179.466541622274
1967-05-07,1858200,6112.097123117403,6147.095235016095,6182.29746137381
1967-05-08,1858200,6112.463861151296,6147.354227922415,6182.633390874873
1967-05-09,1858200,6111.013626702026,6145.886206174943,6181.111161889667
1967-05-10,1858200,6115.89397572472,6150.98523876413,6185.930068465397
1967-05-11,1858200,6125.572224856232,6160.832626952551,6195.397462874296
1967-05-12,1858200,6123.5726672132005,6158.805331402829,6193.303210852794
1967-05-13,1858200,6120.871177514504,6156.081793384739,6190.590606946272
1967-05-14,1858200,6117.115169822593,6152.244635446198,6186.569540989561
1967-05-15,1858200,6112.332348960625,6147.476574991699,6181.578785065816
1967-05-16,1858200,6108.172905241972,6143.24035411787,6177.40533305315
1967-05-17,1858200,6104.490276035434,6139.460405264012,6173.60187863737
1967-05-18,1858200,6100.915373191385,6135.770782926953,6169.688541611415
1967-05-19,1858200,6097.980184505857,6132.825344994662,6167.041201109043
1967-05-20,1858200,6093.933645774385,6128.847483761381,6162.9974880908485
1967-05-21,1858200,6092.080931025078,6127.21088850836,6161.325737301218
1967-05-22,1858200,6086.315275408235,6121.362005434661,6155.66273162517
1967-05-23,1858200,6086.12204159927,6121.2679082395525,6155.537711232313
1967-05-24,1858200,6083.44556101456,6118.546616549895,6152.8166853171915
1967-05-25,1858200,6080.61745022227,6115.758499969041,6149.8961219170305
1967-05-26,1858200,6076.835826055574,6111.956431509832,6145.924388865444
1967-05-27,1858200,6074.054520420823,6109.271055949061,6143.400943251972
1967-05-28,1858200,6071.3456976997,6106.573779002461,6140.685090948749
1967-05-29,1858200,6067.083682491507,6102.228808282713,6136.441583327021
1967-05-30,1858200,6062.457942273117,6097.5429570588,6132.084724031909
1967-05-31,1858200,6058.149594745653,6092.6981599282335,6127.799252039992
1967-06-01,1858200,6053.898596584397,6088.3957010861495,6123.4800775235335
1967-06-02,1858200,6049.577173223518,6083.933863447626,6119.36234364283
1967-06-03,1858200,6044.925839152342,6079.248522676886,6114.680607525569
1967-06-04,1858200,6042.161865817179,6076.510777482637,6111.97151435113
1967-06-05,1858200,6052.721767025076,6087.410927230632,6122.831368155335
1967-06-06,1858200,6054.075443478754,6088.700690636548,6124.069316889957
1967-06-07,1858200,6061.911971621872,6096.500953352438,6132.1491365245165
1967-06-08,1858200,6078.322871246968,6113.882362654492,6149.14850801327
1967-06-09,1858200,6076.331042378904,6111.800702532821,6146.932323161165
1967-06-10,1858200,6083.0885143812175,6118.862131925287,6154.205162194267
1967-06-11,1858200,6094.633783304457,6129.963696639288,6165.955347292486
1967-06-12,1858200,6108.221376817511,6143.08457855917,6179.384870074051
1967-06-13,1858200,6109.644643383466,6144.8701406844975,6181.030809209369
1967-06-14,1858200,6121.8828209555195,6156.535307938222,6193.122378696062
1967-06-15,1858200,6142.064499805321,6177.315131954569,6215.4735738859035
1967-06-16,1858200,6160.252535260299,6195.339440617838,6233.869189719261
1967-06-17,1858200,6156.68030988106,6191.61455665263,6229.998511681073
1967-06-18,1858200,6153.688314525381,6188.719060774498,6226.950397336781
1967-06-19,1858200,6159.29482170789,6194.727291725991,6233.279445249576
1967-06-20,1858200,6165.024460637958,6200.528800756111,6238.726591237697
1967-06-21,1858200,6163.732528824985,6199.338364362578,6237.502114518627
1967-06-22,1858200,6162.861673322723,6198.518906400321,6236.707162842644
1967-06-23,1858200,6165.577651839434,6201.226616093661,6239.5790928707265
1967-06-24,1858200,6162.006094429934,6197.6369078249045,6236.105650653171
1967-06-25,1858200,6159.275851644825,6194.9064832550785,6233.443351784055
1967-06-26,1858200,6156.626677208489,6192.35959577887,6230.806879052092
1967-06-27,1858200,6160.308333813138,6196.143133513059,6234.541163083411
1967-06-28,1858200,6163.082744383276,6199.100013568006,6237.3142203353555
1967-06-29,1858200,6162.025470788329,6198.135882117662,6236.361773791583
1967-06-30,1858200,6159.2027048281525,6195.275029321865,6233.454972920347
1967-07-01,1858200,6160.1721380463205,6196.189597112021,6234.481377523734
1967-07-02,1858200,6162.867411743105,6198.822522559573,6236.977626352426
1967-07-03,1858200,6160.324001267452,6196.276520318177,6234.413812384782
1967-07-04,1858200,6156.035087311386,6192.128740569753,6230.17038788731
1967-07-05,1858200,6151.589633294614,6187.546081367604,6225.580231981324
1967-07-06,1858200,6148.2493074674885,6184.1102595502425,6222.224779623624
1967-07-07,1858200,6145.478446950714,6181.123001319702,6219.423262681781
1967-07-08,1858200,6146.774968171969,6182.357076135222,6220.537553372144
1967-07-09,1858200,6143.5414203261225,6179.018024252013,6217.195052615978
1967-07-10,1858200,6141.418665402671,6176.957806034534,6214.787121506402
1967-07-11,1858200,6139.230519685523,6174.653452146135,6212.378844858431
1967-07-12,1858200,6135.612748779049,6171.171394321309,6209.065675519607
1967-07-13,1858200,6129.2948461615615,6165.127849230463,6202.81768182447
1967-07-14,1858200,6124.163403518885,6159.676255952684,6197.351119661793
1967-07-15,1858200,6118.04046324682,6153.666812682615,6191.434799063483
1967-07-16,1858200,6116.308975981157,6151.834203031611,6189.605654475568
1967-07-17,1858200,6115.23214979888,6150.649948075379,6188.384078119503
1967-07-18,1858200,6109.032181293902,6144.592339010789,6182.52990455607
1967-07-19,1858200,6103.887998783677,6139.127868993599,6177.21956735939
1967-07-20,1858200,6100.272855030042,6135.540904812086,6173.635476553907
1967-07-21,1858200,6097.546627090469,6132.71744978266,6170.976996144522
1967-07-22,1858200,6106.179352967476,6141.279876672381,6179.697478261769
1967-07-23,1858200,6114.683491050255,6149.940868732036,6188.717129104484
1967-07-24,1858200,6110.464451240092,6145.577484008262,6184.222587185872
1967-07-25,1858200,6103.947762362402,6139.275950793105,6178.0391120213535
1967-07-26,1858200,6099.912075669871,6135.3720426022755,6174.048388778632
1967-07-27,1858200,6096.972944361435,6132.147615240169,6170.7082708712405
1967-07-28,1858200,6093.484155670248,6128.5970369188435,6167.176722629658
1967-07-29,1858200,6090.6420560724355,6125.546978923831,6164.1107872370185
1967-07-30,1858200,6086.8442607884845,6121.918972720469,6160.462734127699
1967-07-31,1858200,6082.50417159182,6117.573556616256,6156.035113583142
1967-08-01,1858200,6105.434403503476,6139.220472806294,6178.350030647871
1967-08-02,1858200,6118.938424692582,6152.677487089635,6192.368562042953
1967-08-03,1858200,6118.269220380042,6151.953776712451,6191.588035487694
1967-08-04,1858200,6114.0720973884345,6147.852772888931,6187.3530315514745
1967-08-05,1858200,6110.277431478147,6144.231889641069,6183.705908311131
1967-08-06,1858200,6113.826099032747,6147.574251336741,6186.796590656628
1967-08-07,1858200,6118.570719517913,6152.657463752146,6191.846434180985
1967-08-08,1858200,6115.284997200436,6149.609789936253,6188.7215653020785
1967-08-09,1858200,6115.687507145333,6150.125165092592,6189.21192262417
1967-08-10,1858200,6111.656964060363,6146.003785762534,6185.241938298846
1967-08-11,1858200,6106.708992128109,6141.518419682323,6180.081831822015
1967-08-12,1858200,6102.750700136773,6137.610314613142,6176.07122200975
1967-08-13,1858200,6098.8313026855985,6133.7484986359195,6172.2502111158465
1967-08-14,1858200,6093.86667018829,6128.974067985178,6167.612204564088
1967-08-15,1858200,6088.7750382581435,6124.021852910469,6162.513622403209
1967-08-16,1858200,6083.966425660374,6119.413891463118,6157.580092435617
1967-08-17,1858200,6083.701534679003,6119.101091539082,6157.446148764284
1967-08-18,1858200,6085.848823965311,6121.19829475778,6159.736508678474
1967-08-19,1858200,6082.026917417439,6117.50912642937,6155.635446116853
1967-08-20,1858200,6078.2974224419995,6114.019819551057,6152.054063452715
1967-08-21,1858200,6074.720504995588,6110.51468582185,6148.474770410376
1967-08-22,1858200,6070.263113426509,6105.758026662217,6143.843907476793
1967-08-23,1858200,6070.232631122986,6105.782788695163,6143.892622868798
1967-08-24,1858200,6068.019232364125,6103.422707463442,6141.721051795743
1967-08-25,1858200,6066.204607452281,6101.573914498327,6139.778993564869
1967-08-26,1858200,6105.564735285472,6140.249961995717,6180.999209154288
1967-08-27,1858200,6106.445409801008,6141.165962272871,6181.902881941005
1967-08-28,1858200,6100.62909254821,6135.309950608587,6175.848494082957
1967-08-29,1858200,6099.322776333989,6133.93040043675,6174.439327464374
1967-08-30,1858200,6095.790003146543,6130.228616167572,6171.055656977111
1967-08-31,1858200,6091.076747601036,6125.548188335577,6166.3584329584355
1967-09-01,1858200,6084.314575684729,6119.138641698756,6159.682613350264
1967-09-02,1858200,6077.519550186973,6112.258229008681,6152.677095418136
1967-09-03,1858200,6071.631778477339,6106.620594325721,6146.62060111581
1967-09-04,1858200,6067.90248366058,6102.82627757893,6142.900150644051
1967-09-05,1858200,6064.630947049687,6099.42970067611,6139.684063142517
1967-09-06,1858200,6059.944110757533,6094.429331239263,6134.855676723366
1967-09-07,1858200,6055.762782716342,6090.501964167493,6130.831125768818
1967-09-08,1858200,6053.112997858561,6087.7066516442155,6127.991054995804
1967-09-09,1858200,6050.358530676674,6084.912715177832,6125.172229323445
1967-09-10,1858200,6045.649082864682,6080.039217090587,6120.169240526928
1967-09-11,1858200,6041.131976845189,6075.381199801441,6115.546583533351
1967-09-12,1858200,6036.491971818379,6070.861060409628,6111.202578821302
1967-09-13,1858200,6044.263950751849,6078.6467389016525,6119.269904552937
1967-09-14,1858200,6060.698518447561,6095.782569066601,6136.788677202787
1967-09-15,1858200,6061.6643716584595,6096.616133651084,6137.6380754060365
1967-09-16,1858200,6059.724723297921,6094.633134016023,6135.754763149603
1967-09-17,1858200,6057.082415508992,6092.109870614886,6133.439633422287
1967-09-18,1858200,6054.62703280485,6089.764693611285,6131.151551216489
1967-09-19,1858200,6052.087724470821,6087.366145237891,6128.793069393773
1967-09-20,1858200,6049.597582727709,6085.0009486904455,6126.212216790722
1967-09-21,1858200,6047.933102638079,6083.483853431855,6124.59867910796
1967-09-22,1858200,6044.731136637973,6080.192551863381,6121.104959366052
1967-09-23,1858200,6040.346581098368,6075.7247806914,6116.551050844138
1967-09-24,1858200,6035.067362869916,6070.376699058335,6111.235145262695
1967-09-25,1858200,6030.065899970683,6065.451884831164,6106.149255527071
1967-09-26,1858200,6026.569289570789,6061.75540286614,6102.5292381387035
1967-09-27,1858200,6023.190272521288,6058.395116025024,6098.902881642065
1967-09-28,1858200,6019.981001774366,6054.862234682532,6095.3750086407435
1967-09-29,1858200,6016.625357688529,6051.830636525981,6092.3935306958465
1967-09-30,1858200,6013.631247964129,6048.803034979512,6089.473791489013
1967-10-01,1858200,6010.710393183475,6045.737420530304,6086.4737796753
1967-10-02,1858200,6007.9125296613165,6042.99226635632,6083.603598375387
1967-10-03,1858200,6006.187572286755,6041.385028940845,6081.967878561867
1967-10-04,1858200,6004.518278235284,6039.824194023295,6080.30120619335
1967-10-05,1858200,6002.629493466449,6037.825691639351,6078.44340796257
1967-10-06,1858200,5999.448652193863,6034.668748441145,6075.137501930705
1967-10-07,1858200,6003.313200560643,6038.61434262205,6078.936468135569
1967-10-08,1858200,6009.793284387826,6044.833284481505,6085.279651775334
1967-10-09,1858200,6008.707526784372,6043.6519065165085,6083.998346793875
1967-10-10,1858200,6006.381940571734,6041.529651187606,6081.877965214537
1967-10-11,1858200,6003.540248663741,6038.720767871334,6078.790059886991
1967-10-12,1858200,6001.697989380935,6036.880776558895,6076.900873766173
1967-10-13,1858200,6000.466060054111,6035.56346227448,6075.497330547027
1967-10-14,1858200,6001.346683070164,6036.640422495028,6076.331994266326
1967-10-15,1858200,6001.9695659036915,6037.334173660121,6077.070070739221
1967-10-16,1858200,5999.899135869786,6035.218439873199,6074.935039809046
1967-10-17,1858200,5997.436450403513,6032.741290270686,6072.4361656307865
1967-10-18,1858200,5994.841547248381,6030.018881116556,6070.072205679209
1967-10-19,1858200,5993.002012386512,6027.986158901731,6068.0250438770845
1967-10-20,1858200,5990.850055938727,6026.005795946467,6065.944703242052
1967-10-21,1858200,5988.489804158087,6023.848039235016,6063.6272103522515
1967-10-22,1858200,5985.815950465661,6021.044543247477,6060.7148968478905
1967-10-23,1858200,5983.380708156567,6018.405946941076,6058.204463186546
1967-10-24,1858200,5987.786576111772,6022.943250543587,6062.83859918719
1967-10-25,1858200,5986.327820293493,6021.41575712858,6061.436065185486
1967-10-26,1858200,5984.110216487981,6019.256570883068,6059.2576164807815
1967-10-27,1858200,5981.098715542688,6016.308080779345,6056.0016331610705
1967-10-28,1858200,5977.8885550226205,6012.972724104879,6052.421840576648
1967-10-29,1858200,5985.53974144556,6020.998268304762,6060.378784666576
1967-10-30,1858200,5988.151125051829,6023.5969914315665,6063.001991927728
1967-10-31,1858200,5985.909610392195,6021.239439333727,6060.813987470557
1967-11-01,1858200,5984.351040324816,6019.572677307317,6059.383090225917
1967-11-02,1858200,5982.930816725266,6018.14764496622,6057.953317617811
1967-11-03,1858200,5981.290131466152,6016.50336415303,6056.3455377304545
1967-11-04,1858200,5978.651995369795,6014.057258138524,6053.859878524587
1967-11-05,1858200,5976.808532286149,6012.004231099121,6051.76358279078
1967-11-06,1858200,5974.68595066373,6009.846368194863,6049.596070328889
1967-11-07,1858200,5972.069904718721,6007.167694808588,6046.9667714782445
1967-11-08,1858200,5969.373475058245,6004.642633061201,6044.285358378605
1967-11-09,1858200,5966.901332784017,6002.307626137999,6041.913156434401
1967-11-10,1858200,5965.283683910397,6000.623239852455,6040.257201044371
1967-11-11,1858200,5963.82192707831,5999.224719709227,6038.810027520724
1967-11-12,1858200,5962.408647862022,5997.862764766832,6037.33106104581
1967-11-13,1858200,5960.970469545471,5996.488118485545,6035.885303548552
1967-11-14,1858200,5959.251375164783,5994.879209570677,6034.133225568472
1967-11-15,1858200,5957.316471135751,5993.010771728645,6032.346116210288
1967-11-16,1858200,5956.483818170238,5992.14139619203,6031.572427258903
1967-11-17,1858200,5954.643786846858,5990.395391733906,6029.845535516681
1967-11-18,1858200,5954.366201844126,5990.091938292639,6029.436642311137
1967-11-19,1858200,5952.9026162667815,5988.703713704566,6028.223815634752
1967-11-20,1858200,5951.154068450858,5986.828995252118,6026.326266690019
1967-11-21,1858200,5949.255194893965,5985.074650782621,6024.4261471136215
1967-11-22,1858200,5947.916223014165,5983.965362786796,6023.205539804129
1967-11-23,1858200,5946.448954151205,5982.352893775644,6021.5925841113885
1967-11-24,1858200,5944.637641329022,5980.595383122072,6019.848813240453
1967-11-25,1858200,5942.844735275219,5978.833870656932,6018.138239001388
1967-11-26,1858200,5941.04728694744,5977.078341707182,6016.37218092684
1967-11-27,1858200,5939.188998992034,5975.154811434052,6014.5012023887175
1967-11-28,1858200,5937.329959907045,5973.257485170451,6012.538557361564
1967-11-29,1858200,5935.254300929145,5971.152823729021,6010.488439216622
1967-11-30,1858200,5933.22576525092,5969.176869505807,6008.52411332368
1967-12-01,1858200,5931.3997440113435,5967.419474574763,6006.617461794871
1967-12-02,1858200,5929.854767952808,5965.857608826868,6005.07413559982
1967-12-03,1858200,5928.400183062373,5964.3642281566135,6003.642411145225
1967-12-04,1858200,5926.92250777709,5962.835324309702,6002.344620731699
1967-12-05,1858200,5925.612321502365,5961.369330468955,6000.839366009789
1967-12-06,1858200,5924.055908049444,5959.88696016295,5999.179824134585
1967-12-07,1858200,5922.783804790264,5958.797380651735,5998.133895840752
1967-12-08,1858200,5921.33551658179,5957.381002868648,5996.7225011387145
1967-12-09,1858200,5919.918502057568,5955.982187433289,5995.309336967573
1967-12-10,1858200,5918.552784030731,5954.5575454105,5993.812563976922
1967-12-11,1858200,5916.984360455483,5952.963854909373,5992.196709361537
1967-12-12,1858200,5915.899049910101,5951.874007960741,5991.06923182836
1967-12-13,1858200,5914.446643838168,5950.271178305037,5989.612824122121
1967-12-14,1858200,5912.924487096499,5948.748995723681,5988.096269351332
1967-12-15,1858200,5911.0091898100145,5947.205091557025,5986.304144293456
1967-12-16,1858200,5909.113039323416,5945.407056995726,5984.3559404600155
1967-12-17,1858200,5910.214920901691,5946.4238698997615,5985.129803888276
1967-12-18,1858200,5908.679271889825,5944.9058308346785,5983.643367889584
1967-12-19,1858200,5907.220891164777,5943.382244749648,5982.151457106345
1967-12-20,1858200,5905.843342351193,5941.892445844723,5980.689131534502
1967-12-21,1858200,5906.608144711872,5942.745148922038,5981.577485230447
1967-12-22,1858200,5905.29504826576,5941.41701374589,5980.093592894256
1967-12-23,1858200,5903.763929443252,5940.034794509549,5978.560893417448
1967-12-24,1858200,5903.294811992286,5939.577014472849,5978.083606421962
1967-12-25,1858200,5902.451380714858,5938.700506164861,5977.326068610968
1967-12-26,1858200,5900.496837776918,5936.776570775457,5975.1494329217
1967-12-27,1858200,5898.55700372355,5934.76897867515,5973.220082387057
1967-12-28,1858200,5896.3435142746075,5932.822442720114,5971.192830777254
1967-12-29,1858200,5894.612398364985,5931.129798537595,5969.526829321265
1967-12-30,1858200,5892.65961957885,5929.2234679621915,5967.448842430738
1967-12-31,1858200,5890.817519596181,5927.416536677383,5965.58913996021
1968-01-01,1858200,5889.915704483281,5926.397258102894,5964.646220319055
1968-01-02,1858200,5887.63842384983,5924.11698602632,5962.4547750185875
1968-01-03,1858200,5885.474133709762,5921.910813938988,5960.319371674812
1968-01-04,1858200,5883.544804339155,5920.082856296489,5958.460405077763
1968-01-05,1858200,5884.122674634707,5920.781663478605,5959.289297184357
1968-01-06,1858200,5882.186038264703,5918.821876095319,5957.379215346871
1968-01-07,1858200,5880.27312971943,5917.105465819131,5955.42481066091
1968-01-08,1858200,5878.480729830045,5915.271184323773,5953.411964678991
1968-01-09,1858200,5877.258838289628,5914.144683835034,5952.171400869035
1968-01-10,1858200,5875.583178643052,5912.518768247398,5950.633121804997
1968-01-11,1858200,5873.825038247676,5910.827559511941,5948.67287935666
1968-01-12,1858200,5873.945427657696,5910.95326084712,5948.866323489801
1968-01-13,1858200,5873.286051978246,5910.2543981515955,5948.262787088613
1968-01-14,1858200,5871.71494082818,5908.676440428779,5946.753872462213
1968-01-15,1858200,5870.196524915897,5907.078596534151,5945.1852560018715
1968-01-16,1858200,5868.519638822283,5905.507647633027,5943.641834130713
1968-01-17,1858200,5866.990983737358,5903.947772185788,5942.079733345296
1968-01-18,1858200,5865.422625250872,5902.415505248633,5940.492651853558
1968-01-19,1858200,5864.0138012785,5900.944673283178,5939.013216120366
1968-01-20,1858200,5862.610847968828,5899.468091697541,5937.733324079605
1968-01-21,1858200,5861.234609474466,5898.119200354946,5936.230819685639
1968-01-22,1858200,5859.766981083163,5896.731614382169,5934.811189702673
1968-01-23,1858200,5858.357420837198,5895.186551878345,5933.472654866186
1968-01-24,1858200,5857.402894777101,5894.3113487523515,5932.655447432254
1968-01-25,1858200,5856.448880959627,5893.4058622783205,5931.732111384456
1968-01-26,1858200,5855.032140190839,5891.919683827385,5930.223021437758
1968-01-27,1858200,5856.660559123966,5893.588890866316,5931.901355674785
1968-01-28,1858200,5857.006408112196,5893.891313588332,5932.17337077909
1968-01-29,1858200,5858.050344015752,5894.967482416347,5933.203352696616
1968-01-30,1858200,5856.657869400824,5893.543866082015,5931.752829427334
1968-01-31,1858200,5855.196262815416,5892.06088908966,5930.236779295067
1968-02-01,1858200,5853.7480487009,5890.621255977951,5928.856150729747
1968-02-02,1858200,5854.1753611589575,5891.157820303649,5929.30885756915
1968-02-03,1858200,5852.809582414797,5889.71566902379,5927.849532818585
1968-02-04,1858200,5851.244438100714,5888.292944318071,5926.342196207595
1968-02-05,1858200,5849.768758959221,5886.7233966110325,5924.735245212757
1968-02-06,1858200,5848.8183441865385,5885.897166820676,5923.8907700428745
1968-02-07,1858200,5847.355858688743,5884.470284939034,5922.433735751982
1968-02-08,1858200,5846.039381994555,5883.048757254851,5921.0377438829855
1968-02-09,1858200,5844.435314978035,5881.5921013005645,5919.450559995648
1968-02-10,1858200,5842.779926078973,5879.960928778071,5917.91338803404
1968-02-11,1858200,5841.004817181512,5878.245296118248,5916.00021105157
1968-02-12,1858200,5839.175563629477,5876.514662501986,5914.262571649692
1968-02-13,1858200,5837.467313461248,5874.734128977623,5912.61549809512
1968-02-14,1858200,5835.631285636804,5872.90832321477,5910.949671965915
1968-02-15,1858200,5834.110566398291,5871.417096114739,5909.442300436562
1968-02-16,1858200,5832.420476464413,5869.738746985939,5907.678904127379
1968-02-17,1858200,5830.644741556555,5867.988723935156,5906.061207904498
1968-02-18,1858200,5828.833458607295,5866.249833700278,5904.269101303804
1968-02-19,1858200,5826.989912180912,5864.336601600064,5902.265794139468
1968-02-20,1858200,5825.274169584631,5862.5993646793195,5900.641783272431
1968-02-21,1858200,5823.675563089644,5861.016333965703,5899.070053484986
1968-02-22,1858200,5822.067084188109,5859.244067138123,5897.511631312797
1968-02-23,1858200,5820.322140290275,5857.385739436766,5895.652883376124
1968-02-24,1858200,5818.4895738526575,5855.481669247812,5893.8724635019835
1968-02-25,1858200,5816.77661719714,5853.720950488634,5892.113571161348
1968-02-26,1858200,5815.215069700611,5852.13112750091,5890.543816223695
1968-02-27,1858200,5813.762035502741,5850.58493240005,5888.993373590766
1968-02-28,1858200,5812.338140889524,5849.292656108566,5887.633948960384
1968-02-29,1858200,5810.879781864525,5847.900401205022,5886.202018164067
1968-03-01,1858200,5809.339669287153,5846.257197047497,5884.57871910067
1968-03-02,1858200,5807.6900172932965,5844.662749955406,5882.889114670305
1968-03-03,1858200,5806.198626417465,5843.054332893547,5881.361439285872
1968-03-04,1858200,5804.462876196578,5841.334022466371,5879.540257839833
1968-03-05,1858200,5803.263428491203,5840.174107649447,5878.229056856513
1968-03-06,1858200,5801.853487649731,5838.7348078637915,5876.8449814787655
1968-03-07,1858200,5800.350011881948,5837.292233763076,5875.491381961861
1968-03-08,1858200,5798.936634622303,5835.811210864944,5874.084538173687
1968-03-09,1858200,5798.0742107907645,5835.044157924209,5873.317283499341
1968-03-10,1858200,5796.661620977981,5833.640421576898,5871.792679060388
1968-03-11,1858200,5795.241525107185,5832.135980997462,5870.402023680578
1968-03-12,1858200,5793.596197116713,5830.531811651956,5868.756639808583
1968-03-13,1858200,5791.6283339600805,5828.764169995235,5866.725247659593
1968-03-14,1858200,5789.511760798965,5826.733840938043,5864.872615068529
1968-03-15,1858200,5787.72632007589,5824.989758986853,5863.069442054239
