LakeID,WiscID,Name,Date,precipCMDV,Value
45100,16,Cedar Lake,1982/03,302.7279053,2635.438452
45100,16,Cedar Lake,1982/04,324.7147217,2810.4592
45100,16,Cedar Lake,1982/05,369.3112488,2823.726194
45100,16,Cedar Lake,1982/06,358.8148193,2802.4328
45100,16,Cedar Lake,1982/07,403.4864807,2751.852387
45100,16,Cedar Lake,1982/08,439.0882568,2668.671484
45100,16,Cedar Lake,1982/09,415.5515747,2631.0336
45100,16,Cedar Lake,1982/10,417.0369873,2571.627097
45100,16,Cedar Lake,1982/11,497.1292419,2620.264
45100,16,Cedar Lake,1982/12,504.7380676,2688.139355
45100,16,Cedar Lake,1983/01,469.5814209,2705.247484
45100,16,Cedar Lake,1983/02,441.0344849,2726.653714
45100,16,Cedar Lake,1983/03,439.9114075,2763.800276
45100,16,Cedar Lake,1962/08,135.4327087,2244.852
45100,16,Cedar Lake,1962/09,141.6232147,2204.3136
45100,16,Cedar Lake,1962/10,144.5678101,2235.708
45100,16,Cedar Lake,1962/11,106.4463882,2214.6768
45100,16,Cedar Lake,1962/12,66.90638733,2220.1632
45100,16,Cedar Lake,1963/01,21.52880096,2205.5328
45100,16,Cedar Lake,1963/02,-26.04803467,2273.808
45100,16,Cedar Lake,1963/03,-33.84461975,2281.936
45100,16,Cedar Lake,1963/04,-53.51828766,2272.5888
45100,16,Cedar Lake,1963/05,-36.37236786,2286
45100,16,Cedar Lake,1963/06,-20.66886902,2253.488
45100,16,Cedar Lake,1963/07,-17.65445328,2148.84
45100,16,Cedar Lake,1963/08,0.632461548,2099.4624
45100,16,Cedar Lake,1953/05,3.253767014,2478.024
45100,16,Cedar Lake,1953/06,40.37676239,2423.16
45100,16,Cedar Lake,1953/07,35.26226044,2362.2
45100,16,Cedar Lake,1953/08,51.7482605,2309.368
45100,16,Cedar Lake,1953/09,35.34776306,2188.464
45100,16,Cedar Lake,1953/10,-6.637571335,2068.576
45100,16,Cedar Lake,1953/11,-55.22715759,2005.584
45100,16,Cedar Lake,1953/12,-74.51382446,2005.584
45100,16,Cedar Lake,1954/01,-111.3074112,2034.8448
45100,16,Cedar Lake,1954/02,-142.0995789,2032.254
45100,16,Cedar Lake,1954/03,-170.8785706,2000.0976
45100,16,Cedar Lake,1954/04,-126.4106598,2026.92
45100,16,Cedar Lake,1954/05,-139.1710663,2030.5776
45100,16,Cedar Lake,1954/06,-29.15466118,2020.824
45100,16,Cedar Lake,1954/07,-5.319990158,1985.4672
45100,16,Cedar Lake,1954/08,13.82042885,1879.092
45100,16,Cedar Lake,1954/09,71.48826599,1859.28
45100,16,Cedar Lake,1954/10,131.3614349,1971.4464
45100,16,Cedar Lake,1954/11,96.99476624,1988.82
45100,16,Cedar Lake,1954/12,76.24226379,1994.916
45100,16,Cedar Lake,1955/01,28.34084892,2039.62
45100,16,Cedar Lake,1955/02,2.239595413,2057.4
45100,16,Cedar Lake,1955/03,-27.93474007,2081.1744
45100,16,Cedar Lake,1955/04,-0.66106987,2150.872
45100,16,Cedar Lake,1955/05,25.9946804,2188.464
45100,16,Cedar Lake,1955/06,52.84410095,2235.2
45100,16,Cedar Lake,1955/07,97.50059509,2089.912
