"V1","V2"
1137.27646476018,0.367470406451055
1241.12885951622,0.495054304018582
1084.3935981938,0.31456242420217
1096.57634469449,0.17829102036432
1106.20829431675,0.0351848103347432
1104.56211867,0.449044415598536
1560.20387502586,1.45306602185916
1123.83725642629,0.503938533965097
1087.47548409289,0.368652094661853
1092.20607781166,0.448179684195592
1107.96750014001,0.0588064967860227
1084.80350521786,0.859517407720642
1107.10430262,0.639712931512131
1094.07894501532,0.26011264477551
1109.24364198544,1.23001100831444
1184.38845706194,2.21407543159958
1191.01478159875,1.46419954033871
1089.11574507967,1.28058582341044
1147.59326620127,0.912819432246837
1120.08477938435,-0.479506958499712
1814.23921532707,-0.22950258279077
1074.44270776767,1.26673887490497
1113.17035003957,3.54573911738547
1343.81196405197,1.01802379539691
1250.62042463326,0.776006421721314
1068.86588504569,0.0853973341864433
1965.44061342898,0.853484336097925
1140.66926570481,0.754659450072369
1108.22718558535,1.56158197508309
1181.80306126444,2.32628731880551
1092.45037564848,0.874614897806466
1339.92540616407,0.833521672048267
1392.54219139805,3.69690062714685
1526.62639530414,3.53155291251144
1136.22139447804,0.0483593782366691
1347.02707435163,1.47626607662531
1231.71228955896,0.745899600040246
1065.46726128569,0.649518630601073
1531.43984328378,2.24621906047668
1025.67959396785,5.91582921532803
1814.5835652409,-0.550549434248241
802.746825565722,3.03395839433456
1063.3046735737,1.89613853954991
1197.87628745348,1.31668836982739
1106.56984595685,1.26624982227067
1882.23758870255,-0.448281347328985
1050.59784963269,1.76058827390185
1062.76379980438,0.47419297023576
1187.98085812437,2.33356050906702
1066.73709241259,0.708921550409603
1118.86198674987,0.993991821287431
1237.42372333367,1.37567164101448
1196.94334149794,1.20899552210643
1059.13365539037,0.345081722222482
1177.65411959396,0.436335072809829
1141.41882391763,-0.0342277560453218
1246.25769414376,1.31351538423799
1070.40226180304,-0.095101734856601
1552.98627840004,-0.0429446033905344
1195.2543193828,0.472785330229547
1084.23436974429,-0.0192150957532325
1120.63528512924,-0.112419923095893
1073.2941542045,0.324159412912718
1078.2108414132,1.38711386733229
1129.87923146023,0.166993855456901
896.876634175718,2.19640278740619
1586.04209090174,-1.26964507001856
1360.68218158471,1.61812263338097
1704.62474031876,0.579058837090842
1385.0925222713,1.35973525836034
1365.32584632605,-1.07504987536085
1228.73083394754,4.09804591976313
1166.85286040402,2.56608297122897
1080.71402544358,1.25975739205426
1047.98180126477,0.307549529802829
1063.47033660695,1.47598937283431
1162.9377270008,0.232565281979708
1090.3372984984,0.489264366084568
1109.32842842003,0.79020719705825
1095.16401406979,1.58025366457813
1051.90971479818,1.45766866147627
1381.67177487078,6.8612321416162
1083.00919646153,1.24593192689158
1169.0252797964,0.177820080783427
1268.08889285122,1.75230282983156
1116.98398570026,2.69258124790702
1265.36399038275,5.35922407333612
1280.74477526978,2.38900842318889
1127.66240100391,1.5589791102981
1174.88051810862,0.103029479829203
1015.87546160886,1.84672287080847
1637.68464085026,1.98633626791535
1082.12437064367,0.0401415118372915
1100.7875584803,1.69113925764814
1070.83351007786,0.334752653111433
1072.89291928928,0.817986358492651
1041.76701704543,1.33019284346222
1099.04559987062,4.05264883874996
1487.16300573832,1.77958900327615
1327.05604555723,-0.283964025577655
1306.96735499641,1.24435168069453
1310.02962469372,1.21460283927007
947.479178370287,1.85215289410922
1289.20840640436,1.24420426978458
1149.25909023054,-0.0249593752593206
1073.35642795444,0.885843981745975
1094.01662351111,0.468346880599582
1088.55939596478,-0.0872822980168622
1105.88907897039,1.54367755696812
1070.59669471953,0.98663845092897
1207.54355531563,9.60003712256241
1192.51112309606,2.64932222944573
1077.95929674008,0.327578216490337
1212.21088085506,0.677093496900719
1170.50803932361,-0.808701514616447
