WiscID,WBIC,SiteName,CountyName,Date,NumOb,Units,Value,precipCMDV
3,8900,Forest Lake,Fond Du Lac,1994/05,1,mm,2862.072,218.5323944
3,8900,Forest Lake,Fond Du Lac,1994/06,1,mm,2700.528,215.3014832
3,8900,Forest Lake,Fond Du Lac,1994/07,1,mm,2700.528,273.0606384
3,8900,Forest Lake,Fond Du Lac,1994/08,1,mm,2712.72,298.5156555
3,8900,Forest Lake,Fond Du Lac,1995/02,1,mm,2606.04,71.40089417
3,8900,Forest Lake,Fond Du Lac,1995/04,1,mm,2651.76,54.80006409
3,8900,Forest Lake,Fond Du Lac,1995/06,1,mm,2606.04,13.94231224
3,8900,Forest Lake,Fond Du Lac,1995/07,1,mm,2468.88,-1.016942978
3,8900,Forest Lake,Fond Du Lac,1995/08,1,mm,2432.304,81.04480743
3,8900,Forest Lake,Fond Du Lac,1996/02,1,mm,2538.984,-21.28469658
3,8900,Forest Lake,Fond Du Lac,1996/05,1,mm,2557.272,-80.26669312
3,8900,Forest Lake,Fond Du Lac,1996/06,1,mm,2734.056,66.06863403
3,8900,Forest Lake,Fond Du Lac,1996/07,1,mm,2746.248,77.59896851
3,8900,Forest Lake,Fond Du Lac,1996/08,1,mm,2673.096,70.59630585
3,8900,Forest Lake,Fond Du Lac,2005/06,1,mm,2657.856,247.1705322
3,8900,Forest Lake,Fond Du Lac,2005/07,1,mm,2493.264,286.1045532
4,8900,Forest Lake,Fon du Lac ,1967/09,1,mm,28885.896,-27.51987648
4,8900,Forest Lake,Fon du Lac ,1970/06,1,mm,29419.296,-115.5652237
4,8900,Forest Lake,Fon du Lac ,1984/04,1,mm,29492.448,501.7945862
4,8900,Forest Lake,Fon du Lac ,1985/09,1,mm,29513.784,782.7460938
7,26400,Haneman Lake,Ozaukee ,1967/06,1,mm,28827.984,53.56509399
7,26400,Haneman Lake,Ozaukee ,1981/08,1,mm,28992.576,395.6112976
11,41900,Dickman Lake,Fon du Lac ,1960/09,1,mm,29169.36,186.0077515
11,41900,Dickman Lake,Fon du Lac ,1970/08,1,mm,28943.808,-154.4350891
11,41900,Dickman Lake,Fon du Lac ,1974/06,1,mm,29074.872,344.8973083
13,42800,Cedar Lake,Fon du Lac ,1970/07,1,mm,29553.408,-125.4081116
13,42800,Cedar Lake,Fon du Lac ,1974/06,1,mm,29815.536,353.6823425
13,42800,Cedar Lake,Fon du Lac ,1981/08,1,mm,29644.848,326.50354
13,42800,Cedar Lake,Fon du Lac ,1984/09,1,mm,29611.32,618.1556396
15,43900,Kettle Moraine Lake,Fon du Lac ,1970/07,1,mm,311718.96,-125.4081116
15,43900,Kettle Moraine Lake,Fon du Lac ,1974/06,1,mm,312142.632,353.6823425
15,43900,Kettle Moraine Lake,Fon du Lac ,1975/05,1,mm,312017.664,293.2173462
15,43900,Kettle Moraine Lake,Fon du Lac ,1981/08,1,mm,311965.848,326.50354
15,43900,Kettle Moraine Lake,Fon du Lac ,1983/06,1,mm,312136.536,424.9178772
15,43900,Kettle Moraine Lake,Fon du Lac ,1984/09,1,mm,312045.096,618.1556396
16,45100,Cedar Lake,Manitowoc ,1928/01,1,mm,1508.76,225.7414246
16,45100,Cedar Lake,Manitowoc ,1929/05,1,mm,1636.776,372.5847473
16,45100,Cedar Lake,Manitowoc,1936/08,2,mm,1524,-269.6123047
16,45100,Cedar Lake,Manitowoc,1936/09,4,mm,1577.34,-228.5179749
16,45100,Cedar Lake,Manitowoc,1936/10,3,mm,1559.56,-223.3802185
16,45100,Cedar Lake,Manitowoc,1936/11,4,mm,1562.1,-259.8812256
16,45100,Cedar Lake,Manitowoc,1936/12,1,mm,1554.48,-270.8584595
16,45100,Cedar Lake,Manitowoc,1937/03,3,mm,1792.224,-301.6535645
16,45100,Cedar Lake,Manitowoc,1937/04,4,mm,1830.324,-256.102478
16,45100,Cedar Lake,Manitowoc,1937/05,5,mm,1914.144,-259.0892944
16,45100,Cedar Lake,Manitowoc,1937/06,4,mm,1914.144,-217.872467
16,45100,Cedar Lake,Manitowoc,1937/07,5,mm,1847.088,-238.9156342
16,45100,Cedar Lake,Manitowoc,1937/08,4,mm,1716.024,-249.869812
16,45100,Cedar Lake,Manitowoc,1937/09,4,mm,1624.584,-225.6512146
16,45100,Cedar Lake,Manitowoc,1937/10,5,mm,1633.728,-209.7306366
16,45100,Cedar Lake,Manitowoc,1937/11,4,mm,1670.304,-232.4169769
16,45100,Cedar Lake,Manitowoc,1938/03,2,mm,1987.296,-207.1048889
16,45100,Cedar Lake,Manitowoc,1938/04,5,mm,2054.9616,-230.7147217
16,45100,Cedar Lake,Manitowoc,1938/05,4,mm,2024.634,-228.2571411
16,45100,Cedar Lake,Manitowoc,1938/06,4,mm,1971.294,-159.5729675
16,45100,Cedar Lake,Manitowoc,1938/07,5,mm,1940.3568,-157.5919647
16,45100,Cedar Lake,Manitowoc,1938/08,4,mm,1940.052,-84.79595947
16,45100,Cedar Lake,Manitowoc,1938/09,4,mm,1941.576,45.83852768
16,45100,Cedar Lake,Manitowoc,1938/10,5,mm,2001.9264,5.504611969
16,45100,Cedar Lake,Manitowoc,1938/11,4,mm,1988.82,-8.251804352
16,45100,Cedar Lake,Manitowoc,1938/12,1,mm,1981.2,-34.17755508
16,45100,Cedar Lake,Manitowoc,1939/04,4,mm,2112.264,-89.37605286
16,45100,Cedar Lake,Manitowoc,1939/09,4,mm,1882.14,-45.31230164
16,45100,Cedar Lake,Manitowoc,1939/10,4,mm,1810.512,-45.25671387
16,45100,Cedar Lake,Manitowoc,1939/11,3,mm,1786.128,-95.50721741
16,45100,Cedar Lake,Manitowoc,1939/12,5,mm,1786.128,-139.4521332
16,45100,Cedar Lake,Manitowoc,1940/04,1,mm,1847.088,-221.0145416
16,45100,Cedar Lake,Manitowoc,1940/06,5,mm,1892.1984,-91.57496643
16,45100,Cedar Lake,Manitowoc,1940/07,4,mm,1914.144,-109.973793
16,45100,Cedar Lake,Manitowoc,1940/08,5,mm,1901.952,6.768453598
16,45100,Cedar Lake,Manitowoc,1940/09,4,mm,1935.48,-21.26896286
16,45100,Cedar Lake,Manitowoc,1940/10,4,mm,1880.616,-30.52254868
16,45100,Cedar Lake,Manitowoc,1940/11,5,mm,1882.4448,-6.109794617
16,45100,Cedar Lake,Manitowoc,1940/12,4,mm,1889.76,-38.8897934
16,45100,Cedar Lake,Manitowoc,1941/01,4,mm,1953.768,-48.69020844
16,45100,Cedar Lake,Manitowoc,1941/02,4,mm,1962.912,-91.54496002
16,45100,Cedar Lake,Manitowoc,1941/03,5,mm,1962.912,-121.9422913
16,45100,Cedar Lake,Manitowoc,1941/04,5,mm,2086.0512,-122.8928757
16,45100,Cedar Lake,Manitowoc,1941/05,5,mm,2079.9552,-94.73471069
16,45100,Cedar Lake,Manitowoc,1941/06,4,mm,2013.204,-116.611618
16,45100,Cedar Lake,Manitowoc,1941/07,4,mm,1958.34,-123.3086243
16,45100,Cedar Lake,Manitowoc,1941/08,5,mm,1871.472,-111.6157837
16,45100,Cedar Lake,Manitowoc,1941/09,4,mm,1965.96,-2.096027374
16,45100,Cedar Lake,Manitowoc,1941/10,4,mm,2019.3,48.18563843
16,45100,Cedar Lake,Manitowoc,1941/11,5,mm,2072.64,26.17430496
16,45100,Cedar Lake,Manitowoc,1941/12,4,mm,2072.64,4.330554962
16,45100,Cedar Lake,Manitowoc,1942/04,5,mm,2199.4368,-96.65203094
16,45100,Cedar Lake,Manitowoc,1942/05,5,mm,2244.5472,4.780471802
16,45100,Cedar Lake,Manitowoc,1942/06,4,mm,2316.48,58.71197128
16,45100,Cedar Lake,Manitowoc,1942/07,9,mm,2419.434667,95.3833847
16,45100,Cedar Lake,Manitowoc,1942/08,31,mm,2483.825032,98.08621216
16,45100,Cedar Lake,Manitowoc,1942/09,30,mm,2489.5048,158.2464752
16,45100,Cedar Lake,Manitowoc,1945/04,4,mm,2397.252,-67.05361176
16,45100,Cedar Lake,Manitowoc,1945/05,4,mm,2363.724,-19.49760628
16,45100,Cedar Lake,Manitowoc,1945/06,5,mm,2472.5376,34.16655731
16,45100,Cedar Lake,Manitowoc,1945/07,4,mm,2468.88,24.83172417
16,45100,Cedar Lake,Manitowoc,1945/08,4,mm,2365.248,60.47639465
16,45100,Cedar Lake,Manitowoc,1945/09,6,mm,2337.816,119.7296371
16,45100,Cedar Lake,Manitowoc,1945/10,4,mm,2337.816,82.82514191
16,45100,Cedar Lake,Manitowoc,1945/11,4,mm,2302.764,113.4155579
16,45100,Cedar Lake,Manitowoc,1945/12,6,mm,2346.96,86.55388641
16,45100,Cedar Lake,Manitowoc,1946/03,6,mm,2613.152,41.6460495
16,45100,Cedar Lake,Manitowoc,1946/04,5,mm,2529.84,-2.308698654
16,45100,Cedar Lake,Manitowoc,1946/05,4,mm,2491.74,6.677965164
16,45100,Cedar Lake,Manitowoc,1946/06,4,mm,2444.496,45.44813538
16,45100,Cedar Lake,Manitowoc,1946/07,4,mm,2471.928,10.29263115
16,45100,Cedar Lake,Manitowoc,1946/08,5,mm,2405.4816,-4.894285202
16,45100,Cedar Lake,Manitowoc,1946/09,5,mm,2303.0688,-10.85820198
16,45100,Cedar Lake,Manitowoc,1946/10,4,mm,2228.088,-37.25637054
16,45100,Cedar Lake,Manitowoc,1946/11,5,mm,2234.7936,-38.71144867
16,45100,Cedar Lake,Manitowoc,1946/12,5,mm,2210.4096,-53.68778229
16,45100,Cedar Lake,Manitowoc,1947/01,4,mm,2250.948,-70.47303009
16,45100,Cedar Lake,Manitowoc,1947/02,4,mm,2255.52,-123.7290344
16,45100,Cedar Lake,Manitowoc,1947/03,5,mm,2256.7392,-152.9337006
16,45100,Cedar Lake,Manitowoc,1947/04,5,mm,2417.6736,-107.502449
16,45100,Cedar Lake,Manitowoc,1947/05,5,mm,2440.2288,-56.95970154
16,45100,Cedar Lake,Manitowoc,1947/06,4,mm,2451.354,-18.86028481
16,45100,Cedar Lake,Manitowoc,1947/07,4,mm,2437.638,-1.675867081
16,45100,Cedar Lake,Manitowoc,1947/08,4,mm,2345.436,5.025461197
16,45100,Cedar Lake,Manitowoc,1947/09,5,mm,2265.2736,46.93770599
16,45100,Cedar Lake,Manitowoc,1947/10,4,mm,2238.756,19.94787407
16,45100,Cedar Lake,Manitowoc,1947/11,5,mm,2239.6704,20.08295631
16,45100,Cedar Lake,Manitowoc,1947/12,5,mm,2261.616,-13.83654594
16,45100,Cedar Lake,Manitowoc,1948/01,6,mm,2272.792,-62.42154694
16,45100,Cedar Lake,Manitowoc,1948/02,4,mm,2284.476,-79.94813538
16,45100,Cedar Lake,Manitowoc,1948/03,5,mm,2353.056,-77.45479584
16,45100,Cedar Lake,Manitowoc,1948/04,4,mm,2421.636,-74.9336319
16,45100,Cedar Lake,Manitowoc,1948/05,5,mm,2426.208,-74.73747253
16,45100,Cedar Lake,Manitowoc,1948/06,4,mm,2417.826,-66.38755798
16,45100,Cedar Lake,Manitowoc,1948/07,5,mm,2314.0416,-60.18255615
16,45100,Cedar Lake,Manitowoc,1948/08,4,mm,2202.18,-85.32463837
16,45100,Cedar Lake,Manitowoc,1948/09,5,mm,2132.3808,-92.65206146
16,45100,Cedar Lake,Manitowoc,1948/10,6,mm,2076.704,-122.5581436
16,45100,Cedar Lake,Manitowoc,1948/11,4,mm,2078.736,-79.60472107
16,45100,Cedar Lake,Manitowoc,1948/12,5,mm,2128.7232,-93.9473877
16,45100,Cedar Lake,Manitowoc,1949/01,5,mm,2165.2992,-101.7236404
16,45100,Cedar Lake,Manitowoc,1949/02,4,mm,2177.796,-130.7686462
16,45100,Cedar Lake,Manitowoc,1949/03,5,mm,2195.7792,-143.4670563
16,45100,Cedar Lake,Manitowoc,1949/04,5,mm,2228.6976,-142.6279755
16,45100,Cedar Lake,Manitowoc,1949/05,5,mm,2212.2384,-162.8353882
16,45100,Cedar Lake,Manitowoc,1949/06,5,mm,2173.8336,-123.5435562
16,45100,Cedar Lake,Manitowoc,1949/07,5,mm,2099.4624,-93.838974
16,45100,Cedar Lake,Manitowoc,1949/08,4,mm,2036.064,-92.77523041
16,45100,Cedar Lake,Manitowoc,1949/09,3,mm,1946.656,-114.5668106
16,45100,Cedar Lake,Manitowoc,1949/10,5,mm,1868.424,-134.3110657
16,45100,Cedar Lake,Manitowoc,1949/11,4,mm,1799.844,-170.4721375
16,45100,Cedar Lake,Manitowoc,1949/12,5,mm,1799.5392,-196.9499664
16,45100,Cedar Lake,Manitowoc,1950/01,4,mm,1882.14,-195.0835571
16,45100,Cedar Lake,Manitowoc,1950/02,4,mm,1932.432,-224.0353851
16,45100,Cedar Lake,Manitowoc,1950/03,4,mm,1967.484,-227.6328888
16,45100,Cedar Lake,Manitowoc,1950/04,5,mm,2084.832,-207.7963104
16,45100,Cedar Lake,Manitowoc,1950/05,5,mm,2042.16,-216.451889
16,45100,Cedar Lake,Manitowoc,1950/06,4,mm,1990.344,-206.3719788
16,45100,Cedar Lake,Manitowoc,1950/07,6,mm,1920.24,-109.3598938
16,45100,Cedar Lake,Manitowoc,1950/08,4,mm,1981.2,-94.36839294
16,45100,Cedar Lake,Manitowoc,1950/09,6,mm,1860.296,-93.21214294
16,45100,Cedar Lake,Manitowoc,1950/10,4,mm,1787.652,-134.8459778
16,45100,Cedar Lake,Manitowoc,1950/11,4,mm,1722.12,-167.4953918
16,45100,Cedar Lake,Manitowoc,1950/12,5,mm,1721.5104,-169.0773926
16,45100,Cedar Lake,Manitowoc,1951/01,4,mm,1717.548,-188.1225586
16,45100,Cedar Lake,Manitowoc,1951/02,5,mm,1775.1552,-207.5049744
16,45100,Cedar Lake,Manitowoc,1951/03,5,mm,1853.184,-180.6325531
16,45100,Cedar Lake,Manitowoc,1951/04,5,mm,2031.1872,-112.3377151
16,45100,Cedar Lake,Manitowoc,1951/05,4,mm,2185.416,-136.194046
16,45100,Cedar Lake,Manitowoc,1951/06,6,mm,2184.4,-139.5236359
16,45100,Cedar Lake,Manitowoc,1951/07,4,mm,2106.168,-101.8957138
16,45100,Cedar Lake,Manitowoc,1951/08,4,mm,2071.116,-75.04746246
16,45100,Cedar Lake,Manitowoc,1951/09,5,mm,2029.968,-62.25837708
16,45100,Cedar Lake,Manitowoc,1951/10,4,mm,2081.784,17.30045891
16,45100,Cedar Lake,Manitowoc,1951/11,5,mm,2155.5456,12.87978935
16,45100,Cedar Lake,Manitowoc,1951/12,6,mm,2197.608,-4.95762825
16,45100,Cedar Lake,Manitowoc,1952/01,5,mm,2228.6976,-8.570959091
16,45100,Cedar Lake,Manitowoc,1952/02,4,mm,2267.712,-52.17046356
16,45100,Cedar Lake,Manitowoc,1952/03,6,mm,2358.136,-42.45162964
16,45100,Cedar Lake,Manitowoc,1952/04,4,mm,2491.74,-52.61263275
16,45100,Cedar Lake,Manitowoc,1952/05,6,mm,2487.168,-48.4668808
16,45100,Cedar Lake,Manitowoc,1952/06,5,mm,2457.9072,-33.16671753
16,45100,Cedar Lake,Manitowoc,1952/07,5,mm,2452.4208,98.80718994
16,45100,Cedar Lake,Manitowoc,1952/08,5,mm,2462.784,108.5205231
16,45100,Cedar Lake,Manitowoc,1952/09,6,mm,2377.44,69.57193756
16,45100,Cedar Lake,Manitowoc,1952/10,4,mm,2255.52,15.80443764
16,45100,Cedar Lake,Manitowoc,1952/11,6,mm,2209.8,31.92826653
16,45100,Cedar Lake,Manitowoc,1952/12,4,mm,2248.662,17.51210213
16,45100,Cedar Lake,Manitowoc,1953/01,6,mm,2309.876,-15.65089989
16,45100,Cedar Lake,Manitowoc,1953/02,4,mm,2382.012,-5.326070786
16,45100,Cedar Lake,Manitowoc,1953/03,6,mm,2392.68,-26.89806938
16,45100,Cedar Lake,Manitowoc,1953/04,5,mm,2447.544,1.58426857
16,45100,Cedar Lake,Manitowoc,1953/05,5,mm,2478.024,3.253767014
16,45100,Cedar Lake,Manitowoc,1953/06,6,mm,2423.16,40.37676239
16,45100,Cedar Lake,Manitowoc,1953/07,4,mm,2362.2,35.26226044
16,45100,Cedar Lake,Manitowoc,1953/08,6,mm,2309.368,51.7482605
16,45100,Cedar Lake,Manitowoc,1953/09,4,mm,2188.464,35.34776306
16,45100,Cedar Lake,Manitowoc,1953/10,6,mm,2068.576,-6.637571335
16,45100,Cedar Lake,Manitowoc,1953/11,4,mm,2005.584,-55.22715759
16,45100,Cedar Lake,Manitowoc,1953/12,5,mm,2005.584,-74.51382446
16,45100,Cedar Lake,Manitowoc,1954/01,5,mm,2034.8448,-111.3074112
16,45100,Cedar Lake,Manitowoc,1954/02,4,mm,2032.254,-142.0995789
16,45100,Cedar Lake,Manitowoc,1954/03,5,mm,2000.0976,-170.8785706
16,45100,Cedar Lake,Manitowoc,1954/04,5,mm,2026.92,-126.4106598
16,45100,Cedar Lake,Manitowoc,1954/05,5,mm,2030.5776,-139.1710663
16,45100,Cedar Lake,Manitowoc,1954/06,4,mm,2020.824,-29.15466118
16,45100,Cedar Lake,Manitowoc,1954/07,5,mm,1985.4672,-5.319990158
16,45100,Cedar Lake,Manitowoc,1954/08,4,mm,1879.092,13.82042885
16,45100,Cedar Lake,Manitowoc,1954/09,5,mm,1859.28,71.48826599
16,45100,Cedar Lake,Manitowoc,1954/10,5,mm,1971.4464,131.3614349
16,45100,Cedar Lake,Manitowoc,1954/11,4,mm,1988.82,96.99476624
16,45100,Cedar Lake,Manitowoc,1954/12,4,mm,1994.916,76.24226379
16,45100,Cedar Lake,Manitowoc,1955/01,6,mm,2039.62,28.34084892
16,45100,Cedar Lake,Manitowoc,1955/02,4,mm,2057.4,2.239595413
16,45100,Cedar Lake,Manitowoc,1955/03,5,mm,2081.1744,-27.93474007
16,45100,Cedar Lake,Manitowoc,1955/04,6,mm,2150.872,-0.66106987
16,45100,Cedar Lake,Manitowoc,1955/05,4,mm,2188.464,25.9946804
16,45100,Cedar Lake,Manitowoc,1955/06,6,mm,2235.2,52.84410095
16,45100,Cedar Lake,Manitowoc,1955/07,6,mm,2089.912,97.50059509
16,45100,Cedar Lake,Manitowoc,1955/08,5,mm,2042.7696,69.16351318
16,45100,Cedar Lake,Manitowoc,1955/09,5,mm,1985.4672,43.89367676
16,45100,Cedar Lake,Manitowoc,1955/10,5,mm,1929.384,56.55951691
16,45100,Cedar Lake,Manitowoc,1955/11,4,mm,1912.62,14.9333477
16,45100,Cedar Lake,Manitowoc,1955/12,6,mm,1918.208,-22.26948738
16,45100,Cedar Lake,Manitowoc,1956/03,1,mm,1959.864,-108.7954941
16,45100,Cedar Lake,Manitowoc,1956/04,4,mm,2010.918,-110.2131577
16,45100,Cedar Lake,Manitowoc,1956/05,5,mm,2033.6256,-45.63758087
16,45100,Cedar Lake,Manitowoc,1956/06,6,mm,1976.628,-27.62716866
16,45100,Cedar Lake,Manitowoc,1956/07,4,mm,1925.574,42.1937561
16,45100,Cedar Lake,Manitowoc,1956/08,5,mm,1911.096,95.04316711
16,45100,Cedar Lake,Manitowoc,1956/09,7,mm,1878.874286,79.18808746
16,45100,Cedar Lake,Manitowoc,1956/10,4,mm,1772.412,32.9805069
16,45100,Cedar Lake,Manitowoc,1956/11,5,mm,1733.0928,29.47525597
16,45100,Cedar Lake,Manitowoc,1956/12,6,mm,1742.44,-2.571329117
16,45100,Cedar Lake,Manitowoc,1957/01,5,mm,1803.8064,-50.49149323
16,45100,Cedar Lake,Manitowoc,1957/02,5,mm,1829.4096,-100.2179947
16,45100,Cedar Lake,Manitowoc,1957/03,6,mm,1775.46,-136.1439056
16,45100,Cedar Lake,Manitowoc,1957/04,5,mm,1749.552,-128.6165771
16,45100,Cedar Lake,Manitowoc,1957/05,4,mm,1723.644,-77.55223846
16,45100,Cedar Lake,Manitowoc,1957/06,6,mm,1729.232,-48.68890381
16,45100,Cedar Lake,Manitowoc,1957/07,5,mm,1665.4272,-35.83415985
16,45100,Cedar Lake,Manitowoc,1957/08,6,mm,1557.528,-48.02374268
16,45100,Cedar Lake,Manitowoc,1957/09,6,mm,1459.992,-67.8446579
16,45100,Cedar Lake,Manitowoc,1957/10,4,mm,1391.412,-87.08898926
16,45100,Cedar Lake,Manitowoc,1957/11,6,mm,1396.492,-65.51032257
16,45100,Cedar Lake,Manitowoc,1957/12,4,mm,1421.892,-82.75990295
16,45100,Cedar Lake,Manitowoc,1958/01,5,mm,1416.1008,-124.0245667
16,45100,Cedar Lake,Manitowoc,1958/02,4,mm,1420.368,-181.1636505
16,45100,Cedar Lake,Manitowoc,1958/03,7,mm,1405.563429,-225.8604889
16,45100,Cedar Lake,Manitowoc,1958/04,5,mm,1386.84,-229.6233215
16,45100,Cedar Lake,Manitowoc,1958/05,6,mm,1306.068,-258.1330566
16,45100,Cedar Lake,Manitowoc,1958/06,5,mm,1205.1792,-252.5297241
16,45100,Cedar Lake,Manitowoc,1958/07,5,mm,1165.5552,-254.0605621
16,45100,Cedar Lake,Manitowoc,1958/08,6,mm,1069.34,-236.4458923
16,45100,Cedar Lake,Manitowoc,1958/09,4,mm,1040.892,-213.8108215
16,45100,Cedar Lake,Manitowoc,1958/10,5,mm,1026.5664,-200.8153992
16,45100,Cedar Lake,Manitowoc,1958/11,6,mm,1026.16,-198.4966431
16,45100,Cedar Lake,Manitowoc,1958/12,4,mm,1030.224,-253.0642242
16,45100,Cedar Lake,Manitowoc,1959/01,5,mm,1022.9088,-277.0568848
16,45100,Cedar Lake,Manitowoc,1959/02,4,mm,1028.7,-282.8956299
16,45100,Cedar Lake,Manitowoc,1959/03,5,mm,1091.184,-274.7305603
16,45100,Cedar Lake,Manitowoc,1959/04,5,mm,1340.5104,-262.3547363
16,45100,Cedar Lake,Manitowoc,1959/05,6,mm,1387.856,-242.2410583
16,45100,Cedar Lake,Manitowoc,1959/06,5,mm,1414.272,-248.9077301
16,45100,Cedar Lake,Manitowoc,1959/07,5,mm,1324.0512,-219.3717194
16,45100,Cedar Lake,Manitowoc,1959/08,5,mm,1316.736,-183.359314
16,45100,Cedar Lake,Manitowoc,1959/09,6,mm,1274.572,-137.2823029
16,45100,Cedar Lake,Manitowoc,1959/10,6,mm,1350.264,-67.38964844
16,45100,Cedar Lake,Manitowoc,1959/11,4,mm,1455.42,-69.52914429
16,45100,Cedar Lake,Manitowoc,1959/12,5,mm,1482.5472,-51.35122681
16,45100,Cedar Lake,Manitowoc,1960/01,6,mm,1583.944,-73.54989624
16,45100,Cedar Lake,Manitowoc,1960/02,4,mm,1647.444,-100.5217285
16,45100,Cedar Lake,Manitowoc,1960/03,6,mm,1771.904,-124.2687225
16,45100,Cedar Lake,Manitowoc,1960/04,5,mm,1819.656,-100.0742264
16,45100,Cedar Lake,Manitowoc,1960/05,5,mm,2044.5984,-9.577476501
16,45100,Cedar Lake,Manitowoc,1960/06,5,mm,2094.5856,5.985355377
16,45100,Cedar Lake,Manitowoc,1960/07,6,mm,2065.528,43.83527374
16,45100,Cedar Lake,Manitowoc,1960/08,4,mm,2048.256,101.2556
16,45100,Cedar Lake,Manitowoc,1960/09,6,mm,2021.332,170.390686
16,45100,Cedar Lake,Manitowoc,1960/10,5,mm,2038.5024,160.388855
16,45100,Cedar Lake,Manitowoc,1960/11,5,mm,2050.0848,150.6866913
16,45100,Cedar Lake,Manitowoc,1960/12,5,mm,2066.544,91.06510925
16,45100,Cedar Lake,Manitowoc,1961/01,5,mm,2039.112,32.77936172
16,45100,Cedar Lake,Manitowoc,1961/02,5,mm,2058.0096,-6.538555145
16,45100,Cedar Lake,Manitowoc,1961/03,6,mm,2158.492,7.814361572
16,45100,Cedar Lake,Manitowoc,1961/04,5,mm,2199.4368,3.102111816
16,45100,Cedar Lake,Manitowoc,1961/05,5,mm,2177.4912,-26.2808876
16,45100,Cedar Lake,Manitowoc,1961/06,6,mm,2150.872,7.429363251
16,45100,Cedar Lake,Manitowoc,1961/07,6,mm,2089.912,21.48278046
16,45100,Cedar Lake,Manitowoc,1961/08,4,mm,2089.404,26.32894897
16,45100,Cedar Lake,Manitowoc,1961/09,6,mm,2038.604,125.6109619
16,45100,Cedar Lake,Manitowoc,1961/10,4,mm,2068.068,189.2453766
16,45100,Cedar Lake,Manitowoc,1961/11,5,mm,2076.2976,198.9619751
16,45100,Cedar Lake,Manitowoc,1961/12,4,mm,2189.988,165.0935516
16,45100,Cedar Lake,Manitowoc,1962/01,4,mm,2225.04,140.4746399
16,45100,Cedar Lake,Manitowoc,1962/02,2,mm,2231.136,124.7957153
16,45100,Cedar Lake,Manitowoc,1962/03,4,mm,2261.616,97.57147217
16,45100,Cedar Lake,Manitowoc,1962/05,2,mm,2336.292,79.5032196
16,45100,Cedar Lake,Manitowoc,1962/06,6,mm,2310.384,97.06913757
16,45100,Cedar Lake,Manitowoc,1962/07,4,mm,2286,109.0189667
16,45100,Cedar Lake,Manitowoc,1962/08,4,mm,2244.852,135.4327087
16,45100,Cedar Lake,Manitowoc,1962/09,5,mm,2204.3136,141.6232147
16,45100,Cedar Lake,Manitowoc,1962/10,4,mm,2235.708,144.5678101
16,45100,Cedar Lake,Manitowoc,1962/11,5,mm,2214.6768,106.4463882
16,45100,Cedar Lake,Manitowoc,1962/12,5,mm,2220.1632,66.90638733
16,45100,Cedar Lake,Manitowoc,1963/01,5,mm,2205.5328,21.52880096
16,45100,Cedar Lake,Manitowoc,1963/02,4,mm,2273.808,-26.04803467
16,45100,Cedar Lake,Manitowoc,1963/03,6,mm,2281.936,-33.84461975
16,45100,Cedar Lake,Manitowoc,1963/04,5,mm,2272.5888,-53.51828766
16,45100,Cedar Lake,Manitowoc,1963/05,4,mm,2286,-36.37236786
16,45100,Cedar Lake,Manitowoc,1963/06,6,mm,2253.488,-20.66886902
16,45100,Cedar Lake,Manitowoc,1963/07,5,mm,2148.84,-17.65445328
16,45100,Cedar Lake,Manitowoc,1963/08,5,mm,2099.4624,0.632461548
16,45100,Cedar Lake,Manitowoc,1963/09,5,mm,2056.1808,11.59804535
16,45100,Cedar Lake,Manitowoc,1963/10,5,mm,2013.5088,-38.026371
16,45100,Cedar Lake,Manitowoc,1963/11,6,mm,1940.56,-51.94912338
16,45100,Cedar Lake,Manitowoc,1963/12,5,mm,1932.432,-98.78779602
16,45100,Cedar Lake,Manitowoc,1964/01,4,mm,1933.956,-129.5331268
16,45100,Cedar Lake,Manitowoc,1964/02,1,mm,1905,-184.9091187
16,45100,Cedar Lake,Manitowoc,1964/03,4,mm,1842.516,-196.4472046
16,45100,Cedar Lake,Manitowoc,1964/04,5,mm,1960.4736,-170.2773743
16,45100,Cedar Lake,Manitowoc,1964/05,5,mm,1998.2688,-137.9412079
16,45100,Cedar Lake,Manitowoc,1964/06,5,mm,1893.4176,-171.9094543
16,45100,Cedar Lake,Manitowoc,1964/07,5,mm,1843.4304,-71.88062286
16,45100,Cedar Lake,Manitowoc,1964/08,6,mm,1779.524,-55.83312225
16,45100,Cedar Lake,Manitowoc,1964/09,4,mm,1740.408,-6.718877792
16,45100,Cedar Lake,Manitowoc,1964/10,4,mm,1662.684,-57.70987701
16,45100,Cedar Lake,Manitowoc,1964/11,5,mm,1642.2624,-57.79079437
16,45100,Cedar Lake,Manitowoc,1964/12,1,mm,1630.68,-102.404129
16,45100,Cedar Lake,Manitowoc,1965/01,1,mm,1618.488,-120.6079636
16,45100,Cedar Lake,Manitowoc,1965/02,1,mm,1648.968,-153.0818024
16,45100,Cedar Lake,Manitowoc,1965/03,2,mm,1847.088,-141.4594727
16,45100,Cedar Lake,Manitowoc,1965/04,6,mm,2018.284,-108.1827164
16,45100,Cedar Lake,Manitowoc,1965/05,5,mm,2092.1472,-108.4664688
16,45100,Cedar Lake,Manitowoc,1965/06,5,mm,2002.536,-103.1956329
16,45100,Cedar Lake,Manitowoc,1965/07,5,mm,1894.6368,-99.30355072
