,WiscID,WBIC,LakeName,Year,Date1,Date2,DeltaDate,Stage1_mm,Stage2_mm,DeltaWaterLevel_mm,Precip_mm,Evap_mm
6362,819,2496300,Shell Lake,2000,2000-07-17,8/7/00,21,372285.768,372267.48,-18.288,86.09625372,-60.32261485
6363,819,2496300,Shell Lake,2000,2000-08-07,8/28/00,21,372267.48,372389.4,121.92,148.2615353,-47.7457161
6364,819,2496300,Shell Lake,2000,2000-08-28,9/18/00,21,372389.4,372297.96,-91.44,43.2225322,-55.32081678
6365,819,2496300,Shell Lake,2000,2000-09-18,10/9/00,21,372297.96,372188.232,-109.728,6.081642701,-46.15877887
6366,819,2496300,Shell Lake,2000,2000-10-09,10/31/00,22,372188.232,372151.656,-36.576,30.10589092,-26.75248738
6367,819,2496300,Shell Lake,2001,2001-05-18,6/6/01,19,372855.744,372837.456,-18.288,77.21462799,-40.39744815
6368,819,2496300,Shell Lake,2001,2001-06-06,6/22/01,16,372837.456,372928.896,91.44,104.7875675,-31.35490826
6369,819,2496300,Shell Lake,2001,2001-06-22,7/9/01,17,372928.896,372825.264,-103.632,14.07079695,-58.13691698
6370,819,2496300,Shell Lake,2001,2001-07-09,7/29/01,20,372825.264,372758.208,-67.056,48.04049848,-60.24326415
6371,819,2496300,Shell Lake,2001,2001-07-29,8/13/01,15,372758.208,372758.208,0,101.3636443,-48.88407959
6372,819,2496300,Shell Lake,2001,2001-08-13,9/4/01,22,372758.208,372691.152,-67.056,79.09974528,-57.51478333
6373,819,2496300,Shell Lake,2001,2001-09-04,9/24/01,20,372691.152,372642.384,-48.768,64.35392118,-34.9332655
6374,819,2496300,Shell Lake,2001,2001-09-24,10/15/01,21,372642.384,372611.904,-30.48,55.60486151,-32.57530871
6375,819,2496300,Shell Lake,2001,2001-10-15,11/12/01,28,372611.904,372514.368,-97.536,55.77561779,-19.99087836
6376,819,2496300,Shell Lake,2002,2002-05-20,6/10/02,21,373090.44,373044.72,-45.72,36.60122769,-39.26469647
6377,819,2496300,Shell Lake,2002,2002-06-10,6/26/02,16,373044.72,373102.632,57.912,90.85493518,-37.53114221
6378,819,2496300,Shell Lake,2002,2002-06-26,7/11/02,15,373102.632,373139.208,36.576,120.2066192,-48.4361115
6379,819,2496300,Shell Lake,2002,2002-07-11,8/4/02,24,373139.208,373120.92,-18.288,90.99969811,-60.73370552
6380,819,2496300,Shell Lake,2002,2002-08-04,8/19/02,15,373120.92,373047.768,-73.152,109.0919653,-40.78301795
6381,819,2496300,Shell Lake,2002,2002-08-19,9/3/02,15,373047.768,373078.248,30.48,73.51737473,-27.74451235
6382,819,2496300,Shell Lake,2002,2002-09-03,9/23/02,20,373078.248,373059.96,-18.288,121.7225311,-40.98729116
6383,819,2496300,Shell Lake,2002,2002-09-23,10/9/02,16,373059.96,373187.976,128.016,143.0707645,-21.46217171
6384,819,2496300,Shell Lake,2002,2002-10-09,10/24/02,15,373187.976,373157.496,-30.48,36.37998434,-15.05973936
6385,819,2496300,Shell Lake,2002,2002-10-24,11/11/02,18,373157.496,373114.824,-42.672,3.464512858,-8.50052249
6386,819,2496300,Shell Lake,2003,2003-05-19,6/9/03,21,373355.616,373288.56,-67.056,47.29738877,-34.22771165
6387,819,2496300,Shell Lake,2003,2003-06-09,6/25/03,16,373288.56,373300.752,12.192,68.4152812,-35.07719905
6388,819,2496300,Shell Lake,2003,2003-06-25,7/14/03,19,373300.752,373264.176,-36.576,129.8037617,-61.17986808
6389,819,2496300,Shell Lake,2003,2003-07-14,8/4/03,21,373264.176,373209.312,-54.864,55.30383859,-56.0667395
6390,819,2496300,Shell Lake,2003,2003-08-04,8/19/03,15,373209.312,373145.304,-64.008,7.417700582,-32.83048713
6391,819,2496300,Shell Lake,2003,2003-08-19,9/8/03,20,373145.304,373029.48,-115.824,14.74562415,-78.01077942
6392,819,2496300,Shell Lake,2003,2003-09-08,9/23/03,15,373029.48,372992.904,-36.576,71.05980403,-49.39320968
6393,819,2496300,Shell Lake,2003,2003-09-23,10/13/03,20,372992.904,372934.992,-57.912,27.43667441,-26.6271865
6394,819,2496300,Shell Lake,2003,2003-10-13,11/3/03,21,372934.992,372880.128,-54.864,33.57840173,-29.37763941
6395,819,2496300,Shell Lake,2004,2004-05-17,6/1/04,15,372550.944,372654.576,103.632,122.6915829,-25.77704603
6396,819,2496300,Shell Lake,2004,2004-06-01,6/21/04,20,372654.576,372660.672,6.096,92.84282615,-46.100692
6397,819,2496300,Shell Lake,2004,2004-06-21,7/8/04,17,372660.672,372624.096,-36.576,87.53818449,-53.46675326
6398,819,2496300,Shell Lake,2004,2004-07-08,7/26/04,18,372624.096,372569.232,-54.864,57.64663868,-52.83077611
6399,819,2496300,Shell Lake,2004,2004-07-26,8/15/04,20,372569.232,372569.232,0,121.7476246,-64.31783381
6400,819,2496300,Shell Lake,2004,2004-08-15,8/30/04,15,372569.232,372514.368,-54.864,23.23105133,-23.7397742
6401,819,2496300,Shell Lake,2004,2004-08-30,9/20/04,21,372514.368,372489.984,-24.384,102.0302736,-35.8940522
6402,819,2496300,Shell Lake,2004,2004-09-20,10/5/04,15,372489.984,372413.784,-76.2,32.4494908,-28.25195531
6403,819,2496300,Shell Lake,2004,2004-10-05,10/20/04,15,372413.784,372331.488,-82.296,16.749611,-24.4458402
6404,819,2496300,Shell Lake,2004,2004-10-20,11/15/04,26,372331.488,372301.008,-30.48,66.479077,-25.22210056
6405,819,2496300,Shell Lake,2005,2005-05-16,5/31/05,15,372130.32,372105.936,-24.384,34.24623072,-25.53670145
6406,819,2496300,Shell Lake,2005,2005-05-31,6/20/05,20,372105.936,372136.416,30.48,68.72580169,-40.58332712
6407,819,2496300,Shell Lake,2005,2005-06-20,7/11/05,21,372136.416,372069.36,-67.056,53.07420952,-61.95212032
6408,819,2496300,Shell Lake,2005,2005-07-11,8/1/05,21,372069.36,371959.632,-109.728,11.62182405,-63.43909224
6409,819,2496300,Shell Lake,2005,2005-08-01,8/22/05,21,371959.632,371852.952,-106.68,22.73157923,-67.43667746
6410,819,2496300,Shell Lake,2005,2005-08-22,9/6/05,15,371852.952,371782.848,-70.104,17.86082646,-48.38550468
6411,819,2496300,Shell Lake,2005,2005-09-06,9/26/05,20,371782.848,371776.752,-6.096,65.44694129,-43.62280013
6412,819,2496300,Shell Lake,2005,2005-09-26,10/17/05,21,371776.752,371959.632,182.88,183.0683225,-21.66430127
6413,819,2496300,Shell Lake,2005,2005-10-17,11/7/05,21,371959.632,371923.056,-36.576,24.40405096,-16.15982015
6414,819,2496300,Shell Lake,2006,2006-05-15,5/30/06,15,372145.56,372127.272,-18.288,9.955150829,-19.07597404
6415,819,2496300,Shell Lake,2006,2006-05-30,6/19/06,20,372127.272,372038.88,-88.392,20.89324996,-60.03206665
6416,819,2496300,Shell Lake,2006,2006-06-19,7/5/06,16,372038.88,371962.68,-76.2,25.63683529,-42.97762539
6417,819,2496300,Shell Lake,2006,2006-07-05,7/22/06,17,371962.68,371859.048,-103.632,8.25288672,-61.86197566
6418,819,2496300,Shell Lake,2006,2006-07-22,8/7/06,16,371859.048,371886.48,27.432,138.3801656,-56.26349145
6419,819,2496300,Shell Lake,2006,2006-08-07,8/28/06,21,371886.48,371840.76,-45.72,40.66238776,-59.86027348
6420,819,2496300,Shell Lake,2006,2006-08-28,9/13/06,16,371840.76,371724.936,-115.824,0.340712755,-43.70344356
6421,819,2496300,Shell Lake,2006,2006-09-13,10/2/06,19,371724.936,371731.032,6.096,45.00797501,-51.08288749
6422,819,2496300,Shell Lake,2006,2006-10-02,10/23/06,21,371731.032,371694.456,-36.576,32.73401795,-24.83050595
6423,819,2496300,Shell Lake,2006,2006-10-23,11/13/06,21,371694.456,371645.688,-48.768,2.603333376,-13.79650625
6424,819,2496300,Shell Lake,2007,2007-05-21,6/11/07,21,371587.776,371612.16,24.384,78.25676114,-63.44288145
6425,819,2496300,Shell Lake,2007,2007-06-11,7/2/07,21,371612.16,371532.912,-79.248,39.78701192,-55.77562653
6426,819,2496300,Shell Lake,2007,2007-07-02,7/23/07,21,371532.912,371471.952,-60.96,51.77134314,-80.4166474
6427,819,2496300,Shell Lake,2007,2007-07-23,8/13/07,21,371471.952,371386.608,-85.344,28.77903068,-79.62578365
6428,819,2496300,Shell Lake,2007,2007-08-13,8/28/07,15,371386.608,371374.416,-12.192,42.09921984,-51.63454303
6429,819,2496300,Shell Lake,2007,2007-08-28,9/17/07,20,371374.416,371276.88,-97.536,64.72262676,-64.66632378
6430,819,2496300,Shell Lake,2007,2007-09-17,10/3/07,16,371276.88,371404.896,128.016,144.7731286,-33.04141324
6431,819,2496300,Shell Lake,2007,2007-10-03,10/22/07,19,371404.896,371490.24,85.344,163.2876876,-26.76958455
6432,819,2496300,Shell Lake,2007,2007-10-22,11/12/07,21,371490.24,371404.896,-85.344,1.007142106,-30.23105462
6433,819,2496300,Shell Lake,2008,2008-05-15,6/2/08,18,371599.968,371703.6,103.632,40.47983451,-37.4675667
6434,819,2496300,Shell Lake,2008,2008-06-02,6/23/08,21,371703.6,371727.984,24.384,107.3015238,-53.42798314
6435,819,2496300,Shell Lake,2008,2008-06-23,7/14/08,21,371727.984,371636.544,-91.44,58.65318094,-57.24030613
6436,819,2496300,Shell Lake,2008,2008-07-14,8/4/08,21,371636.544,371569.488,-67.056,43.66141981,-59.21253033
6437,819,2496300,Shell Lake,2008,2008-08-04,8/25/08,21,371569.488,371453.664,-115.824,36.63561888,-57.92687259
6438,819,2496300,Shell Lake,2008,2008-08-25,9/15/08,21,371453.664,371398.8,-54.864,66.41079448,-64.10166833
6439,819,2496300,Shell Lake,2008,2008-09-15,10/6/08,21,371398.8,371374.416,-24.384,53.07620901,-33.79431664
6440,819,2496300,Shell Lake,2008,2008-10-06,11/3/08,28,371374.416,371331.744,-42.672,70.36828111,-43.40312198
6441,819,2496300,Shell Lake,2009,2009-05-19,6/8/09,20,371316.504,371231.16,-85.344,10.59528691,-49.637354
6442,819,2496300,Shell Lake,2009,2009-06-08,6/23/09,15,371231.16,371228.112,-3.048,38.32398655,-31.15549772
6443,819,2496300,Shell Lake,2009,2009-06-23,7/13/09,20,371228.112,371167.152,-60.96,42.68546972,-74.96220894
6444,819,2496300,Shell Lake,2009,2009-07-13,7/28/09,15,371167.152,371130.576,-36.576,41.89487217,-64.03168597
6445,819,2496300,Shell Lake,2009,2009-07-28,8/17/09,20,371130.576,371094,-36.576,51.45742353,-76.29061925
6446,819,2496300,Shell Lake,2009,2009-08-17,9/8/09,22,371094,371075.712,-18.288,110.8926042,-65.82953728
6447,819,2496300,Shell Lake,2009,2009-09-08,10/5/09,27,371075.712,371026.944,-48.768,75.41598856,-62.53105348
6448,819,2496300,Shell Lake,2009,2009-10-05,10/26/09,21,371026.944,371039.136,12.192,78.66195738,-17.632321
6449,819,2496300,Shell Lake,2010,2010-05-17,6/1/10,15,371069.616,371042.184,-27.432,12.83871245,-26.50702713
6450,819,2496300,Shell Lake,2010,2010-06-01,6/21/10,20,371042.184,371057.424,15.24,107.9113676,-45.49806961
6451,819,2496300,Shell Lake,2010,2010-06-21,7/6/10,15,371057.424,371115.336,57.912,53.31864693,-58.46172138
6452,819,2496300,Shell Lake,2010,2010-07-06,7/26/10,20,371115.336,371118.384,3.048,142.1837916,-74.69498945
6453,819,2496300,Shell Lake,2010,2010-07-26,8/16/10,21,371118.384,371158.008,39.624,193.7858781,-67.99823933
6454,819,2496300,Shell Lake,2010,2010-08-16,9/7/10,22,371158.008,371112.288,-45.72,65.16631315,-93.67410772
6455,819,2496300,Shell Lake,2010,2010-09-07,9/27/10,20,371112.288,371170.2,57.912,133.9077108,-31.27216978
6456,819,2496300,Shell Lake,2010,2010-09-27,10/18/10,21,371170.2,371118.384,-51.816,6.767767008,-26.21196232
6457,819,2496300,Shell Lake,2010,2010-10-18,11/15/10,28,371118.384,371182.392,64.008,106.0396469,-26.3317299
6458,819,2496300,Shell Lake,2011,2011-05-16,5/31/11,15,371392.704,371423.184,30.48,37.57287888,-39.0578565
6459,819,2496300,Shell Lake,2011,2011-05-31,6/20/11,20,371423.184,371392.704,-30.48,71.57547199,-60.54444744
6460,819,2496300,Shell Lake,2011,2011-06-20,7/5/11,15,371392.704,371350.032,-42.672,73.930269,-32.35535469
6461,819,2496300,Shell Lake,2011,2011-07-05,7/25/11,20,371350.032,371304.312,-45.72,65.84623905,-75.10896056
6462,819,2496300,Shell Lake,2011,2011-07-25,8/15/11,21,371304.312,371346.984,42.672,167.1942873,-67.87605387
6463,819,2496300,Shell Lake,2011,2011-08-15,9/6/11,22,371346.984,371301.264,-45.72,65.53831789,-59.10338851
6464,819,2496300,Shell Lake,2011,2011-09-06,9/26/11,20,371301.264,371203.728,-97.536,21.56057908,-66.10593786
6465,819,2496300,Shell Lake,2011,2011-09-26,10/17/11,21,371203.728,371133.624,-70.104,24.22489684,-30.38108689
6466,819,2496300,Shell Lake,2011,2011-10-17,11/14/11,28,371133.624,371054.376,-79.248,10.13370511,-46.21723512
6467,819,2496300,Shell Lake,2012,2012-05-21,6/11/12,21,371136.672,371197.632,60.96,127.1105514,-62.86981956
6468,819,2496300,Shell Lake,2012,2012-06-11,7/2/12,21,371197.632,371237.256,39.624,122.4574429,-69.31259558
6469,819,2496300,Shell Lake,2012,2012-07-02,7/23/12,21,371237.256,371179.344,-57.912,77.34989336,-67.18807338
6470,819,2496300,Shell Lake,2012,2012-07-23,8/13/12,21,371179.344,371078.76,-100.584,31.25189747,-72.26282363
6471,819,2496300,Shell Lake,2012,2012-08-13,9/4/12,22,371078.76,371011.704,-67.056,30.14068201,-66.69218844
6472,819,2496300,Shell Lake,2012,2012-09-04,9/24/12,20,371011.704,370935.504,-76.2,26.52840699,-68.65697552
6473,819,2496300,Shell Lake,2012,2012-09-24,10/9/12,15,370935.504,370822.728,-112.776,4.622816256,-30.24496635
6474,819,2496300,Shell Lake,2012,2012-10-09,10/29/12,20,370822.728,370841.016,18.288,45.57482986,-30.29070564
6475,819,2496300,Shell Lake,2013,2013-05-16,6/10/13,25,371069.616,371200.68,131.064,122.0206547,-51.16786569
6476,819,2496300,Shell Lake,2013,2013-06-10,7/22/13,42,371200.68,371094,-106.68,133.5153113,-109.4408038
6477,819,2496300,Shell Lake,2013,2013-07-22,8/12/13,21,371094,371011.704,-82.296,40.30627895,-77.84481139
6478,819,2496300,Shell Lake,2013,2013-08-12,9/3/13,22,371011.704,370926.36,-85.344,9.264027802,-70.83009555
6479,819,2496300,Shell Lake,2013,2013-09-03,9/23/13,20,370926.36,370853.208,-73.152,40.00875514,-75.75323575
6480,819,2496300,Shell Lake,2013,2013-09-23,10/14/13,21,370853.208,370841.016,-12.192,68.6203287,-54.32530255
6481,819,2496300,Shell Lake,2014,2014-05-19,6/9/14,21,371386.608,371487.192,100.584,111.8491593,-41.93494966
6482,819,2496300,Shell Lake,2014,2014-06-09,6/30/14,21,371487.192,371499.384,12.192,142.4339276,-53.04247336
6483,819,2496300,Shell Lake,2014,2014-06-30,7/21/14,21,371499.384,371420.136,-79.248,74.9265139,-66.80023685
6484,819,2496300,Shell Lake,2014,2014-07-21,8/11/14,21,371420.136,371337.84,-82.296,31.7035818,-57.75373213
6485,819,2496300,Shell Lake,2014,2014-08-11,9/2/14,22,371337.84,371398.8,60.96,174.545105,-58.42229663
6486,819,2496300,Shell Lake,2014,2014-09-02,9/22/14,20,371398.8,371438.424,39.624,96.2378568,-44.84483263
6487,819,2496300,Shell Lake,2014,2014-09-22,10/13/14,21,371438.424,371410.992,-27.432,64.50908145,-31.72531001
6488,821,2496900,Silver Lake,1981,1981-07-01,7/21/81,20,27480.768,27374.088,-106.68,54.42286418,NA
6489,840,2599400,Ward Lake,1979,1979-05-16,6/2/79,17,505.968,499.872,-6.096,49.1038262,-32.67160034
6490,840,2599400,Ward Lake,1979,1979-06-02,6/21/79,19,499.872,548.64,48.768,106.6900803,-42.74189996
6491,840,2599400,Ward Lake,1979,1979-06-21,7/6/79,15,548.64,615.696,67.056,92.54280298,-39.12557597
6492,840,2599400,Ward Lake,1979,1979-07-06,7/29/79,23,615.696,536.448,-79.248,53.51409688,-75.67491408
6493,840,2599400,Ward Lake,1979,1979-07-29,8/17/79,19,536.448,438.912,-97.536,49.36935821,-51.88477211
6494,840,2599400,Ward Lake,1979,1979-08-17,9/7/79,21,438.912,402.336,-36.576,68.48446349,-40.04188254
6495,840,2599400,Ward Lake,1979,1979-09-07,10/4/79,27,402.336,316.992,-85.344,42.73145795,-56.91329872
6496,840,2599400,Ward Lake,1979,1979-10-04,10/19/79,15,316.992,289.56,-27.432,7.904275987,-29.21998516
6497,840,2599400,Ward Lake,1979,1979-10-19,11/15/79,27,289.56,265.176,-24.384,64.11738175,-23.38333368
6498,859,2630100,Horseshoe Lake - Staff Gage,2015,2015-08-18,9/9/15,22,350.52,457.2,106.68,125.4224836,-47.33916709
6499,859,2630100,Horseshoe Lake - Staff Gage,2015,2015-09-09,9/28/15,19,457.2,542.544,85.344,57.97135553,-47.60056145
6500,859,2630100,Horseshoe Lake - Staff Gage,2015,2015-09-28,10/19/15,21,542.544,563.88,21.336,37.87110252,-49.00733504
6501,859,2630100,Horseshoe Lake - Staff Gage,2015,2015-10-19,11/10/15,22,563.88,655.32,91.44,63.69958873,-23.58001212
6502,890,2674200,Des Moines Lake,1977,1977-05-23,11/10/77,171,28776.168,28806.648,30.48,674.1953618,-307.0731516
6503,909,2694000,Whitefish Lake,1998,1998-06-10,7/9/98,29,1618.488,1609.344,-9.144,112.2868472,-62.02086618
6504,909,2694000,Whitefish Lake,1998,1998-07-09,8/12/98,34,1609.344,1524,-85.344,64.10298543,-118.7209009
6505,909,2694000,Whitefish Lake,1999,1999-06-02,7/14/99,42,1447.8,1548.384,100.584,247.467832,-109.9944961
6506,909,2694000,Whitefish Lake,1999,1999-07-14,8/16/99,33,1548.384,1648.968,100.584,277.0538561,-83.46615513
6507,909,2694000,Whitefish Lake,2000,2000-06-08,7/13/00,35,1444.752,1487.424,42.672,157.6200389,-78.93017141
6508,909,2694000,Whitefish Lake,2001,2001-06-13,7/12/01,29,1642.872,1554.48,-88.392,90.10632687,-78.978831
6509,909,2694000,Whitefish Lake,2001,2001-07-12,8/14/01,33,1554.48,1551.432,-3.048,105.8307004,-100.3725667
6510,909,2694000,Whitefish Lake,2005,2005-06-15,7/20/05,35,1542.288,1420.368,-121.92,82.29872613,-98.67585133
6511,909,2694000,Whitefish Lake,2005,2005-07-20,8/17/05,28,1420.368,1298.448,-121.92,81.57311194,-97.73013148
6512,909,2694000,Whitefish Lake,2005,2005-08-17,9/16/05,30,1298.448,1289.304,-9.144,73.26863843,-89.54505039
6513,909,2694000,Whitefish Lake,2006,2006-06-05,7/5/06,30,1310.64,1219.2,-91.44,51.69156357,-100.0619624
6514,909,2694000,Whitefish Lake,2006,2006-07-05,8/1/06,27,1219.2,1194.816,-24.384,76.93589937,-83.02490832
6515,909,2694000,Whitefish Lake,2006,2006-08-01,9/7/06,37,1194.816,1091.184,-103.632,118.9046526,-135.1621172
6516,909,2694000,Whitefish Lake,2012,2012-05-24,6/8/12,15,1365.504,1426.464,60.96,126.1447987,-40.74205735
6517,909,2694000,Whitefish Lake,2012,2012-06-08,6/30/12,22,1426.464,1472.184,45.72,127.5753324,-66.49519493
6518,909,2694000,Whitefish Lake,2012,2012-06-30,7/19/12,19,1472.184,1411.224,-60.96,37.19807485,-64.7175621
6519,909,2694000,Whitefish Lake,2012,2012-07-19,8/14/12,26,1411.224,1350.264,-60.96,74.00025108,-93.32457317
6520,909,2694000,Whitefish Lake,2012,2012-08-14,8/31/12,17,1350.264,1304.544,-45.72,32.79110333,-52.9556139
6521,909,2694000,Whitefish Lake,2012,2012-08-31,10/22/12,52,1304.544,1143,-161.544,54.50814234,-154.5597738
6522,909,2694000,Whitefish Lake,2013,2013-06-05,6/24/13,19,1389.888,1548.384,158.496,105.3616205,-45.60445014
6523,909,2694000,Whitefish Lake,2013,2013-06-24,7/20/13,26,1548.384,1496.568,-51.816,50.75360375,-89.31431289
6524,909,2694000,Whitefish Lake,2013,2013-07-20,8/6/13,17,1496.568,1456.944,-39.624,21.15108394,-77.14377347
6525,909,2694000,Whitefish Lake,2013,2013-08-06,8/26/13,20,1456.944,1420.368,-36.576,23.89058244,-64.86138511
6526,909,2694000,Whitefish Lake,2013,2013-08-26,9/20/13,25,1420.368,1389.888,-30.48,102.0238752,-96.834154
6527,909,2694000,Whitefish Lake,2013,2013-09-20,11/7/13,48,1389.888,1463.04,73.152,161.2796018,-119.2541941
6528,909,2694000,Whitefish Lake,2014,2014-05-29,6/16/14,18,1749.552,1767.84,18.288,64.40840723,-47.13217568
6529,909,2694000,Whitefish Lake,2014,2014-06-16,7/9/14,23,1767.84,1716.024,-51.816,99.96030361,-71.14388974
6530,909,2694000,Whitefish Lake,2014,2014-07-09,8/11/14,33,1716.024,1667.256,-48.768,83.05313295,-92.02066855
6531,909,2694000,Whitefish Lake,2014,2014-08-11,8/26/14,15,1667.256,1716.024,48.768,63.31088826,-36.62183314
6532,909,2694000,Whitefish Lake,2014,2014-08-26,9/13/14,18,1716.024,1798.32,82.296,206.3546597,-52.80935131
6533,909,2694000,Whitefish Lake,2014,2014-09-13,10/27/14,44,1798.32,1679.448,-118.872,69.08361007,-77.02146491
6534,909,2694000,Whitefish Lake,2015,2015-05-17,6/14/15,28,1618.488,1578.864,-39.624,98.158465,-64.62472676
6535,909,2694000,Whitefish Lake,2015,2015-06-14,6/29/15,15,1578.864,1578.864,0,35.52830243,-36.31324741
6536,909,2694000,Whitefish Lake,2015,2015-06-29,7/23/15,24,1578.864,1563.624,-15.24,94.97727959,-77.1974414
6537,909,2694000,Whitefish Lake,2015,2015-07-23,8/21/15,29,1563.624,1572.768,9.144,156.010651,-113.225651
6538,909,2694000,Whitefish Lake,2015,2015-08-21,9/21/15,31,1572.768,1594.104,21.336,181.2845793,-80.87794225
6539,909,2694000,Whitefish Lake,2015,2015-09-21,11/2/15,42,1594.104,1517.904,-76.2,122.4721391,-104.2803947
6540,911,2694000,Whitefish Lake - Water Level Gage (Reference Point 6),2010,2010-05-19,6/9/10,21,835.152,826.008,-9.144,38.75497619,-51.8481307
6541,911,2694000,Whitefish Lake - Water Level Gage (Reference Point 6),2010,2010-06-09,6/30/10,21,826.008,877.824,51.816,161.7665772,-42.31732796
6542,911,2694000,Whitefish Lake - Water Level Gage (Reference Point 6),2010,2010-06-30,7/22/10,22,877.824,847.344,-30.48,94.88970202,-86.58790733
6543,911,2694000,Whitefish Lake - Water Level Gage (Reference Point 6),2010,2010-07-22,8/11/10,20,847.344,886.968,39.624,115.1595116,-63.26628601
6544,911,2694000,Whitefish Lake - Water Level Gage (Reference Point 6),2010,2010-08-11,9/10/10,30,886.968,896.112,9.144,157.1139685,-119.0162726
6545,911,2694000,Whitefish Lake - Water Level Gage (Reference Point 6),2010,2010-09-10,9/26/10,16,896.112,950.976,54.864,85.44052163,-34.87053345
6546,916,2705700,Big Bear Lake,1977,1977-05-23,10/11/77,141,29690.568,29788.104,97.536,639.7821738,-283.5873575
6547,940,2730800,Perry Lake,1972,1972-08-02,11/7/72,97,29785.056,29870.4,85.344,315.6831644,-138.630401
6548,948,2734700,Lake Knotting,1974,1974-07-23,8/8/74,16,27620.976,27590.496,-30.48,82.2949271,-36.59197042
6549,948,2734700,Lake Knotting,1975,1975-09-05,10/3/75,28,27508.2,27483.816,-24.384,58.98989472,-42.42087307
6550,948,2734700,Lake Knotting,1975,1975-10-03,10/20/75,17,27483.816,27441.144,-42.672,4.146938112,-20.93505517
6551,948,2734700,Lake Knotting,1975,1975-10-20,11/14/75,25,27441.144,27514.296,73.152,115.7133698,-11.50443354
6552,948,2734700,Lake Knotting,1976,1976-05-16,6/4/76,19,27636.216,27569.16,-67.056,11.39908109,-32.83952583
6553,948,2734700,Lake Knotting,1976,1976-06-04,6/27/76,23,27569.16,27514.296,-54.864,85.10020877,-52.55862043
6554,948,2734700,Lake Knotting,1976,1976-06-27,7/12/76,15,27514.296,27459.432,-54.864,22.85414784,-43.29615418
6555,948,2734700,Lake Knotting,1976,1976-07-12,8/1/76,20,27459.432,27386.28,-73.152,49.65028627,-56.09887138
6556,948,2734700,Lake Knotting,1976,1976-08-01,8/21/76,20,27386.28,27355.8,-30.48,44.06271706,-48.82656401
6557,948,2734700,Lake Knotting,1977,1977-10-15,11/5/77,21,27651.456,27608.784,-42.672,11.49505651,-11.78557029
6558,948,2734700,Lake Knotting,1978,1978-06-03,6/24/78,21,27669.744,27599.64,-70.104,44.0797127,-57.2387816
6559,948,2734700,Lake Knotting,1978,1978-06-24,7/9/78,15,27599.64,27636.216,36.576,107.5454613,-35.06744403
6560,948,2734700,Lake Knotting,1978,1978-07-09,7/30/78,21,27636.216,27599.64,-36.576,76.8713159,-44.74198941
6561,948,2734700,Lake Knotting,1978,1978-07-30,8/19/78,20,27599.64,27523.44,-76.2,51.13190688,-52.09178721
6562,948,2734700,Lake Knotting,1978,1978-08-19,9/3/78,15,27523.44,27611.832,88.392,98.52277171,-32.97111408
6563,948,2734700,Lake Knotting,1978,1978-09-03,9/24/78,21,27611.832,27636.216,24.384,61.81917024,-28.18529923
6564,948,2734700,Lake Knotting,1978,1978-09-24,10/14/78,20,27636.216,27560.016,-76.2,32.89257734,-22.47300957
6565,948,2734700,Lake Knotting,1979,1979-05-19,6/9/79,21,27675.84,27648.408,-27.432,86.50914799,-18.11322248
6566,948,2734700,Lake Knotting,1979,1979-06-09,6/30/79,21,27648.408,27648.408,0,108.6031905,-43.23922555
6567,948,2734700,Lake Knotting,1979,1979-06-30,7/17/79,17,27648.408,27675.84,27.432,65.87203244,-36.27545188
6568,948,2734700,Lake Knotting,1979,1979-07-17,8/4/79,18,27675.84,27608.784,-67.056,47.45094945,-52.02837728
6569,948,2734700,Lake Knotting,1979,1979-08-04,8/25/79,21,27608.784,27553.92,-54.864,51.97789025,-44.19286951
6570,948,2734700,Lake Knotting,1979,1979-08-25,9/15/79,21,27553.92,27581.352,27.432,77.97453341,-31.71011872
6571,948,2734700,Lake Knotting,1979,1979-09-15,10/6/79,21,27581.352,27529.536,-51.816,17.80244141,-26.43413242
6572,948,2734700,Lake Knotting,1979,1979-10-06,11/3/79,28,27529.536,27575.256,45.72,89.93627042,-15.65162678
6586,966,2762200,Forest Lake,1977,1977-10-20,11/8/77,19,521729.208,521710.92,-18.288,30.74112826,NA
6587,967,2762700,Half Moon lake,1970,1970-07-19,8/3/70,15,28879.8,28565.856,-313.944,51.10191456,-42.2549433
6594,970,2767100,Long Lake,1964,1964-10-17,11/14/64,28,585.216,573.024,-12.192,37.13849011,-8.405408901
6595,970,2767100,Long Lake,1965,1965-05-15,6/5/65,21,658.368,633.984,-24.384,92.83122912,-29.99570779
6596,970,2767100,Long Lake,1965,1965-06-05,6/26/65,21,633.984,597.408,-36.576,39.13497888,-60.07450075
6597,970,2767100,Long Lake,1965,1965-06-26,7/17/65,21,597.408,548.64,-48.768,100.2423314,-53.53962176
6598,970,2767100,Long Lake,1965,1965-07-17,8/7/65,21,548.64,505.968,-42.672,91.18465075,-52.05148057
6599,970,2767100,Long Lake,1965,1965-08-07,8/25/65,18,505.968,478.536,-27.432,56.95941466,-40.40916345
6600,970,2767100,Long Lake,1965,1965-08-25,9/11/65,17,478.536,481.584,3.048,43.37689267,-29.80399831
6601,970,2767100,Long Lake,1965,1965-09-11,9/30/65,19,481.584,524.256,42.672,131.0474433,-22.09267622
6602,970,2767100,Long Lake,1965,1965-09-30,10/16/65,16,524.256,521.208,-3.048,32.92756838,-20.8127136
6603,970,2767100,Long Lake,1965,1965-10-16,11/13/65,28,521.208,530.352,9.144,29.92033843,-30.06898908
