,WiscID,WBIC,LakeName,Year,Date1,Date2,DeltaDate,Stage1_mm,Stage2_mm,DeltaWaterLevel_mm,Precip_mm,Evap_mm
2332,3,8900,Forest Lake,1994,1994-06-29,7/20/94,21,2700.528,2700.528,0,121.2136614,-54.56406257
2333,3,8900,Forest Lake,1994,1994-07-20,8/17/94,28,2700.528,2712.72,12.192,88.46744653,-77.73510912
2334,3,8900,Forest Lake,1995,1995-06-13,7/12/95,29,2606.04,2468.88,-137.16,26.09141889,-92.62096842
2335,3,8900,Forest Lake,1995,1995-07-12,8/8/95,27,2468.88,2432.304,-36.576,81.68888229,-79.32946084
2336,3,8900,Forest Lake,1996,1996-06-26,7/23/96,27,2734.056,2746.248,12.192,86.23051933,-70.07255172
2337,3,8900,Forest Lake,1996,1996-07-23,8/21/96,29,2746.248,2673.096,-73.152,62.30914477,-89.99026085
2338,3,8900,Forest Lake,2005,2005-06-09,7/19/05,40,2657.856,2493.264,-164.592,68.68581193,-131.4843936
467,16,45100,Cedar Lake,1936,1936-08-14,9/5/36,22,1508.76,1569.72,60.96,NA,NA
468,16,45100,Cedar Lake,1936,1936-09-05,9/26/36,21,1569.72,1569.72,0,NA,NA
469,16,45100,Cedar Lake,1936,1936-09-26,10/17/36,21,1569.72,1554.48,-15.24,NA,NA
470,16,45100,Cedar Lake,1936,1936-10-17,11/14/36,28,1554.48,1569.72,15.24,NA,NA
471,16,45100,Cedar Lake,1937,1937-05-15,6/5/37,21,1914.144,1914.144,0,NA,NA
472,16,45100,Cedar Lake,1937,1937-06-05,6/26/37,21,1914.144,1914.144,0,NA,NA
473,16,45100,Cedar Lake,1937,1937-06-26,7/17/37,21,1914.144,1853.184,-60.96,NA,NA
474,16,45100,Cedar Lake,1937,1937-07-17,8/7/37,21,1853.184,1761.744,-91.44,NA,NA
475,16,45100,Cedar Lake,1937,1937-08-07,8/28/37,21,1761.744,1670.304,-91.44,NA,NA
476,16,45100,Cedar Lake,1937,1937-08-28,9/18/37,21,1670.304,1609.344,-60.96,NA,NA
477,16,45100,Cedar Lake,1937,1937-09-18,10/9/37,21,1609.344,1639.824,30.48,NA,NA
478,16,45100,Cedar Lake,1937,1937-10-09,10/30/37,21,1639.824,1639.824,0,NA,NA
479,16,45100,Cedar Lake,1938,1938-05-21,6/11/38,21,2011.68,1956.816,-54.864,NA,NA
480,16,45100,Cedar Lake,1938,1938-06-11,7/2/38,21,1956.816,1950.72,-6.096,NA,NA
481,16,45100,Cedar Lake,1938,1938-07-02,7/23/38,21,1950.72,1932.432,-18.288,NA,NA
482,16,45100,Cedar Lake,1938,1938-07-23,8/13/38,21,1932.432,1987.296,54.864,NA,NA
483,16,45100,Cedar Lake,1938,1938-08-13,9/3/38,21,1987.296,1859.28,-128.016,NA,NA
484,16,45100,Cedar Lake,1938,1938-09-03,9/24/38,21,1859.28,2023.872,164.592,NA,NA
485,16,45100,Cedar Lake,1938,1938-09-24,10/15/38,21,2023.872,2011.68,-12.192,NA,NA
486,16,45100,Cedar Lake,1938,1938-10-15,11/12/38,28,2011.68,1981.2,-30.48,NA,NA
487,16,45100,Cedar Lake,1939,1939-09-10,9/30/39,20,1871.472,1840.992,-30.48,NA,NA
488,16,45100,Cedar Lake,1939,1939-09-30,10/21/39,21,1840.992,1810.512,-30.48,NA,NA
489,16,45100,Cedar Lake,1939,1939-10-21,11/11/39,21,1810.512,1786.128,-24.384,NA,NA
490,16,45100,Cedar Lake,1940,1940-06-01,6/22/40,21,1871.472,1932.432,60.96,NA,NA
491,16,45100,Cedar Lake,1940,1940-06-22,7/13/40,21,1932.432,1914.144,-18.288,NA,NA
492,16,45100,Cedar Lake,1940,1940-07-13,8/3/40,21,1914.144,1871.472,-42.672,NA,NA
493,16,45100,Cedar Lake,1940,1940-08-03,8/24/40,21,1871.472,1944.624,73.152,NA,NA
494,16,45100,Cedar Lake,1940,1940-08-24,9/14/40,21,1944.624,1950.72,6.096,NA,NA
495,16,45100,Cedar Lake,1940,1940-09-14,10/5/40,21,1950.72,1889.76,-60.96,NA,NA
496,16,45100,Cedar Lake,1940,1940-10-05,10/26/40,21,1889.76,1871.472,-18.288,NA,NA
497,16,45100,Cedar Lake,1941,1941-05-17,6/7/41,21,2103.12,2048.256,-54.864,NA,NA
498,16,45100,Cedar Lake,1941,1941-06-07,6/28/41,21,2048.256,1981.2,-67.056,NA,NA
499,16,45100,Cedar Lake,1941,1941-06-28,7/19/41,21,1981.2,1950.72,-30.48,NA,NA
500,16,45100,Cedar Lake,1941,1941-07-19,8/9/41,21,1950.72,1889.76,-60.96,NA,NA
501,16,45100,Cedar Lake,1941,1941-08-09,8/30/41,21,1889.76,1859.28,-30.48,NA,NA
502,16,45100,Cedar Lake,1941,1941-08-30,9/20/41,21,1859.28,1965.96,106.68,NA,NA
503,16,45100,Cedar Lake,1941,1941-09-20,10/11/41,21,1965.96,1981.2,15.24,NA,NA
504,16,45100,Cedar Lake,1941,1941-10-11,11/1/41,21,1981.2,2072.64,91.44,NA,NA
505,16,45100,Cedar Lake,1942,1942-05-16,6/6/42,21,2206.752,2316.48,109.728,NA,NA
506,16,45100,Cedar Lake,1942,1942-06-06,6/27/42,21,2316.48,2316.48,0,NA,NA
507,16,45100,Cedar Lake,1942,1942-06-27,7/23/42,26,2316.48,2407.92,91.44,NA,NA
508,16,45100,Cedar Lake,1942,1942-07-23,8/7/42,15,2407.92,2493.264,85.344,NA,NA
509,16,45100,Cedar Lake,1942,1942-08-07,8/22/42,15,2493.264,2474.976,-18.288,NA,NA
510,16,45100,Cedar Lake,1942,1942-08-22,9/6/42,15,2474.976,2474.976,0,NA,NA
511,16,45100,Cedar Lake,1942,1942-09-06,9/30/42,24,2474.976,2523.744,48.768,NA,NA
512,16,45100,Cedar Lake,1945,1945-05-19,6/9/45,21,2353.056,2474.976,121.92,NA,NA
513,16,45100,Cedar Lake,1945,1945-06-09,6/30/45,21,2474.976,2529.84,54.864,NA,NA
514,16,45100,Cedar Lake,1945,1945-06-30,7/21/45,21,2529.84,2468.88,-60.96,NA,NA
515,16,45100,Cedar Lake,1945,1945-07-21,8/11/45,21,2468.88,2377.44,-91.44,NA,NA
516,16,45100,Cedar Lake,1945,1945-08-11,9/1/45,21,2377.44,2334.768,-42.672,NA,NA
517,16,45100,Cedar Lake,1945,1945-09-01,9/22/45,21,2334.768,2346.96,12.192,NA,NA
518,16,45100,Cedar Lake,1945,1945-09-22,10/13/45,21,2346.96,2340.864,-6.096,NA,NA
519,16,45100,Cedar Lake,1945,1945-10-13,11/10/45,28,2340.864,2304.288,-36.576,NA,NA
520,16,45100,Cedar Lake,1946,1946-05-18,6/8/46,21,2493.264,2438.4,-54.864,NA,NA
521,16,45100,Cedar Lake,1946,1946-06-08,7/6/46,28,2438.4,2505.456,67.056,NA,NA
522,16,45100,Cedar Lake,1946,1946-07-06,7/25/46,19,2505.456,2456.688,-48.768,NA,NA
523,16,45100,Cedar Lake,1946,1946-07-25,8/10/46,16,2456.688,2414.016,-42.672,NA,NA
524,16,45100,Cedar Lake,1946,1946-08-10,8/31/46,21,2414.016,2401.824,-12.192,NA,NA
525,16,45100,Cedar Lake,1946,1946-08-31,9/21/46,21,2401.824,2304.288,-97.536,NA,NA
526,16,45100,Cedar Lake,1946,1946-09-21,10/12/46,21,2304.288,2231.136,-73.152,NA,NA
527,16,45100,Cedar Lake,1946,1946-10-12,11/9/46,28,2231.136,2237.232,6.096,NA,NA
528,16,45100,Cedar Lake,1947,1947-05-17,6/7/47,21,2438.4,2441.448,3.048,NA,NA
529,16,45100,Cedar Lake,1947,1947-06-07,6/28/47,21,2441.448,2474.976,33.528,NA,NA
530,16,45100,Cedar Lake,1947,1947-06-28,7/19/47,21,2474.976,2414.016,-60.96,NA,NA
531,16,45100,Cedar Lake,1947,1947-07-19,8/9/47,21,2414.016,2377.44,-36.576,NA,NA
532,16,45100,Cedar Lake,1947,1947-08-09,8/30/47,21,2377.44,2273.808,-103.632,NA,NA
533,16,45100,Cedar Lake,1947,1947-08-30,9/20/47,21,2273.808,2237.232,-36.576,NA,NA
534,16,45100,Cedar Lake,1947,1947-09-20,10/11/47,21,2237.232,2237.232,0,NA,NA
535,16,45100,Cedar Lake,1947,1947-10-11,11/1/47,21,2237.232,2231.136,-6.096,NA,NA
536,16,45100,Cedar Lake,1948,1948-05-15,6/5/48,21,2426.208,2432.304,6.096,18.5542489,-63.7668834
537,16,45100,Cedar Lake,1948,1948-06-05,6/26/48,21,2432.304,2401.824,-30.48,49.45833542,-56.93125478
538,16,45100,Cedar Lake,1948,1948-06-26,7/17/48,21,2401.824,2292.096,-109.728,45.62331744,-69.90060842
539,16,45100,Cedar Lake,1948,1948-07-17,8/7/48,21,2292.096,2255.52,-36.576,45.3383904,-73.34230171
540,16,45100,Cedar Lake,1948,1948-08-07,8/28/48,21,2255.52,2151.888,-103.632,36.47366035,-50.24446061
541,16,45100,Cedar Lake,1948,1948-08-28,9/18/48,21,2151.888,2133.6,-18.288,32.07478675,-44.05853717
542,16,45100,Cedar Lake,1948,1948-09-18,10/9/48,21,2133.6,2109.216,-24.384,52.87446067,-37.93880427
543,16,45100,Cedar Lake,1948,1948-10-09,10/29/48,20,2109.216,2042.16,-67.056,5.857500096,-18.10698269
544,16,45100,Cedar Lake,1948,1948-10-29,11/13/48,15,2042.16,2054.352,12.192,46.22616307,-7.341644485
545,16,45100,Cedar Lake,1949,1949-05-21,6/11/49,21,2212.848,2170.176,-42.672,22.8281545,-58.41379095
546,16,45100,Cedar Lake,1949,1949-06-11,6/30/49,19,2170.176,2182.368,12.192,94.98667718,-49.80439283
547,16,45100,Cedar Lake,1949,1949-06-30,7/16/49,16,2182.368,2072.64,-109.728,42.07722547,-53.43497714
548,16,45100,Cedar Lake,1949,1949-07-16,8/6/49,21,2072.64,2066.544,-6.096,44.76853632,-70.74972827
549,16,45100,Cedar Lake,1949,1949-08-06,8/27/49,21,2066.544,2011.68,-54.864,54.29809613,-58.283513
550,16,45100,Cedar Lake,1949,1949-08-27,9/28/49,32,2011.68,1868.424,-143.256,47.04895238,-64.03598989
551,16,45100,Cedar Lake,1949,1949-09-28,10/15/49,17,1868.424,1886.712,18.288,33.81534106,-27.03395657
552,16,45100,Cedar Lake,1949,1949-10-15,11/12/49,28,1886.712,1804.416,-82.296,17.44353331,-31.4719677
553,16,45100,Cedar Lake,1950,1950-05-20,6/10/50,21,2023.872,2005.584,-18.288,38.5651248,-58.49236113
554,16,45100,Cedar Lake,1950,1950-06-10,7/1/50,21,2005.584,1889.76,-115.824,53.7612336,-77.55219551
555,16,45100,Cedar Lake,1950,1950-07-01,7/21/50,20,1889.76,1953.768,64.008,133.7997385,-57.31090974
556,16,45100,Cedar Lake,1950,1950-07-21,8/12/50,22,1953.768,2002.536,48.768,48.21965261,-54.09215932
557,16,45100,Cedar Lake,1950,1950-08-12,9/2/50,21,2002.536,1972.056,-30.48,58.0351392,-56.34773091
558,16,45100,Cedar Lake,1950,1950-09-02,9/23/50,21,1972.056,1847.088,-124.968,49.89722304,-49.0466791
559,16,45100,Cedar Lake,1950,1950-09-23,10/14/50,21,1847.088,1798.32,-48.768,26.43623059,-38.143086
560,16,45100,Cedar Lake,1950,1950-10-14,11/11/50,28,1798.32,1719.072,-79.248,9.561551616,-32.26112735
561,16,45100,Cedar Lake,1951,1951-05-19,6/9/51,21,2182.368,2188.464,6.096,49.35836102,-50.46553996
562,16,45100,Cedar Lake,1951,1951-06-09,6/30/51,21,2188.464,2176.272,-12.192,31.50393293,-60.55109229
563,16,45100,Cedar Lake,1951,1951-06-30,7/21/51,21,2176.272,2097.024,-79.248,93.46406707,-68.40708277
564,16,45100,Cedar Lake,1951,1951-07-21,8/11/51,21,2097.024,2066.544,-30.48,22.9851143,-68.27123902
565,16,45100,Cedar Lake,1951,1951-08-11,9/1/51,21,2066.544,2066.544,0,77.53814515,-46.295088
566,16,45100,Cedar Lake,1951,1951-09-01,9/22/51,21,2066.544,2011.68,-54.864,37.73833651,-54.05744178
567,16,45100,Cedar Lake,1951,1951-09-22,10/13/51,21,2011.68,2060.448,48.768,79.24770739,-24.40679553
568,16,45100,Cedar Lake,1951,1951-10-13,11/10/51,28,2060.448,2151.888,91.44,106.8576374,-22.08775256
569,16,45100,Cedar Lake,1952,1952-05-17,6/7/52,21,2481.072,2481.072,0,44.00673139,-44.75570675
570,16,45100,Cedar Lake,1952,1952-06-07,6/28/52,21,2481.072,2438.4,-42.672,37.20247373,-61.62925425
571,16,45100,Cedar Lake,1952,1952-06-28,7/19/52,21,2438.4,2462.784,24.384,167.5211036,-66.66774559
572,16,45100,Cedar Lake,1952,1952-07-19,8/9/52,21,2462.784,2474.976,12.192,94.69675142,-66.89111197
573,16,45100,Cedar Lake,1952,1952-08-09,8/30/52,21,2474.976,2438.4,-36.576,50.65802822,-53.9267523
574,16,45100,Cedar Lake,1952,1952-08-30,9/18/52,19,2438.4,2359.152,-79.248,18.90315955,-51.36357968
575,16,45100,Cedar Lake,1952,1952-09-18,10/4/52,16,2359.152,2286,-73.152,7.883981184,-36.06571777
576,16,45100,Cedar Lake,1952,1952-10-04,10/25/52,21,2286,2237.232,-48.768,4.274905344,-37.93772375
577,16,45100,Cedar Lake,1952,1952-10-25,11/15/52,21,2237.232,2212.848,-24.384,0,-17.94052607
578,16,45100,Cedar Lake,1953,1953-05-16,6/6/53,21,2478.024,2465.832,-12.192,46.60506605,-47.10667326
579,16,45100,Cedar Lake,1953,1953-06-06,6/27/53,21,2465.832,2410.968,-54.864,29.95233024,-68.05925791
580,16,45100,Cedar Lake,1953,1953-06-27,7/18/53,21,2410.968,2350.008,-60.96,59.43178157,-74.2543668
581,16,45100,Cedar Lake,1953,1953-07-18,8/5/53,18,2350.008,2343.912,-6.096,86.27390822,-48.39571773
582,16,45100,Cedar Lake,1953,1953-08-05,8/22/53,17,2343.912,2295.144,-48.768,12.21987091,-55.02618075
583,16,45100,Cedar Lake,1953,1953-08-22,9/12/53,21,2295.144,2197.608,-97.536,33.5913984,-49.76658401
584,16,45100,Cedar Lake,1953,1953-09-12,10/3/53,21,2197.608,2118.36,-79.248,17.63548416,-43.00662479
585,16,45100,Cedar Lake,1953,1953-10-03,10/24/53,21,2118.36,2029.968,-88.392,13.39357037,-26.27245615
586,16,45100,Cedar Lake,1953,1953-10-24,11/14/53,21,2029.968,2005.584,-24.384,1.520610624,-26.14630583
587,16,45100,Cedar Lake,1954,1954-05-15,6/5/54,21,2045.208,2026.92,-18.288,97.5500208,-53.52687584
588,16,45100,Cedar Lake,1954,1954-06-05,6/26/54,21,2026.92,2020.824,-6.096,74.87982586,-49.12865084
589,16,45100,Cedar Lake,1954,1954-06-26,7/17/54,21,2020.824,1990.344,-30.48,71.86959667,-64.12276313
590,16,45100,Cedar Lake,1954,1954-07-17,8/7/54,21,1990.344,1908.048,-82.296,21.78042278,-69.15983869
591,16,45100,Cedar Lake,1954,1954-08-07,8/28/54,21,1908.048,1859.28,-48.768,57.97115558,-46.57561859
592,16,45100,Cedar Lake,1954,1954-08-28,9/18/54,21,1859.28,1859.28,0,74.52991546,-46.77254784
593,16,45100,Cedar Lake,1954,1954-09-18,10/9/54,21,1859.28,2005.584,146.304,153.3387352,-29.55817794
594,16,45100,Cedar Lake,1954,1954-10-09,10/30/54,21,2005.584,1993.392,-12.192,29.9513305,-19.48349527
595,16,45100,Cedar Lake,1955,1955-05-21,6/8/55,18,2185.416,2240.28,54.864,82.69682419,-37.88937486
596,16,45100,Cedar Lake,1955,1955-06-08,6/25/55,17,2240.28,2197.608,-42.672,57.05339059,-43.51732843
597,16,45100,Cedar Lake,1955,1955-06-25,7/16/55,21,2197.608,2087.88,-109.728,65.95111219,-69.25953921
598,16,45100,Cedar Lake,1955,1955-07-16,8/2/55,17,2087.88,2014.728,-73.152,66.52096627,-50.4491642
599,16,45100,Cedar Lake,1955,1955-08-02,8/20/55,18,2014.728,2045.208,30.48,8.960705472,-63.68486879
600,16,45100,Cedar Lake,1955,1955-08-20,9/10/55,21,2045.208,2020.824,-24.384,14.56327085,-66.59223783
601,16,45100,Cedar Lake,1955,1955-09-10,9/30/55,20,2020.824,1929.384,-91.44,31.75686816,-42.9136325
602,16,45100,Cedar Lake,1955,1955-09-30,10/15/55,15,1929.384,1959.864,30.48,27.38798688,-21.40393611
603,16,45100,Cedar Lake,1955,1955-10-15,11/12/55,28,1959.864,1914.144,-45.72,47.20591219,-25.58407028
604,16,45100,Cedar Lake,1956,1956-05-19,6/9/56,21,2029.968,1984.248,-45.72,33.05353613,-57.97814293
605,16,45100,Cedar Lake,1956,1956-06-09,6/30/56,21,1984.248,1953.768,-30.48,66.13806432,-66.33865022
606,16,45100,Cedar Lake,1956,1956-06-30,7/21/56,21,1953.768,1926.336,-27.432,110.7806329,-58.0229544
607,16,45100,Cedar Lake,1956,1956-07-21,8/8/56,18,1926.336,1914.144,-12.192,58.69696973,-47.79357879
608,16,45100,Cedar Lake,1956,1956-08-08,8/25/56,17,1914.144,1911.096,-3.048,53.5702825,-44.6738265
609,16,45100,Cedar Lake,1956,1956-08-25,9/15/56,21,1911.096,1886.712,-24.384,76.33345363,-36.42253075
610,16,45100,Cedar Lake,1956,1956-09-15,9/30/56,15,1886.712,1862.328,-24.384,16.81269485,-29.51614653
611,16,45100,Cedar Lake,1956,1956-09-30,10/20/56,20,1862.328,1758.696,-103.632,11.62002451,-42.22348093
612,16,45100,Cedar Lake,1956,1956-10-20,11/10/56,21,1758.696,1740.408,-18.288,14.27934355,-18.22358155
613,16,45100,Cedar Lake,1957,1957-05-18,6/8/57,21,1725.168,1737.36,12.192,64.46149363,-51.1107821
614,16,45100,Cedar Lake,1957,1957-06-08,6/29/57,21,1737.36,1706.88,-30.48,70.92183936,-61.59781019
615,16,45100,Cedar Lake,1957,1957-06-29,7/20/57,21,1706.88,1676.4,-30.48,46.19517101,-66.15735299
616,16,45100,Cedar Lake,1957,1957-07-20,8/10/57,21,1676.4,1584.96,-91.44,29.79137146,-71.11984957
617,16,45100,Cedar Lake,1957,1957-08-10,8/31/57,21,1584.96,1524,-60.96,37.83731117,-53.95375034
618,16,45100,Cedar Lake,1957,1957-08-31,9/18/57,18,1524,1463.04,-60.96,36.44466778,-41.90375702
619,16,45100,Cedar Lake,1957,1957-09-18,10/5/57,17,1463.04,1414.272,-48.768,17.57150054,-44.38815582
620,16,45100,Cedar Lake,1957,1957-10-05,10/26/57,21,1414.272,1377.696,-36.576,39.38791411,-39.11376226
621,16,45100,Cedar Lake,1958,1958-05-17,6/7/58,21,1304.544,1222.248,-82.296,37.10749805,-55.52029548
622,16,45100,Cedar Lake,1958,1958-06-07,6/28/58,21,1222.248,1164.336,-57.912,45.24341472,-65.66566812
623,16,45100,Cedar Lake,1958,1958-06-28,7/14/58,16,1164.336,1170.432,6.096,58.44603398,-51.11992068
624,16,45100,Cedar Lake,1958,1958-07-14,8/2/58,19,1170.432,1124.712,-45.72,15.13312493,-71.15211351
625,16,45100,Cedar Lake,1958,1958-08-02,8/19/58,17,1124.712,1036.32,-88.392,36.00178118,-58.87082928
626,16,45100,Cedar Lake,1958,1958-08-19,9/6/58,18,1036.32,1057.656,21.336,74.34296333,-43.18989526
627,16,45100,Cedar Lake,1958,1958-09-06,9/27/58,21,1057.656,1027.176,-30.48,64.81240378,-35.0879971
628,16,45100,Cedar Lake,1958,1958-09-27,10/15/58,18,1027.176,1030.224,3.048,53.95318445,-32.42628402
629,16,45100,Cedar Lake,1958,1958-10-15,11/1/58,17,1030.224,1018.032,-12.192,18.870168,-13.30138701
630,16,45100,Cedar Lake,1959,1959-05-16,6/6/59,21,1377.696,1444.752,67.056,72.62940211,-43.64258527
631,16,45100,Cedar Lake,1959,1959-06-06,6/27/59,21,1444.752,1377.696,-67.056,41.88727411,-77.93435615
632,16,45100,Cedar Lake,1959,1959-06-27,7/14/59,17,1377.696,1316.736,-60.96,48.56756352,-55.3640974
633,16,45100,Cedar Lake,1959,1959-07-14,8/1/59,18,1316.736,1316.736,0,58.76595206,-47.44056932
634,16,45100,Cedar Lake,1959,1959-08-01,8/22/59,21,1316.736,1316.736,0,85.80402854,-58.07318413
635,16,45100,Cedar Lake,1959,1959-08-22,9/12/59,21,1316.736,1258.824,-57.912,22.16332474,-62.90127789
636,16,45100,Cedar Lake,1959,1959-09-12,9/30/59,18,1258.824,1313.688,54.864,101.6019832,-37.19176548
637,16,45100,Cedar Lake,1959,1959-09-30,10/17/59,17,1313.688,1350.264,36.576,72.41045818,-22.24240309
638,16,45100,Cedar Lake,1959,1959-10-17,11/14/59,28,1350.264,1463.04,112.776,107.5524595,-16.67013249
639,16,45100,Cedar Lake,1960,1960-05-21,6/11/60,21,2090.928,2090.928,0,27.04107571,-55.09954642
640,16,45100,Cedar Lake,1960,1960-06-11,6/30/60,19,2090.928,2090.928,0,61.80317434,-48.82852887
641,16,45100,Cedar Lake,1960,1960-06-30,7/16/60,16,2090.928,2072.64,-18.288,22.16232499,-61.35260714
642,16,45100,Cedar Lake,1960,1960-07-16,8/6/60,21,2072.64,2042.16,-30.48,89.98095898,-64.37317705
643,16,45100,Cedar Lake,1960,1960-08-06,8/27/60,21,2042.16,2042.16,0,88.30538803,-48.71966927
644,16,45100,Cedar Lake,1960,1960-08-27,9/14/60,18,2042.16,2014.728,-27.432,43.28191699,-46.45415147
645,16,45100,Cedar Lake,1960,1960-09-14,9/30/60,16,2014.728,2048.256,33.528,107.8063945,-24.48357981
646,16,45100,Cedar Lake,1960,1960-09-30,10/15/60,15,2048.256,2036.064,-12.192,11.90495155,-27.49790544
647,16,45100,Cedar Lake,1960,1960-10-15,11/12/60,28,2036.064,2042.16,6.096,57.15036576,-32.91735542
648,16,45100,Cedar Lake,1961,1961-05-20,6/10/61,21,2188.464,2133.6,-54.864,36.5996281,-55.65096367
649,16,45100,Cedar Lake,1961,1961-06-10,6/27/61,17,2133.6,2151.888,18.288,75.70461466,-47.40381126
650,16,45100,Cedar Lake,1961,1961-06-27,7/15/61,18,2151.888,2072.64,-79.248,30.83610394,-61.18386013
651,16,45100,Cedar Lake,1961,1961-07-15,8/5/61,21,2072.64,2103.12,30.48,74.84783405,-53.64354635
652,16,45100,Cedar Lake,1961,1961-08-05,8/26/61,21,2103.12,2078.736,-24.384,41.25743539,-59.10807019
653,16,45100,Cedar Lake,1961,1961-08-26,9/14/61,19,2078.736,2060.448,-18.288,115.0575377,-38.60164235
654,16,45100,Cedar Lake,1961,1961-09-14,9/30/61,16,2060.448,2072.64,12.192,87.85950221,-28.78224659
655,16,45100,Cedar Lake,1961,1961-09-30,10/21/61,21,2072.64,2042.16,-30.48,83.93450726,-25.55640178
656,16,45100,Cedar Lake,1961,1961-10-21,11/11/61,21,2042.16,1981.2,-60.96,74.65788269,-21.49418876
657,16,45100,Cedar Lake,1962,1962-05-17,6/2/62,16,2319.528,2316.48,-3.048,6.175418688,-42.31859038
658,16,45100,Cedar Lake,1962,1962-06-02,6/23/62,21,2316.48,2334.768,18.288,72.2814912,-63.45934281
659,16,45100,Cedar Lake,1962,1962-06-23,7/14/62,21,2334.768,2286,-48.768,34.54215494,-70.9919702
660,16,45100,Cedar Lake,1962,1962-07-14,8/4/62,21,2286,2286,0,65.57120947,-65.47222076
661,16,45100,Cedar Lake,1962,1962-08-04,8/25/62,21,2286,2218.944,-67.056,80.73932544,-64.36400225
662,16,45100,Cedar Lake,1962,1962-08-25,9/15/62,21,2218.944,2218.944,0,79.69459296,-42.27215293
663,16,45100,Cedar Lake,1962,1962-09-15,10/6/62,21,2218.944,2194.56,-24.384,39.79680941,-37.46877426
664,16,45100,Cedar Lake,1962,1962-10-06,10/27/62,21,2194.56,2243.328,48.768,43.34590061,-26.24717739
665,16,45100,Cedar Lake,1963,1963-05-18,6/8/63,21,2304.288,2273.808,-30.48,51.85872077,-45.41389801
666,16,45100,Cedar Lake,1963,1963-06-08,6/27/63,19,2273.808,2225.04,-48.768,53.50429939,-67.37781679
667,16,45100,Cedar Lake,1963,1963-06-27,7/13/63,16,2225.04,2157.984,-67.056,60.3435481,-71.47715206
668,16,45100,Cedar Lake,1963,1963-07-13,7/29/63,16,2157.984,2124.456,-33.528,72.28049146,-50.77243609
669,16,45100,Cedar Lake,1963,1963-07-29,8/17/63,19,2124.456,2109.216,-15.24,45.78327648,-56.07660789
670,16,45100,Cedar Lake,1963,1963-08-17,9/4/63,18,2109.216,2051.304,-57.912,59.39579078,-38.41724013
671,16,45100,Cedar Lake,1963,1963-09-04,9/21/63,17,2051.304,2066.544,15.24,25.51946534,-33.02852395
672,16,45100,Cedar Lake,1963,1963-09-21,10/10/63,19,2066.544,2020.824,-45.72,29.44546003,-34.10616032
673,16,45100,Cedar Lake,1963,1963-10-10,10/26/63,16,2020.824,1993.392,-27.432,7.439095104,-17.81291772
674,16,45100,Cedar Lake,1963,1963-10-26,11/14/63,19,1993.392,1938.528,-54.864,11.27111386,-24.86223356
675,16,45100,Cedar Lake,1964,1964-05-16,6/6/64,21,1999.488,1962.912,-36.576,29.98232256,-57.80852863
676,16,45100,Cedar Lake,1964,1964-06-06,6/25/64,19,1962.912,1877.568,-85.344,15.98790605,-59.67899527
677,16,45100,Cedar Lake,1964,1964-06-25,7/11/64,16,1877.568,1819.656,-57.912,39.32093126,-50.42363164
678,16,45100,Cedar Lake,1964,1964-07-11,7/28/64,17,1819.656,1847.088,27.432,115.0575377,-56.03617466
679,16,45100,Cedar Lake,1964,1964-07-28,8/15/64,18,1847.088,1767.84,-79.248,15.22910035,-60.81411289
680,16,45100,Cedar Lake,1964,1964-08-15,9/5/64,21,1767.84,1740.408,-27.432,109.5789406,-42.06585694
681,16,45100,Cedar Lake,1964,1964-09-05,9/26/64,21,1740.408,1740.408,0,74.81684198,-42.50968568
682,16,45100,Cedar Lake,1964,1964-09-26,10/16/64,20,1740.408,1676.4,-64.008,10.29036499,-29.12829461
683,16,45100,Cedar Lake,1964,1964-10-16,10/31/64,15,1676.4,1633.728,-42.672,0.537862272,-11.81473743
684,16,45100,Cedar Lake,1965,1965-05-15,6/4/65,20,2103.12,2054.352,-48.768,38.72108486,-51.21756922
685,16,45100,Cedar Lake,1965,1965-06-04,6/19/65,15,2054.352,1993.392,-60.96,15.3550681,-53.84009111
686,16,45100,Cedar Lake,1965,1965-06-19,7/10/65,21,1993.392,1926.336,-67.056,60.97738579,-74.08440284
687,16,45100,Cedar Lake,1965,1965-07-10,7/31/65,21,1926.336,1856.232,-70.104,39.57686573,-93.58392431
688,16,45100,Cedar Lake,1965,1965-07-31,8/20/65,20,1856.232,1834.896,-21.336,90.74176416,-44.9189288
689,16,45100,Cedar Lake,1965,1965-08-20,9/4/65,15,1834.896,1822.704,-12.192,35.08001722,-34.48997577
690,16,45100,Cedar Lake,1965,1965-09-04,9/25/65,21,1822.704,1950.72,128.016,190.0623316,-36.89228737
691,16,45100,Cedar Lake,1965,1965-09-25,10/13/65,18,1950.72,1908.048,-42.672,33.21449491,-35.08540035
692,16,45100,Cedar Lake,1965,1965-10-13,10/30/65,17,1908.048,1920.24,12.192,64.81040429,-18.01569354
693,16,45100,Cedar Lake,1966,1966-05-20,6/4/66,15,2276.856,2301.24,24.384,37.33044096,-47.27556301
694,16,45100,Cedar Lake,1966,1966-06-04,6/21/66,17,2301.24,2282.952,-18.288,43.46986886,-48.55748865
695,16,45100,Cedar Lake,1966,1966-06-21,7/9/66,18,2282.952,2234.184,-48.768,20.70769747,-71.94967949
696,16,45100,Cedar Lake,1966,1966-07-09,7/30/66,21,2234.184,2264.664,30.48,69.68715552,-71.13313668
697,16,45100,Cedar Lake,1966,1966-07-30,8/19/66,20,2264.664,2179.32,-85.344,73.80410131,-59.04057755
