"","WiscID","WBIC","LakeName","Year","Date1","Date2","DeltaDate","Stage1","Stage2","DeltaWaterLevel_ft","Precip_ft","Evap_ft"
"1564","234","504300","Rost Lake","1973",1973-08-24,1973-09-19,26,95.29,95.01,-0.280000000000001,0.11954944,-0.243617651267972
"1565","236","519700","Underwood Lake - Staff Gage","2015",2015-08-24,2015-11-09,77,1.64,1.56,-0.0799999999999998,0.708859824,-0.508809803266277
"124","1036","586800","Imogene Lake","2011",2011-05-20,2011-06-10,21,11.98512,11.62432,-0.360799999999999,0.144658496,-0.186842626333528
"125","1036","586800","Imogene Lake","2011",2011-06-10,2011-07-01,21,11.62432,11.73912,0.114799999999999,0.402534064,-0.174621443190356
"126","1036","586800","Imogene Lake","2011",2011-07-01,2011-07-22,21,11.73912,11.60792,-0.1312,0.116337336,-0.202210074571421
"127","1036","586800","Imogene Lake","2011",2011-07-22,2011-08-12,21,11.60792,11.49312,-0.114800000000001,0.272163904,-0.233858610679249
"128","1036","586800","Imogene Lake","2011",2011-08-12,2011-09-02,21,11.49312,11.29632,-0.1968,0.076184232,-0.225046438009319
"129","1036","586800","Imogene Lake","2011",2011-09-02,2011-09-23,21,11.29632,11.13232,-0.164,0.11394228,-0.176106187861072
"130","1036","586800","Imogene Lake","2011",2011-09-23,2011-10-14,21,11.13232,11.08312,-0.0492000000000008,0.158079272,-0.0829844556541617
"131","1036","586800","Imogene Lake","2012",2012-05-18,2012-06-08,21,11.3816,11.316,-0.0655999999999999,0.200571672,-0.219756281005397
"132","1036","586800","Imogene Lake","2012",2012-06-08,2012-06-29,21,11.316,11.2832,-0.0327999999999999,0.309749096,-0.203913650663068
"133","1036","586800","Imogene Lake","2012",2012-06-29,2012-07-20,21,11.2832,11.4144,0.1312,0.3180698,-0.210727200518076
"134","1036","586800","Imogene Lake","2012",2012-07-20,2012-08-10,21,11.4144,11.2832,-0.1312,0.249196032,-0.225332111092379
"135","1036","586800","Imogene Lake","2012",2012-08-10,2012-08-31,21,11.2832,11.0536,-0.229600000000001,0.092429088,-0.186148122832124
"136","1036","586800","Imogene Lake","2012",2012-08-31,2012-09-21,21,11.0536,10.9552,-0.0983999999999998,0.13163788,-0.173722399811882
"137","1036","586800","Imogene Lake","2012",2012-09-21,2012-10-12,21,10.9552,10.8076,-0.147599999999999,0.074860752,-0.135736366591068
"138","1036","586800","Imogene Lake","2012",2012-10-12,2012-11-02,21,10.8076,11.0044,0.1968,0.251302776,-0.0774151900474732
"139","1036","586800","Imogene Lake","2013",2013-05-17,2013-06-07,21,11.65712,11.65712,0,0.309117368,-0.158391259989508
"140","1036","586800","Imogene Lake","2013",2013-06-07,2013-06-28,21,11.65712,11.55872,-0.0984000000000016,0.221872648,-0.138546415636853
"141","1036","586800","Imogene Lake","2013",2013-06-28,2013-07-19,21,11.55872,11.4636,-0.0951199999999996,0.264086248,-0.224639440046414
"142","1036","586800","Imogene Lake","2013",2013-07-19,2013-08-09,21,11.4636,11.4308,-0.0327999999999999,0.195321376,-0.220040865841986
"143","1036","586800","Imogene Lake","2013",2013-08-09,2013-08-30,21,11.4308,11.4636,0.0327999999999999,0.278386064,-0.195039003672785
"144","1036","586800","Imogene Lake","2013",2013-08-30,2013-09-20,21,11.4636,11.2832,-0.180399999999999,0.143187744,-0.221647722440583
"145","1036","586800","Imogene Lake","2013",2013-09-20,2013-10-11,21,11.2832,11.2996,0.0163999999999991,0.259998384,-0.166825817086886
"146","1036","586800","Imogene Lake","2013",2013-10-11,2013-11-01,21,11.2996,11.4964,0.1968,0.154649048,-0.0927755560524494
"147","1036","586800","Imogene Lake","2015",2015-05-15,2015-06-05,21,11.63416,11.84736,0.213200000000001,0.255773088,-0.147282637432426
"148","1036","586800","Imogene Lake","2015",2015-06-05,2015-06-26,21,11.84736,11.76536,-0.0820000000000007,0.315340512,-0.137515246717326
"149","1036","586800","Imogene Lake","2015",2015-06-26,2015-07-17,21,11.76536,11.61776,-0.147599999999999,0.222252144,-0.161676107004508
"150","1036","586800","Imogene Lake","2015",2015-07-17,2015-08-07,21,11.61776,11.32256,-0.295200000000001,0.141344384,-0.268979618273904
"151","1036","586800","Imogene Lake","2015",2015-08-07,2015-08-28,21,11.32256,11.19136,-0.1312,0.228139744,-0.163461745789227
"152","1036","586800","Imogene Lake","2015",2015-08-28,2015-09-18,21,11.19136,11.12576,-0.0655999999999999,0.186324992,-0.140723204604415
"153","1036","586800","Imogene Lake","2015",2015-09-18,2015-10-16,28,11.12576,10.92896,-0.1968,0.151201112,-0.17179350860205
"154","1036","586800","Imogene Lake","2015",2015-10-16,2015-11-06,21,10.92896,11.02736,0.0983999999999998,0.20755512,-0.0784237393179174
"1566","247","589400","Morgan Lake","1987",1987-10-01,1987-10-16,15,64.82,64.81,-0.00999999999999091,0.074568832,-0.0693063171067211
"1567","247","589400","Morgan Lake","1987",1987-10-16,1987-10-31,15,64.81,64.8,-0.0100000000000051,0.151415624,-0.0238870392204998
"1568","247","589400","Morgan Lake","1987",1987-10-31,1987-11-15,15,64.8,64.8,0,0.054602816,-0.0269795884185807
"1569","247","589400","Morgan Lake","1988",1988-05-15,1988-05-30,15,64.97,64.81,-0.159999999999997,0.059312568,-0.0990001444366299
"1570","247","589400","Morgan Lake","1988",1988-05-30,1988-06-14,15,64.81,64.58,-0.230000000000004,0.017003848,-0.145092641740246
"1571","247","589400","Morgan Lake","1988",1988-06-14,1988-06-29,15,64.58,64.4,-0.179999999999993,0.092944376,-0.14039673964158
"1572","247","589400","Morgan Lake","1988",1988-06-29,1988-07-14,15,64.4,64.21,-0.190000000000012,0.132711096,-0.140307203519023
"1573","247","589400","Morgan Lake","1988",1988-07-14,1988-07-29,15,64.21,64.16,-0.0499999999999972,0.180187128,-0.111841856754962
"1574","247","589400","Morgan Lake","1988",1988-07-29,1988-08-13,15,64.16,64.12,-0.039999999999992,0.163964248,-0.118037552199156
"1575","247","589400","Morgan Lake","1988",1988-08-13,1988-08-28,15,64.12,64.06,-0.0600000000000023,0.221628288,-0.116149336974321
"1576","247","589400","Morgan Lake","1988",1988-08-28,1988-09-12,15,64.06,64.09,0.0300000000000011,0.171367864,-0.0885723785138982
"1577","247","589400","Morgan Lake","1988",1988-09-12,1988-09-27,15,64.09,64.1,0.00999999999999091,0.166738472,-0.0785968946526927
"1578","247","589400","Morgan Lake","1988",1988-09-27,1988-10-12,15,64.1,63.99,-0.109999999999992,0.041917744,-0.0610476685676788
"1579","247","589400","Morgan Lake","1988",1988-10-12,1988-10-27,15,63.99,64.12,0.130000000000003,0.18297644,-0.0344979906624556
"1580","247","589400","Morgan Lake","1988",1988-10-27,1988-11-15,19,64.12,64.33,0.209999999999994,0.243504576,-0.0313334216628738
"1581","247","589400","Morgan Lake","1989",1989-05-15,1989-05-30,15,64.52,64.47,-0.0499999999999972,0.13750088,-0.0446046184469294
"1582","247","589400","Morgan Lake","1989",1989-05-30,1989-06-14,15,64.47,64.62,0.150000000000006,0.28510908,-0.0974932259371291
"1583","247","589400","Morgan Lake","1989",1989-06-14,1989-06-29,15,64.62,64.52,-0.100000000000009,0.114263392,-0.0863606750999028
"1584","247","589400","Morgan Lake","1989",1989-06-29,1989-07-14,15,64.52,64.27,-0.25,0.008684456,-0.142975577061753
"1585","247","589400","Morgan Lake","1989",1989-07-14,1989-07-29,15,64.27,64.14,-0.129999999999995,0.107202536,-0.107953547628349
"1586","247","589400","Morgan Lake","1989",1989-07-29,1989-09-07,40,64.14,63.99,-0.149999999999999,0.418000576,-0.270069198241192
"1587","247","589400","Morgan Lake","1989",1989-09-07,1989-09-22,15,63.99,63.82,-0.170000000000002,0.020922792,-0.0654308325734255
"1588","247","589400","Morgan Lake","1989",1989-09-22,1989-10-07,15,63.82,63.69,-0.130000000000003,0.035590952,-0.0815124568110537
"1589","247","589400","Morgan Lake","1989",1989-10-07,1989-10-22,15,63.69,63.63,-0.0599999999999952,0.074673792,-0.0601106717027739
"1590","247","589400","Morgan Lake","1989",1989-10-22,1989-11-15,24,63.63,63.78,0.149999999999999,0.257587912,-0.0392362966199743
"1591","247","589400","Morgan Lake","1990",1990-05-15,1990-05-30,15,63.84,63.96,0.119999999999997,0.208864168,-0.0774896866571222
"1592","247","589400","Morgan Lake","1990",1990-05-30,1990-06-14,15,63.96,64.12,0.160000000000004,0.2807106,-0.10759067441664
"1593","247","589400","Morgan Lake","1990",1990-06-14,1990-06-29,15,64.12,64.16,0.039999999999992,0.378715688,-0.0902495586978808
"1594","247","589400","Morgan Lake","1990",1990-06-29,1990-07-14,15,64.16,64.02,-0.140000000000001,0.112069072,-0.118385838632968
"1595","247","589400","Morgan Lake","1990",1990-07-14,1990-07-29,15,64.02,63.97,-0.0499999999999972,0.089749984,-0.105953591907677
"1596","247","589400","Morgan Lake","1990",1990-07-29,1990-08-13,15,63.97,63.9,-0.0700000000000003,0.104302032,-0.11462562734652
"1597","247","589400","Morgan Lake","1990",1990-08-13,1990-08-28,15,63.9,64.05,0.149999999999999,0.327232152,-0.0680029296728918
"1598","247","589400","Morgan Lake","1990",1990-08-28,1990-09-12,15,64.05,64.08,0.0300000000000011,0.23062008,-0.0810129477842331
"1599","247","589400","Morgan Lake","1990",1990-09-12,1990-09-27,15,64.08,64.15,0.0700000000000074,0.238817128,-0.0654725512848841
"1600","247","589400","Morgan Lake","1990",1990-09-27,1990-10-12,15,64.15,64.12,-0.0300000000000011,0.102105744,-0.0454436449922983
"1601","247","589400","Morgan Lake","1990",1990-10-12,1990-10-27,15,64.12,64.26,0.140000000000001,0.202858488,-0.0313190871282191
"1602","247","589400","Morgan Lake","1990",1990-10-27,1990-11-15,19,64.26,64.23,-0.0300000000000011,0.01722656,-0.0537678913315716
"1603","247","589400","Morgan Lake","1991",1991-05-15,1991-05-30,15,64.78,65.13,0.349999999999994,0.29323692,-0.105388755407735
"1604","247","589400","Morgan Lake","1991",1991-05-30,1991-06-14,15,65.13,65.12,-0.00999999999999091,0.313618184,-0.12283927477135
"1605","247","589400","Morgan Lake","1991",1991-06-14,1991-06-29,15,65.12,65.2,0.0799999999999983,0.193248744,-0.110906818742129
"1606","247","589400","Morgan Lake","1991",1991-06-29,1991-07-14,15,65.2,65.11,-0.0900000000000034,0.187090872,-0.124721737452254
"1607","247","589400","Morgan Lake","1991",1991-07-14,1991-07-29,15,65.11,65.15,0.0400000000000063,0.132515608,-0.127352342034049
"1608","247","589400","Morgan Lake","1991",1991-07-29,1991-08-13,15,65.15,65.01,-0.140000000000001,0.166507232,-0.0824511205753772
"1609","247","589400","Morgan Lake","1991",1991-08-13,1991-08-28,15,65.01,64.9,-0.109999999999999,0.099264936,-0.0898150679532503
"1610","247","589400","Morgan Lake","1991",1991-08-28,1991-09-12,15,64.9,64.89,-0.0100000000000051,0.167382992,-0.110337006636048
"1611","247","589400","Morgan Lake","1991",1991-09-12,1991-09-27,15,64.89,64.81,-0.0799999999999983,0.121168448,-0.0771133184211309
"1612","247","589400","Morgan Lake","1991",1991-09-27,1991-10-12,15,64.81,64.79,-0.019999999999996,0.123595648,-0.0433885464243811
"1613","247","589400","Morgan Lake","1991",1991-10-12,1991-10-27,15,64.79,64.83,0.039999999999992,0.113813048,-0.0377044848222287
"1614","247","589400","Morgan Lake","1991",1991-10-27,1991-11-15,19,64.83,65.02,0.189999999999998,0.287302416,-0.0521940205594593
"1615","247","589400","Morgan Lake","1992",1992-05-15,1992-05-30,15,65.56,65.52,-0.0400000000000063,0.17622456,-0.080556911134173
"1616","247","589400","Morgan Lake","1992",1992-05-30,1992-06-14,15,65.52,65.32,-0.200000000000003,0.013091136,-0.0875166740659129
"1617","247","589400","Morgan Lake","1992",1992-06-14,1992-06-29,15,65.32,65.34,0.0200000000000102,0.140260344,-0.117485455611453
"1618","247","589400","Morgan Lake","1992",1992-06-29,1992-08-18,50,65.34,65.11,-0.230000000000004,0.407169688,-0.30704536456593
"1619","247","589400","Morgan Lake","1992",1992-08-18,1992-09-18,31,65.11,65.25,0.140000000000001,0.437273856,-0.153292118204783
"1620","247","589400","Morgan Lake","1992",1992-09-18,1992-10-03,15,65.25,65.19,-0.0600000000000023,0.238825656,-0.067973941113661
"1621","247","589400","Morgan Lake","1992",1992-10-03,1992-10-18,15,65.19,65.13,-0.0600000000000023,0.095850784,-0.0420128271727222
"1622","247","589400","Morgan Lake","1992",1992-10-18,1992-11-15,28,65.13,65.18,0.0500000000000114,0.21303436,-0.0226523890388397
"1623","247","589400","Morgan Lake","1993",1993-05-15,1993-05-30,15,65.87,65.86,-0.0100000000000051,0.112285224,-0.0932320318350682
"1624","247","589400","Morgan Lake","1993",1993-05-30,1993-06-14,15,65.86,66.12,0.260000000000005,0.250845544,-0.0674919640935049
"1625","247","589400","Morgan Lake","1993",1993-06-14,1993-06-29,15,66.12,66.23,0.109999999999999,0.344207464,-0.124980502682633
"1626","247","589400","Morgan Lake","1993",1993-06-29,1993-07-14,15,66.23,66.08,-0.150000000000006,0.05489572,-0.122886096928641
"1627","247","589400","Morgan Lake","1993",1993-07-14,1993-07-29,15,66.08,65.98,-0.0999999999999943,0.062161904,-0.119480837661484
"1628","247","589400","Morgan Lake","1993",1993-07-29,1993-08-13,15,65.98,65.92,-0.0600000000000023,0.177419792,-0.109171779123351
"1629","247","589400","Morgan Lake","1993",1993-08-13,1993-08-28,15,65.92,65.85,-0.0700000000000074,0.03898936,-0.101960009080139
"1630","247","589400","Morgan Lake","1993",1993-08-28,1993-09-12,15,65.85,65.79,-0.0599999999999881,0.18392436,-0.0912628821105222
"1631","247","589400","Morgan Lake","1993",1993-09-12,1993-09-27,15,65.79,65.97,0.179999999999993,0.244185176,-0.0563872825320187
"1632","247","589400","Morgan Lake","1993",1993-09-27,1993-10-12,15,65.97,65.88,-0.0900000000000034,0.07878396,-0.0670700430589082
"1633","247","589400","Morgan Lake","1993",1993-10-12,1993-10-27,15,65.88,65.94,0.0600000000000023,0.098676832,-0.0264117729394878
"1634","247","589400","Morgan Lake","1993",1993-10-27,1993-11-15,19,65.94,65.99,0.0499999999999972,0.108782184,-0.035597632948029
"1635","247","589400","Morgan Lake","1994",1994-05-15,1994-05-30,15,65.8,65.71,-0.0900000000000034,0.066853944,-0.0773641505695406
"1636","247","589400","Morgan Lake","1994",1994-05-30,1994-06-14,15,65.71,65.81,0.100000000000009,0.159752728,-0.111830304705214
"1637","247","589400","Morgan Lake","1994",1994-06-14,1994-06-29,15,65.81,65.68,-0.129999999999995,0.13820116,-0.131529652410327
"1638","247","589400","Morgan Lake","1994",1994-06-29,1994-07-14,15,65.68,65.7,0.019999999999996,0.245604432,-0.103104264856992
"1639","247","589400","Morgan Lake","1994",1994-07-14,1994-07-29,15,65.7,65.76,0.0600000000000023,0.21889572,-0.108639897955663
"1640","247","589400","Morgan Lake","1994",1994-07-29,1994-09-13,46,65.76,65.63,-0.13000000000001,0.333106304,-0.262478813809517
"1641","247","589400","Morgan Lake","1994",1994-09-13,1994-10-18,35,65.63,65.71,0.0799999999999983,0.503439,-0.139291069031186
"1642","247","589400","Morgan Lake","1994",1994-10-18,1994-11-15,28,65.71,65.63,-0.0799999999999983,0.18527572,-0.0389397823155329
"1643","247","589400","Morgan Lake","1995",1995-06-13,1995-06-28,15,65.49,65.48,-0.00999999999999091,0.06756472,-0.107594247734389
"1644","247","589400","Morgan Lake","1995",1995-06-28,1995-07-13,15,65.48,65.39,-0.0900000000000034,0.139041496,-0.114388713956029
"1645","247","589400","Morgan Lake","1995",1995-07-13,1995-07-28,15,65.39,65.31,-0.0799999999999983,0.236915056,-0.0947945912719833
"1646","247","589400","Morgan Lake","1995",1995-07-28,1995-08-12,15,65.31,65.33,0.019999999999996,0.257480656,-0.112794528180401
"1647","247","589400","Morgan Lake","1995",1995-08-12,1995-08-27,15,65.33,65.4,0.0700000000000074,0.256226712,-0.103845830440804
"1648","247","589400","Morgan Lake","1995",1995-08-27,1995-09-11,15,65.4,65.25,-0.150000000000006,0.155817384,-0.101266016826228
"1649","247","589400","Morgan Lake","1995",1995-09-11,1995-09-26,15,65.25,65.23,-0.019999999999996,0.129925064,-0.0553710009088875
"1650","247","589400","Morgan Lake","1995",1995-09-26,1995-10-11,15,65.23,65.46,0.22999999999999,0.313773,-0.0423392955931373
"1651","247","589400","Morgan Lake","1995",1995-10-11,1995-10-26,15,65.46,65.58,0.120000000000005,0.166995624,-0.0402802032514507
"1652","247","589400","Morgan Lake","1995",1995-10-26,1995-11-15,20,65.58,65.62,0.0400000000000063,0.151282128,-0.0324030918271145
"1653","247","589400","Morgan Lake","1996",1996-05-15,1996-05-30,15,66.33,66.18,-0.149999999999991,0.054560504,-0.00632226081021479
"1654","247","589400","Morgan Lake","1996",1996-05-30,1996-06-14,15,66.18,66.24,0.0599999999999881,0.252740728,-0.0610407895982966
"1655","247","589400","Morgan Lake","1996",1996-06-14,1996-06-29,15,66.24,66.29,0.0500000000000114,0.232347984,-0.0832569749081687
"1656","247","589400","Morgan Lake","1996",1996-06-29,1996-07-14,15,66.29,66.18,-0.109999999999999,0.2159798,-0.121989196318918
"1657","247","589400","Morgan Lake","1996",1996-07-14,1996-07-29,15,66.18,66.17,-0.0100000000000051,0.2138806,-0.0901287328051704
"1658","247","589400","Morgan Lake","1996",1996-07-29,1996-08-13,15,66.17,66.16,-0.0100000000000051,0.23013792,-0.0958035985277952
"1659","247","589400","Morgan Lake","1996",1996-08-13,1996-08-28,15,66.16,65.98,-0.179999999999993,0.096624208,-0.0889419505256573
"1660","247","589400","Morgan Lake","1996",1996-08-28,1996-09-12,15,65.98,65.81,-0.170000000000002,0.055780664,-0.0805046425304966
"1661","247","589400","Morgan Lake","1996",1996-09-12,1996-09-27,15,65.81,65.75,-0.0600000000000023,0.105060696,-0.0514244828765497
"1662","247","589400","Morgan Lake","1996",1996-09-27,1996-10-12,15,65.75,65.65,-0.0999999999999943,0.057779168,-0.0615231879290793
"1663","247","589400","Morgan Lake","1996",1996-10-12,1996-10-27,15,65.65,65.77,0.11999999999999,0.157650576,-0.0339095272810863
"1664","247","589400","Morgan Lake","1996",1996-10-27,1996-11-15,19,65.77,65.75,-0.019999999999996,0.16385732,-0.0465977735501694
"1665","247","589400","Morgan Lake","1997",1997-05-15,1997-05-30,15,66.14,66.1,-0.0400000000000063,0.12579292,-0.0127620095173023
"1666","247","589400","Morgan Lake","1997",1997-05-30,1997-06-14,15,66.1,66.01,-0.0899999999999892,0.11953304,-0.0356029561693258
"1667","247","589400","Morgan Lake","1997",1997-06-14,1997-06-29,15,66.01,65.98,-0.0300000000000011,0.155905616,-0.120726141603019
"1668","247","589400","Morgan Lake","1997",1997-06-29,1997-07-14,15,65.98,65.9,-0.0799999999999983,0.147950304,-0.123081731547142
"1669","247","589400","Morgan Lake","1997",1997-07-14,1997-07-29,15,65.9,65.78,-0.120000000000005,0.125067712,-0.128976831345092
"1670","247","589400","Morgan Lake","1997",1997-07-29,1997-08-13,15,65.78,65.53,-0.25,0.026872384,-0.139841950817138
"1671","247","589400","Morgan Lake","1997",1997-08-13,1997-08-28,15,65.53,65.53,0,0.300138696,-0.0588473750686739
"1672","247","589400","Morgan Lake","1997",1997-08-28,1997-09-12,15,65.53,65.61,0.0799999999999983,0.220263808,-0.077156862162525
"1673","247","589400","Morgan Lake","1997",1997-09-12,1997-09-27,15,65.61,65.53,-0.0799999999999983,0.153053984,-0.0745339964629916
"1674","247","589400","Morgan Lake","1997",1997-09-27,1997-10-12,15,65.53,65.52,-0.0100000000000051,0.1914372,-0.0550763742499027
"1675","247","589400","Morgan Lake","1997",1997-10-12,1997-10-27,15,65.52,65.49,-0.0300000000000011,0.117698208,-0.0528952187106306
"1676","247","589400","Morgan Lake","1997",1997-10-27,1997-11-15,19,65.49,65.45,-0.039999999999992,0.042078464,-0.0246802613229342
"1677","247","589400","Morgan Lake","1998",1998-05-15,1998-05-30,15,65.47,65.25,-0.219999999999999,0.084752248,-0.135453827991865
"1678","247","589400","Morgan Lake","1998",1998-05-30,1998-06-14,15,65.25,65.23,-0.019999999999996,0.262928408,-0.0980960905400259
"1679","247","589400","Morgan Lake","1998",1998-06-14,1998-06-29,15,65.23,65.11,-0.120000000000005,0.224164384,-0.118313785728631
"1680","247","589400","Morgan Lake","1998",1998-06-29,1998-07-14,15,65.11,64.92,-0.189999999999998,0.147303488,-0.123649382496193
"1681","247","589400","Morgan Lake","1998",1998-07-14,1998-07-29,15,64.92,64.64,-0.280000000000001,0.04595608,-0.181001565878585
"1682","247","589400","Morgan Lake","1998",1998-07-29,1998-08-13,15,64.64,64.53,-0.109999999999999,0.121318016,-0.112178471646694
"1683","247","589400","Morgan Lake","1998",1998-08-13,1998-08-28,15,64.53,64.51,-0.019999999999996,0.162864464,-0.106175343850281
"1684","247","589400","Morgan Lake","1998",1998-08-28,1998-09-12,15,64.51,64.25,-0.260000000000005,0.014896448,-0.115299468785835
"1685","247","589400","Morgan Lake","1998",1998-09-12,1998-09-30,18,64.25,64.14,-0.109999999999999,0.169711136,-0.0851493861304252
"1686","248","589400","Morgan Lake","1970",1970-10-20,1970-11-13,24,4.99,5.31,0.319999999999999,0.42309376,-0.0294516118719653
"1687","248","589400","Morgan Lake","1971",1971-06-03,1971-07-08,35,5.82,5.59,-0.23,0.325868,-0.244400416019324
"1688","248","589400","Morgan Lake","1971",1971-07-08,1971-08-15,38,5.59,5.29,-0.3,0.35367912,-0.293181327699313
"1689","248","589400","Morgan Lake","1971",1971-08-15,1971-09-08,24,5.29,5.06,-0.23,0.161212,-0.128214746298173
"1690","248","589400","Morgan Lake","1977",1977-06-14,1977-07-06,22,5.86,4.86,-1,0.2666476,-0.157834375047836
"1691","248","589400","Morgan Lake","1977",1977-07-06,1977-09-08,64,4.86,4.53,-0.33,0.70720736,-0.446464197380167
"1692","248","589400","Morgan Lake","1977",1977-09-08,1977-10-06,28,4.53,4.67,0.14,0.3515176,-0.10823867208947
"1693","248","589400","Morgan Lake","1977",1977-10-06,1977-11-03,28,4.67,4.75,0.0800000000000001,0.25822784,-0.0590018830538977
"1694","248","589400","Morgan Lake","1978",1978-06-06,1978-07-07,31,4.87,4.85,-0.0200000000000005,0.30540408,-0.220710409181966
"1695","248","589400","Morgan Lake","1978",1978-07-07,1978-08-10,34,4.85,4.75,-0.0999999999999996,0.3712468,-0.253691100025137
"1696","248","589400","Morgan Lake","1978",1978-08-10,1978-08-31,21,4.75,4.98,0.23,0.46277192,-0.136250799827608
"1697","248","589400","Morgan Lake","1978",1978-08-31,1978-09-21,21,4.98,5.11,0.13,0.31036344,-0.0986342678156185
"1698","248","589400","Morgan Lake","1978",1978-09-21,1978-10-12,21,5.11,5.13,0.0199999999999996,0.23101696,-0.0681899726234256
"1699","248","589400","Morgan Lake","1979",1979-07-03,1979-08-14,42,6.06,5.87,-0.19,0.434541944,-0.323429175304539
"1700","248","589400","Morgan Lake","1979",1979-08-14,1979-09-12,29,5.87,5.79,-0.0800000000000001,0.301543192,-0.162396650363157
"1701","248","589400","Morgan Lake","1979",1979-09-12,1979-10-02,20,5.79,5.62,-0.17,0.111205448,-0.0861621596088969
"1702","248","589400","Morgan Lake","1979",1979-10-02,1979-11-08,37,5.62,5.19,-0.43,0.467200248,-0.070846889690385
"1703","268","692600","Three Johns Lake","1972",1972-07-15,1972-11-10,118,95.53,95.53,0,1.67385944,-0.577732480776891
"1704","277","717400","Spectacle Lake","1972",1972-09-15,1972-11-10,56,93.51,93.51,0,0.70189376,-0.162980930010388
"1705","279","740400","Booth Lake","1992",1992-06-01,1992-07-14,43,10.76,10.88,0.120000000000001,0.349591256,-0.373074191743275
"1706","279","740400","Booth Lake","1992",1992-07-14,1992-08-11,28,10.88,10.72,-0.16,0.419179736,-0.201053696896667
"1707","279","740400","Booth Lake","1993",1993-06-22,1993-07-21,29,12.03,11.88,-0.149999999999999,0.54979524,-0.259243949250667
"1708","279","740400","Booth Lake","1993",1993-07-21,1993-08-10,20,11.88,11.64,-0.24,0.085181272,-0.232750173931079
"1709","279","740400","Booth Lake","1994",1994-06-15,1994-07-18,33,11.2,11.51,0.31,0.603740088,-0.337401653084038
"1710","279","740400","Booth Lake","1994",1994-07-18,1994-08-10,23,11.51,11.1,-0.41,0.212152368,-0.231988458712254
"1711","279","740400","Booth Lake","2001",2001-06-13,2001-07-16,33,11.02,11.16,0.140000000000001,0.26298056,-0.345049026730047
"1712","279","740400","Booth Lake","2001",2001-07-16,2001-08-14,29,11.16,11.03,-0.130000000000001,0.275790272,-0.303819612020603
"1713","279","740400","Booth Lake","2002",2002-06-10,2002-07-01,21,11.35,11.27,-0.0800000000000001,0.197933896,-0.212369632442039
"1714","279","740400","Booth Lake","2002",2002-07-01,2002-08-06,36,11.27,10.79,-0.48,0.195886848,-0.429909110728086
"1715","279","740400","Booth Lake","2003",2003-06-10,2003-08-19,70,11.94,12.29,0.35,0.675660976,-0.649194054381995
"2149","283","741500","Pleasant Lake","1985",1985-06-02,1985-06-23,21,8.18,8.1,-0.0800000000000001,0.116496416,-0.197756675901069
"2150","283","741500","Pleasant Lake","1985",1985-06-23,1985-07-09,16,8.1,7.9,-0.199999999999999,0.121172384,-0.163381446515817
"2151","283","741500","Pleasant Lake","1985",1985-07-09,1985-08-01,23,7.9,7.7,-0.2,0.150089192,-0.254291008404949
"2152","283","741500","Pleasant Lake","1985",1985-08-01,1985-08-26,25,7.7,7.79,0.0899999999999999,0.217804464,-0.239412205064687
"2153","283","741500","Pleasant Lake","1985",1985-08-26,1985-09-11,16,7.79,7.89,0.0999999999999996,0.237095128,-0.105102530416765
"2154","283","741500","Pleasant Lake","1985",1985-09-11,1985-09-28,17,7.89,7.79,-0.0999999999999996,0.138911608,-0.201558727942878
"2155","283","741500","Pleasant Lake","1985",1985-09-28,1985-10-20,22,7.79,8.05,0.260000000000001,0.351114488,-0.0990628356700567
"2156","283","741500","Pleasant Lake","1985",1985-10-20,1985-11-10,21,8.05,8.26,0.209999999999999,0.412190384,-0.0835000073833106
"2157","283","741500","Pleasant Lake","1986",1986-05-18,1986-06-08,21,8.5,8.35,-0.15,0.229756784,-0.160263822587046
"2158","283","741500","Pleasant Lake","1986",1986-06-08,1986-06-29,21,8.35,8.5,0.15,0.310308008,-0.184250305208222
"2159","283","741500","Pleasant Lake","1986",1986-06-29,1986-07-20,21,8.5,8.38,-0.119999999999999,0.331156672,-0.178384551452651
"2160","283","741500","Pleasant Lake","1986",1986-07-20,1986-08-09,20,8.38,8.36,-0.0200000000000014,0.256397928,-0.237760062437479
"2161","283","741500","Pleasant Lake","1986",1986-08-09,1986-09-01,23,8.36,8.2,-0.16,0.229277904,-0.18973732371971
"2162","283","741500","Pleasant Lake","1986",1986-09-01,1986-09-21,20,8.2,8.3,0.100000000000001,0.247033528,-0.150945487576164
"2163","283","741500","Pleasant Lake","1986",1986-09-21,1986-10-11,20,8.3,8.6,0.299999999999999,0.549976296,-0.0785685078445815
"2164","283","741500","Pleasant Lake","1986",1986-10-11,1986-11-02,22,8.6,8.48,-0.119999999999999,0.099895352,-0.0639271724369893
"2165","283","741500","Pleasant Lake","1987",1987-05-17,1987-06-02,16,8.7,8.5,-0.199999999999999,0.22423556,-0.127508479612234
"2166","283","741500","Pleasant Lake","1987",1987-06-02,1987-06-20,18,8.5,8.25,-0.25,0.016643376,-0.240553293535587
"2167","283","741500","Pleasant Lake","1987",1987-06-20,1987-07-05,15,8.25,8.1,-0.15,0.083592768,-0.171483974017781
"2168","283","741500","Pleasant Lake","1987",1987-07-05,1987-08-02,28,8.1,8.1,0,0.422028416,-0.288381828517475
"2169","283","741500","Pleasant Lake","1987",1987-08-02,1987-08-22,20,8.1,8.25,0.15,0.416218224,-0.179464788124823
